TaskID;Type;FailOnCondition;StayActive;TargetQty;ItemName;ItemDropVC;ItemDropProbability;ChestDropProbability;EnforceLocationRequirement;TerritoryID;POITag;GameModeID;LootTag;PauseAndClearLootOnTaskComplete;AwardOnlyOnce;ShouldCheckPoints;GuranteedDropAttempts;TargetThreshold;CraftingRecipeId;CraftAnyRecipe;InteractTag;UIScreenTag;TriggerAreaType;KillEnemyType;KillEnemyWeaponID;Duration;TaskBuySellType;IsPurchaseOrEarn;IsExactMatch;UseTypeAffix;TypeAffix;UseMatAffix;MatAffix;UseMagicAffix;MagicAffix;MapMarkerMapIcon;MapMarkerTitleLocTag;MapMarkerDescriptionLocTag;MapMarkerWorldPositionX;MapMarkerWorldPositionY;MapMarkerWorldDistanceThreshold;UseLargeItemDisplay;TP_TargetTag;TP_DescriptionTag;OverrideLocation;IsHidden;CompletedNotificationId;GridLayout;CommunityGoalTag;HideChildren;TriggerAnalyticsEvent;SubTask1;SubTask2;SubTask3;SubTask4;SubTask5
0830_0801_d_00_container_Inevitable;SimpleTaskContainer;;0;0;;;0;0;false;;;;;false;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;0830_0801_d_01_TaskKillContribution_Ivan;;;;
0830_0801_d_01_TaskKillContribution_Ivan;TaskKillContribution;;1;1;;;0;0;false;;graveyard_40338;;;false;false;;0;;;;;;;Withered_Brute_Named_09_08QP07;;0;;;;;;;;;;;;;;;;;;@0830_0801_d_01_TaskKillContribution_Ivan;;0;;;;;;;;;;
0825_0801_d_00_container_Wagon;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;;false;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;0825_0801_d_01_TaskGoToPOITag_Camp;0825_0801_d_02_TaskGameEvent_Waves;0825_0801_d_03_GiveTools;0825_0801_d_04_TaskHaveAndReturnItems_Tools;
0825_0801_d_01_TaskGoToPOITag_Camp;TaskGoToPOITag;;1;0;;;0;0;true;;corrupted_camp_40340;;;false;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;@0825_0801_d_01_TaskGoToPOITag_Camp;;0;;;;;;;;;;
0825_0801_d_02_TaskGameEvent_Waves;TaskGameEvent;;1;1;;;0;0;true;;corrupted_camp_40340;;;false;false;;0;;;;IO_0825_CookingSupplies;;;0825_CookingSupplies_interact;;0;;;;;;;;;;;;;;;;;;@0825_0801_d_02_TaskGameEvent_Waves;;0;;;;;;;;;;
0825_0801_d_03_GiveTools;TaskGiveItem;;1;1;0825_0801_CookingTools;;0;0;false;;;;;false;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;@0825_0801_d_03_GiveTools;;1;;;;;;;;;;
0825_0801_d_04_TaskHaveAndReturnItems_Tools;TaskHaveAndReturnItems;;1;1;0825_0801_CookingTools;;0;0;false;;;;;false;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;@0825_0801_d_04_TaskHaveAndReturnItems_Tools;;1;;;;;;;;;;
0825_0802_d_00_container_Culinarian;SimpleTaskContainer;;0;0;;;0;0;false;;;;;false;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;0825_0802_d_01_TaskGoToPOITag_SerenityRiseWilderness;0825_0802_d_02_TaskHaveAndReturnItems_TigerMeat;0825_0802_d_03_TaskHaveAndReturnItems_BearMeat;0825_0802_d_04_TaskHaveAndReturnItems_BisonMeat;
0825_0802_d_01_TaskGoToPOITag_SerenityRiseWilderness;TaskGoToPOITag;;1;0;;;0;0;true;ebonscalereach6;ebonscalereach6;;;false;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;@0825_0802_d_01_TaskGoToPOITag_SerenityRiseWilderness;;0;;;;;;;;;;
0825_0802_d_02_TaskHaveAndReturnItems_TigerMeat;TaskHaveAndReturnItems;;1;5;0825_0802_TigerMeat;Tiger_08QP06;100;0;false;ebonscalereach6;ebonscalereach6;;;true;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;@0825_0802_d_02_TaskHaveAndReturnItems_TigerMeat;;0;;;;;;;;;;
0825_0802_d_03_TaskHaveAndReturnItems_BearMeat;TaskHaveAndReturnItems;;1;5;0825_0802_BearMeat;Bear_Black_08QP06a;100;0;false;ebonscalereach6;ebonscalereach6;;;true;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;@0825_0802_d_03_TaskHaveAndReturnItems_BearMeat;;0;;;;;;;;;;
0825_0802_d_04_TaskHaveAndReturnItems_BisonMeat;TaskHaveAndReturnItems;;1;5;0825_0802_BisonMeat;Bison_60;100;0;false;ebonscalereach6;ebonscalereach6;;;true;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;@0825_0802_d_04_TaskHaveAndReturnItems_BisonMeat;;0;;;;;;;;;;
0825_0803_d_00_container_Delivery;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;;false;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;0825_0803_d_01_GiveMeal;;;;
0825_0803_d_01_GiveMeal;TaskGiveItem;;0;1;0825_0803_Meal;;0;0;false;;;;;false;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;@0825_0803_d_01_GiveMeal;;0;;;;;;;;;;
0828_0801_d_00_container_Deadeye;SimpleTaskContainer;;0;0;;;0;0;false;;;;;false;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;0828_0801_d_01_TaskGoToPOITag_camp;0828_0801_d_02_TaskGameEvent_Shoot;;;
0828_0801_d_01_TaskGoToPOITag_camp;TaskGoToPOITag;;1;0;;;0;0;false;;dynasty_camp_30237;;;false;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;@0828_0801_d_01_TaskGoToPOITag_camp;;0;;;;;;;;;;
0828_0801_d_02_TaskGameEvent_Shoot;TaskGameEvent;;1;1;;;0;0;false;;dynasty_camp_30237;;;false;false;;0;;;;IO_0804_CorruptedNodule;;;0804_CorruptedNodule_interact;;0;;;;;;;;;;;;;;;;;;@0828_0801_d_02_TaskGameEvent_Shoot;7327.05 5924.23 120.88;0;;;;;;;;;;
0828_0802_d_00_container_Trinkets;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;;false;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;0828_0802_d_01a_container;0828_0802_d_01b_container;;;
0828_0802_d_01a_container;SimpleTaskContainer;;0;0;;;0;0;false;;;;;false;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;1;;;;;;0828_0802_d_02_GoToPOITag_North;0828_0802_d_03_TaskGameEvent_Heirlooms1;;;
0828_0802_d_01b_container;SimpleTaskContainer;;0;0;;;0;0;false;;;;;false;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;1;;;;;;0828_0802_d_04_GoToPOITag_South;0828_0802_d_05_TaskGameEvent_Heirlooms2;;;
0828_0802_d_02_GoToPOITag_North;TaskGoToPOITag;;1;0;;;0;0;true;;Dynasty_Wall_30243;;;false;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;@0828_0802_d_02_GoToPOITag_North;;0;;;;;;;;;;
0828_0802_d_03_TaskGameEvent_Heirlooms1;TaskGameEvent;;1;5;;;0;0;true;;Dynasty_Wall_30243;;;false;false;;0;;;;IO_0828_Heirloom;;;0828_Heirlooms_interact;;0;;;;;;;;;;;;;;;;;;@0828_0802_d_03_TaskGameEvent_Heirlooms1;;0;;;;;;;;;;
0828_0802_d_04_GoToPOITag_South;TaskGoToPOITag;;1;0;;;0;0;true;;Dynasty_Wall_30242;;;false;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;@0828_0802_d_04_GoToPOITag_South;;0;;;;;;;;;;
0828_0802_d_05_TaskGameEvent_Heirlooms2;TaskGameEvent;;1;5;;;0;0;true;;Dynasty_Wall_30242;;;false;false;;0;;;;IO_0828_Heirloom_b;;;0828_Heirlooms_b_interact;;0;;;;;;;;;;;;;;;;;;@0828_0802_d_05_TaskGameEvent_Heirlooms2;;0;;;;;;;;;;
0828_0803_d_00_container_Legacy;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;;false;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;0828_0803_d_01_TaskGoToPOITag_DynastyShipwreck;0828_0803_d_02_TaskHaveAndReturnItems_Scrolls;;;
0828_0803_d_01_TaskGoToPOITag_DynastyShipwreck;TaskGoToPOITag;;1;0;;;0;0;false;;Dynasty_Shipwreck_30227;;;false;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;@0828_0803_d_01_TaskGoToPOITag_DynastyShipwreck;;0;;;;;;;;;;
0828_0803_d_02_TaskHaveAndReturnItems_Scrolls;TaskHaveAndReturnItems;;1;5;0828_0803_ScrollsOfLineage;Corrupted;90;0;true;;Dynasty_Shipwreck_30227;;;true;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;@0828_0803_d_02_TaskHaveAndReturnItems_Scrolls;;0;;;;;;;;;;
FM_0801_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;;false;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;FM_0801_tasks_first_container;M_ReturnToGiver;;;
FM_0801_tasks_first_container;SimpleTaskContainer;;0;0;;;0;0;false;;;;;false;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;1;;;;;;FM_0801_leg_A_task;FM_0801_leg_B_task;FM_0801_leg_C_task;;
FM_0801_leg_A_task;TaskKillContribution;;0;8;;;0;0;true;;alligator_habitat_40275;;;true;false;;0;;;;;;;Beast;;0;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;0;;;;;;;;;;
FM_0801_leg_B_task;TaskKillContribution;;0;8;;;0;0;true;;Dynasty_EarthShrine_30231;;;true;false;;0;;;;;;;Corrupted;;0;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;0;;;;;;;;;;
FM_0801_leg_C_task;TaskKillContribution;;0;8;;;0;0;true;;Dryad_Ruins_30233;;;true;false;;0;;;;;;;AngryEarth;;0;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;0;;;;;;;;;;
FM_0802_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;;false;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;FM_0802_tasks_first_container;M_ReturnToGiver;;;
FM_0802_tasks_first_container;SimpleTaskContainer;;0;0;;;0;0;false;;;;;false;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;1;;;;;;FM_0802_leg_A_task;FM_0802_leg_B_task;FM_0802_leg_C_task;;
FM_0802_leg_A_task;TaskKillContribution;;0;4;;;0;0;true;;Dynasty_Wall_30243;;;true;false;;0;;;;;;;Corrupted;;0;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;0;;;;;;;;;;
FM_0802_leg_B_task;TaskKillContribution;;0;8;;;0;0;true;;Dynasty_MountainTemple_30235;;;true;false;;0;;;;;;;Corrupted;;0;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;0;;;;;;;;;;
FM_0802_leg_C_task;TaskKillContribution;;0;8;;;0;0;true;;Pirate_Harbor_30239;;;true;false;;0;;;;;;;Lost;;0;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;0;;;;;;;;;;
FM_0803_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;;false;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;FM_0803_tasks_first_container;M_ReturnToGiver;;;
FM_0803_tasks_first_container;SimpleTaskContainer;;0;0;;;0;0;false;;;;;false;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;1;;;;;;FM_0803_leg_A_task;FM_0803_leg_B_task;FM_0803_leg_C_task;;
FM_0803_leg_A_task;TaskKillContribution;;0;8;;;0;0;true;;Dryad_Ruins_30229;;;true;false;;0;;;;;;;AngryEarth;;0;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;0;;;;;;;;;;
FM_0803_leg_B_task;TaskKillContribution;;0;8;;;0;0;true;;Dynasty_Shipwreck_30227;;;true;false;;0;;;;;;;Corrupted;;0;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;0;;;;;;;;;;
FM_0803_leg_C_task;TaskKillContribution;;0;8;;;0;0;true;;Dynasty_FireShrine_30228;;;true;false;;0;;;;;;;Corrupted;;0;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;0;;;;;;;;;;
FM_0804_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;;false;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;FM_0804_tasks_first_container;M_ReturnToGiver;;;
FM_0804_tasks_first_container;SimpleTaskContainer;;0;0;;;0;0;false;;;;;false;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;1;;;;;;FM_0804_leg_A_task;FM_0804_leg_B_task;FM_0804_leg_C_task;;
FM_0804_leg_A_task;TaskKillContribution;;0;8;;;0;0;true;;Tiger_Cave_30236;;;true;false;;0;;;;;;;Beast;;0;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;0;;;;;;;;;;
FM_0804_leg_B_task;TaskKillContribution;;0;8;;;0;0;true;;Dynasty_Wall_30242;;;true;false;;0;;;;;;;Corrupted;;0;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;0;;;;;;;;;;
FM_0804_leg_C_task;TaskKillContribution;;0;8;;;0;0;true;;Dryad_Ruins_30229;;;true;false;;0;;;;;;;AngryEarth;;0;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;0;;;;;;;;;;
FM_0805_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;;false;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;FM_0805_tasks_first_container;M_ReturnToGiver;;;
FM_0805_tasks_first_container;SimpleTaskContainer;;0;0;;;0;0;false;;;;;false;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;1;;;;;;FM_0805_leg_A_task;FM_0805_leg_B_task;FM_0805_leg_C_task;;
FM_0805_leg_A_task;TaskKillContribution;;0;8;;;0;0;true;;Dynasty_WaterShrine_30234;;;true;false;;0;;;;;;;Corrupted;;0;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;0;;;;;;;;;;
FM_0805_leg_B_task;TaskKillContribution;;0;8;;;0;0;true;;Dynasty_EarthShrine_30231;;;true;false;;0;;;;;;;Corrupted;;0;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;0;;;;;;;;;;
FM_0805_leg_C_task;TaskKillContribution;;0;8;;;0;0;true;;Dynasty_FireShrine_30228;;;true;false;;0;;;;;;;Corrupted;;0;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;0;;;;;;;;;;
FM_0806_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;;false;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;FM_0806_tasks_first_container;M_ReturnToGiver;;;
FM_0806_tasks_first_container;SimpleTaskContainer;;0;0;;;0;0;false;;;;;false;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;1;;;;;;FM_0806_leg_A_task;FM_0806_leg_B_task;FM_0806_leg_C_task;;
FM_0806_leg_A_task;TaskKillContribution;;0;8;;;0;0;true;;dynasty_temple_40339;;;true;false;;0;;;;;;;Corrupted;;0;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;0;;;;;;;;;;
FM_0806_leg_B_task;TaskKillContribution;;0;8;;;0;0;true;;dynasty_shrine_30312;;;true;false;;0;;;;;;;Corrupted;;0;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;0;;;;;;;;;;
FM_0806_leg_C_task;TaskKillContribution;;0;8;;;0;0;true;;dynasty_shrine_30302;;;true;false;;0;;;;;;;Corrupted;;0;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;0;;;;;;;;;;
FM_0807_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;;false;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;FM_0807_tasks_first_container;M_ReturnToGiver;;;
FM_0807_tasks_first_container;SimpleTaskContainer;;0;0;;;0;0;false;;;;;false;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;1;;;;;;FM_0807_leg_A_task;FM_0807_leg_B_task;FM_0807_leg_C_task;;
FM_0807_leg_A_task;TaskKillContribution;;0;8;;;0;0;true;;dynasty_shrine_30312;;;true;false;;0;;;;;;;Corrupted;;0;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;0;;;;;;;;;;
FM_0807_leg_B_task;TaskKillContribution;;0;8;;;0;0;true;;graveyard_40338;;;true;false;;0;;;;;;;Lost;;0;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;0;;;;;;;;;;
FM_0807_leg_C_task;TaskKillContribution;;0;8;;;0;0;true;;dynasty_temple_40339;;;true;false;;0;;;;;;;Corrupted;;0;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;0;;;;;;;;;;
FM_0808_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;;false;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;FM_0808_tasks_first_container;M_ReturnToGiver;;;
FM_0808_tasks_first_container;SimpleTaskContainer;;0;0;;;0;0;false;;;;;false;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;1;;;;;;FM_0808_leg_A_task;FM_0808_leg_B_task;FM_0808_leg_C_task;;
FM_0808_leg_A_task;TaskKillContribution;;0;8;;;0;0;true;;Dynasty_Cavern_30241;;;true;false;;0;;;;;;;Corrupted;;0;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;0;;;;;;;;;;
FM_0808_leg_B_task;TaskKillContribution;;0;8;;;0;0;true;;Dynasty_Monastery_30240;;;true;false;;0;;;;;;;Corrupted;;0;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;0;;;;;;;;;;
FM_0808_leg_C_task;TaskKillContribution;;0;8;;;0;0;true;;dynasty_bridge_20202;;;true;false;;0;;;;;;;Corrupted;;0;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;0;;;;;;;;;;
FM_0809_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;;false;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;FM_0809_tasks_first_container;M_ReturnToGiver;;;
FM_0809_tasks_first_container;SimpleTaskContainer;;0;0;;;0;0;false;;;;;false;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;1;;;;;;FM_0809_leg_A_task;FM_0809_leg_B_task;FM_0809_leg_C_task;;
FM_0809_leg_A_task;TaskKillContribution;;0;8;;;0;0;true;;dynasty_shrine_20203;;;true;false;;0;;;;;;;Corrupted;;0;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;0;;;;;;;;;;
FM_0809_leg_B_task;TaskKillContribution;;0;8;;;0;0;true;;dynasty_bridge_20202;;;true;false;;0;;;;;;;Corrupted;;0;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;0;;;;;;;;;;
FM_0809_leg_C_task;TaskKillContribution;;0;8;;;0;0;true;;empressfortress_20201;;;true;false;;0;;;;;;;Corrupted;;0;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;0;;;;;;;;;;
FM_0810_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;;false;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;FM_0810_tasks_first_container;M_ReturnToGiver;;;
FM_0810_tasks_first_container;SimpleTaskContainer;;0;0;;;0;0;false;;;;;false;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;1;;;;;;FM_0810_leg_A_task;FM_0810_leg_B_task;FM_0810_leg_C_task;;
FM_0810_leg_A_task;TaskKillContribution;;0;8;;;0;0;true;;empressfortress_20201;;;true;false;;0;;;;;;;Corrupted;;0;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;0;;;;;;;;;;
FM_0810_leg_B_task;TaskKillContribution;;0;8;;;0;0;true;;dynasty_bridge_20202;;;true;false;;0;;;;;;;Corrupted;;0;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;0;;;;;;;;;;
FM_0810_leg_C_task;TaskKillContribution;;0;8;;;0;0;true;;Dynasty_Monastery_30240;;;true;false;;0;;;;;;;Corrupted;;0;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;0;;;;;;;;;;
FM_S_0801_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;;false;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;FM_S_0801_tasks_first_container;M_ReturnToGiver;;;
FM_S_0801_tasks_first_container;SimpleTaskContainer;;0;0;;;0;0;false;;;;;false;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;1;;;;;;FM_S_0801_leg_A_task;FM_S_0801_leg_B_task;FM_S_0801_leg_C_task;;
FM_S_0801_leg_A_task;TaskKillContribution;;0;8;;;0;0;true;;alligator_habitat_40275;;;true;false;;0;;;;;;;Beast;;0;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;0;;;;;;;;;;
FM_S_0801_leg_B_task;TaskKillContribution;;0;8;;;0;0;true;;Dynasty_EarthShrine_30231;;;true;false;;0;;;;;;;Corrupted;;0;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;0;;;;;;;;;;
FM_S_0801_leg_C_task;TaskKillContribution;;0;8;;;0;0;true;;Dryad_Ruins_30233;;;true;false;;0;;;;;;;AngryEarth;;0;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;0;;;;;;;;;;
FM_S_0802_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;;false;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;FM_S_0802_tasks_first_container;M_ReturnToGiver;;;
FM_S_0802_tasks_first_container;SimpleTaskContainer;;0;0;;;0;0;false;;;;;false;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;1;;;;;;FM_S_0802_leg_A_task;FM_S_0802_leg_B_task;FM_S_0802_leg_C_task;;
FM_S_0802_leg_A_task;TaskKillContribution;;0;4;;;0;0;true;;Dynasty_Wall_30243;;;true;false;;0;;;;;;;Corrupted;;0;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;0;;;;;;;;;;
FM_S_0802_leg_B_task;TaskKillContribution;;0;8;;;0;0;true;;Dynasty_MountainTemple_30235;;;true;false;;0;;;;;;;Corrupted;;0;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;0;;;;;;;;;;
FM_S_0802_leg_C_task;TaskKillContribution;;0;8;;;0;0;true;;Pirate_Harbor_30239;;;true;false;;0;;;;;;;Lost;;0;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;0;;;;;;;;;;
FM_S_0803_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;;false;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;FM_S_0803_tasks_first_container;M_ReturnToGiver;;;
FM_S_0803_tasks_first_container;SimpleTaskContainer;;0;0;;;0;0;false;;;;;false;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;1;;;;;;FM_S_0803_leg_A_task;FM_S_0803_leg_B_task;FM_S_0803_leg_C_task;;
FM_S_0803_leg_A_task;TaskKillContribution;;0;8;;;0;0;true;;Dryad_Ruins_30229;;;true;false;;0;;;;;;;AngryEarth;;0;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;0;;;;;;;;;;
FM_S_0803_leg_B_task;TaskKillContribution;;0;8;;;0;0;true;;Dynasty_Shipwreck_30227;;;true;false;;0;;;;;;;Corrupted;;0;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;0;;;;;;;;;;
FM_S_0803_leg_C_task;TaskKillContribution;;0;8;;;0;0;true;;Dynasty_FireShrine_30228;;;true;false;;0;;;;;;;Corrupted;;0;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;0;;;;;;;;;;
FM_S_0804_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;;false;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;FM_S_0804_tasks_first_container;M_ReturnToGiver;;;
FM_S_0804_tasks_first_container;SimpleTaskContainer;;0;0;;;0;0;false;;;;;false;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;1;;;;;;FM_S_0804_leg_A_task;FM_S_0804_leg_B_task;FM_S_0804_leg_C_task;;
FM_S_0804_leg_A_task;TaskKillContribution;;0;8;;;0;0;true;;Tiger_Cave_30236;;;true;false;;0;;;;;;;Beast;;0;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;0;;;;;;;;;;
FM_S_0804_leg_B_task;TaskKillContribution;;0;8;;;0;0;true;;Dynasty_Wall_30242;;;true;false;;0;;;;;;;Corrupted;;0;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;0;;;;;;;;;;
FM_S_0804_leg_C_task;TaskKillContribution;;0;8;;;0;0;true;;Dryad_Ruins_30229;;;true;false;;0;;;;;;;AngryEarth;;0;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;0;;;;;;;;;;
FM_S_0805_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;;false;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;FM_S_0805_tasks_first_container;M_ReturnToGiver;;;
FM_S_0805_tasks_first_container;SimpleTaskContainer;;0;0;;;0;0;false;;;;;false;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;1;;;;;;FM_S_0805_leg_A_task;FM_S_0805_leg_B_task;FM_S_0805_leg_C_task;;
FM_S_0805_leg_A_task;TaskKillContribution;;0;8;;;0;0;true;;Dynasty_WaterShrine_30234;;;true;false;;0;;;;;;;Corrupted;;0;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;0;;;;;;;;;;
FM_S_0805_leg_B_task;TaskKillContribution;;0;8;;;0;0;true;;Dynasty_EarthShrine_30231;;;true;false;;0;;;;;;;Corrupted;;0;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;0;;;;;;;;;;
FM_S_0805_leg_C_task;TaskKillContribution;;0;8;;;0;0;true;;Dynasty_FireShrine_30228;;;true;false;;0;;;;;;;Corrupted;;0;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;0;;;;;;;;;;
FM_S_0806_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;;false;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;FM_S_0806_tasks_first_container;M_ReturnToGiver;;;
FM_S_0806_tasks_first_container;SimpleTaskContainer;;0;0;;;0;0;false;;;;;false;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;1;;;;;;FM_S_0806_leg_A_task;FM_S_0806_leg_B_task;FM_S_0806_leg_C_task;;
FM_S_0806_leg_A_task;TaskKillContribution;;0;8;;;0;0;true;;dynasty_temple_40339;;;true;false;;0;;;;;;;Corrupted;;0;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;0;;;;;;;;;;
