ItemID;Name;ItemType;ItemTypeDisplayName;Description;ItemClass;TradingCategory;TradingFamily;TradingGroup;BindOnPickup;BindOnEquip;GearScoreOverride;MinGearScore;MaxGearScore;Tier;ItemStatsRef;GrantsHWMBump;IgnoreNameChanges;CanHavePerks;CanReplaceGem;Perk1;Perk2;Perk3;Perk4;Perk5;PerkBucket1;PerkBucket2;PerkBucket3;PerkBucket4;PerkBucket5;ForceRarity;RequiredLevel;UseTypeAffix;UseMaterialAffix;UseMagicAffix;IconCaptureGroup;UiItemClass;RDyeSlotDisabled;GDyeSlotDisabled;BDyeSlotDisabled;ADyeSlotDisabled;ArmorAppearanceM;ArmorAppearanceF;WeaponAppearanceOverride;ConfirmDestroy;ConfirmBeforeUse;ConsumeOnUse;PrefabPath;HousingTags;IconPath;HiResIconPath;MaxStackSize;DeathDropPercentage;Nonremovable;IsMissionItem;IsUniqueItem;ContainerLevel;ContainerGS;IsSalvageable;SalvageResources;IsRepairable;RepairDustModifier;RepairRecipe;CraftingRecipe;RepairGameEventID;SalvageGameEventID;SalvageAchievement;RepairTypes;IngredientCategories;IngredientBonusPrimary;IngredientBonusSecondary;IngredientGearScoreBaseBonus;IngredientGearScoreMaxBonus;ExtraBonusItemChance;Durability;DurabilityDmgOnDeath;DestroyOnBreak;Weight;AcquisitionNotificationId;AudioPickup;AudioPlace;AudioUse;AudioCreated;AudioDestroyed;MannequinTag;SoundTableID;WarboardGatherStat;WarboardDepositStat;Notes;HideInLootTicker;HideFromRewardOpenPopup
WorkOrder_Faction_ArmorSet01_T4;@WorkOrder_Faction_ArmorSet01_T4_MasterName;Resource;@ui_itemtypedescription_resource;@WorkOrder_Faction_ArmorSet01_T4_Description;Resource;;;;false;false;0;0;0;0;;;false;false;false;;;;;;;;;;;0;0;false;false;false;;UI_Quest;false;false;false;false;;;;;false;false;;;lyshineui/images/icons/items/Resource/ClaimCharterT1.png;lyshineui/images/icons/items_hires/ClaimCharterT1.png;10000;0;true;true;;0;0;false;false;false;0;;;;;;;;0;0;0;0;;0;0;false;1;0;Play_UI_Pickup_Generic;Play_UI_Drop_Generic;Play_UI_Use_Generic;Play_UI_Created_Generic;;;;;;;;false
WorkOrder_Faction_ArmorSet02_T4;@WorkOrder_Faction_ArmorSet02_T4_MasterName;Resource;@ui_itemtypedescription_resource;@WorkOrder_Faction_ArmorSet02_T4_Description;Resource;;;;false;false;0;0;0;0;;;false;false;false;;;;;;;;;;;0;0;false;false;false;;UI_Quest;false;false;false;false;;;;;false;false;;;lyshineui/images/icons/items/Resource/ClaimCharterT1.png;lyshineui/images/icons/items_hires/ClaimCharterT1.png;10000;0;true;true;;0;0;false;false;false;0;;;;;;;;0;0;0;0;;0;0;false;1;0;Play_UI_Pickup_Generic;Play_UI_Drop_Generic;Play_UI_Use_Generic;Play_UI_Created_Generic;;;;;;;;false
WorkOrder_Faction_ArmorSet03_T4;@WorkOrder_Faction_ArmorSet03_T4_MasterName;Resource;@ui_itemtypedescription_resource;@WorkOrder_Faction_ArmorSet03_T4_Description;Resource;;;;false;false;0;0;0;0;;;false;false;false;;;;;;;;;;;0;0;false;false;false;;UI_Quest;false;false;false;false;;;;;false;false;;;lyshineui/images/icons/items/Resource/ClaimCharterT1.png;lyshineui/images/icons/items_hires/ClaimCharterT1.png;10000;0;true;true;;0;0;false;false;false;0;;;;;;;;0;0;0;0;;0;0;false;1;0;Play_UI_Pickup_Generic;Play_UI_Drop_Generic;Play_UI_Use_Generic;Play_UI_Created_Generic;;;;;;;;false
WorkOrder_Faction_ArmorSet04_T4;@WorkOrder_Faction_ArmorSet04_T4_MasterName;Resource;@ui_itemtypedescription_resource;@WorkOrder_Faction_ArmorSet04_T4_Description;Resource;;;;false;false;0;0;0;0;;;false;false;false;;;;;;;;;;;0;0;false;false;false;;UI_Quest;false;false;false;false;;;;;false;false;;;lyshineui/images/icons/items/Resource/ClaimCharterT1.png;lyshineui/images/icons/items_hires/ClaimCharterT1.png;10000;0;true;true;;0;0;false;false;false;0;;;;;;;;0;0;0;0;;0;0;false;1;0;Play_UI_Pickup_Generic;Play_UI_Drop_Generic;Play_UI_Use_Generic;Play_UI_Created_Generic;;;;;;;;false
WorkOrder_Faction_ArmorSet05_T4;@WorkOrder_Faction_ArmorSet05_T4_MasterName;Resource;@ui_itemtypedescription_resource;@WorkOrder_Faction_ArmorSet05_T4_Description;Resource;;;;false;false;0;0;0;0;;;false;false;false;;;;;;;;;;;0;0;false;false;false;;UI_Quest;false;false;false;false;;;;;false;false;;;lyshineui/images/icons/items/Resource/ClaimCharterT1.png;lyshineui/images/icons/items_hires/ClaimCharterT1.png;10000;0;true;true;;0;0;false;false;false;0;;;;;;;;0;0;0;0;;0;0;false;1;0;Play_UI_Pickup_Generic;Play_UI_Drop_Generic;Play_UI_Use_Generic;Play_UI_Created_Generic;;;;;;;;false
WorkOrder_Faction_ArmorSet06_T4;@WorkOrder_Faction_ArmorSet06_T4_MasterName;Resource;@ui_itemtypedescription_resource;@WorkOrder_Faction_ArmorSet06_T4_Description;Resource;;;;false;false;0;0;0;0;;;false;false;false;;;;;;;;;;;0;0;false;false;false;;UI_Quest;false;false;false;false;;;;;false;false;;;lyshineui/images/icons/items/Resource/ClaimCharterT1.png;lyshineui/images/icons/items_hires/ClaimCharterT1.png;10000;0;true;true;;0;0;false;false;false;0;;;;;;;;0;0;0;0;;0;0;false;1;0;Play_UI_Pickup_Generic;Play_UI_Drop_Generic;Play_UI_Use_Generic;Play_UI_Created_Generic;;;;;;;;false
WorkOrder_Faction_ArmorSet07_T4;@WorkOrder_Faction_ArmorSet07_T4_MasterName;Resource;@ui_itemtypedescription_resource;@WorkOrder_Faction_ArmorSet07_T4_Description;Resource;;;;false;false;0;0;0;0;;;false;false;false;;;;;;;;;;;0;0;false;false;false;;UI_Quest;false;false;false;false;;;;;false;false;;;lyshineui/images/icons/items/Resource/ClaimCharterT1.png;lyshineui/images/icons/items_hires/ClaimCharterT1.png;10000;0;true;true;;0;0;false;false;false;0;;;;;;;;0;0;0;0;;0;0;false;1;0;Play_UI_Pickup_Generic;Play_UI_Drop_Generic;Play_UI_Use_Generic;Play_UI_Created_Generic;;;;;;;;false
WorkOrder_Faction_ArmorSet01_T5;@WorkOrder_Faction_ArmorSet01_T5_MasterName;Resource;@ui_itemtypedescription_resource;@WorkOrder_Faction_ArmorSet01_T5_Description;Resource;;;;false;false;0;0;0;0;;;false;false;false;;;;;;;;;;;0;0;false;false;false;;UI_Quest;false;false;false;false;;;;;false;false;;;lyshineui/images/icons/items/Resource/ClaimCharterT1.png;lyshineui/images/icons/items_hires/ClaimCharterT1.png;10000;0;true;true;;0;0;false;false;false;0;;;;;;;;0;0;0;0;;0;0;false;1;0;Play_UI_Pickup_Generic;Play_UI_Drop_Generic;Play_UI_Use_Generic;Play_UI_Created_Generic;;;;;;;;false
WorkOrder_Faction_ArmorSet02_T5;@WorkOrder_Faction_ArmorSet02_T5_MasterName;Resource;@ui_itemtypedescription_resource;@WorkOrder_Faction_ArmorSet02_T5_Description;Resource;;;;false;false;0;0;0;0;;;false;false;false;;;;;;;;;;;0;0;false;false;false;;UI_Quest;false;false;false;false;;;;;false;false;;;lyshineui/images/icons/items/Resource/ClaimCharterT1.png;lyshineui/images/icons/items_hires/ClaimCharterT1.png;10000;0;true;true;;0;0;false;false;false;0;;;;;;;;0;0;0;0;;0;0;false;1;0;Play_UI_Pickup_Generic;Play_UI_Drop_Generic;Play_UI_Use_Generic;Play_UI_Created_Generic;;;;;;;;false
WorkOrder_Faction_ArmorSet03_T5;@WorkOrder_Faction_ArmorSet03_T5_MasterName;Resource;@ui_itemtypedescription_resource;@WorkOrder_Faction_ArmorSet03_T5_Description;Resource;;;;false;false;0;0;0;0;;;false;false;false;;;;;;;;;;;0;0;false;false;false;;UI_Quest;false;false;false;false;;;;;false;false;;;lyshineui/images/icons/items/Resource/ClaimCharterT1.png;lyshineui/images/icons/items_hires/ClaimCharterT1.png;10000;0;true;true;;0;0;false;false;false;0;;;;;;;;0;0;0;0;;0;0;false;1;0;Play_UI_Pickup_Generic;Play_UI_Drop_Generic;Play_UI_Use_Generic;Play_UI_Created_Generic;;;;;;;;false
WorkOrder_Faction_ArmorSet04_T5;@WorkOrder_Faction_ArmorSet04_T5_MasterName;Resource;@ui_itemtypedescription_resource;@WorkOrder_Faction_ArmorSet04_T5_Description;Resource;;;;false;false;0;0;0;0;;;false;false;false;;;;;;;;;;;0;0;false;false;false;;UI_Quest;false;false;false;false;;;;;false;false;;;lyshineui/images/icons/items/Resource/ClaimCharterT1.png;lyshineui/images/icons/items_hires/ClaimCharterT1.png;10000;0;true;true;;0;0;false;false;false;0;;;;;;;;0;0;0;0;;0;0;false;1;0;Play_UI_Pickup_Generic;Play_UI_Drop_Generic;Play_UI_Use_Generic;Play_UI_Created_Generic;;;;;;;;false
WorkOrder_Faction_ArmorSet05_T5;@WorkOrder_Faction_ArmorSet05_T5_MasterName;Resource;@ui_itemtypedescription_resource;@WorkOrder_Faction_ArmorSet05_T5_Description;Resource;;;;false;false;0;0;0;0;;;false;false;false;;;;;;;;;;;0;0;false;false;false;;UI_Quest;false;false;false;false;;;;;false;false;;;lyshineui/images/icons/items/Resource/ClaimCharterT1.png;lyshineui/images/icons/items_hires/ClaimCharterT1.png;10000;0;true;true;;0;0;false;false;false;0;;;;;;;;0;0;0;0;;0;0;false;1;0;Play_UI_Pickup_Generic;Play_UI_Drop_Generic;Play_UI_Use_Generic;Play_UI_Created_Generic;;;;;;;;false
WorkOrder_Faction_ArmorSet06_T5;@WorkOrder_Faction_ArmorSet06_T5_MasterName;Resource;@ui_itemtypedescription_resource;@WorkOrder_Faction_ArmorSet06_T5_Description;Resource;;;;false;false;0;0;0;0;;;false;false;false;;;;;;;;;;;0;0;false;false;false;;UI_Quest;false;false;false;false;;;;;false;false;;;lyshineui/images/icons/items/Resource/ClaimCharterT1.png;lyshineui/images/icons/items_hires/ClaimCharterT1.png;10000;0;true;true;;0;0;false;false;false;0;;;;;;;;0;0;0;0;;0;0;false;1;0;Play_UI_Pickup_Generic;Play_UI_Drop_Generic;Play_UI_Use_Generic;Play_UI_Created_Generic;;;;;;;;false
WorkOrder_Faction_ArmorSet07_T5;@WorkOrder_Faction_ArmorSet07_T5_MasterName;Resource;@ui_itemtypedescription_resource;@WorkOrder_Faction_ArmorSet07_T5_Description;Resource;;;;false;false;0;0;0;0;;;false;false;false;;;;;;;;;;;0;0;false;false;false;;UI_Quest;false;false;false;false;;;;;false;false;;;lyshineui/images/icons/items/Resource/ClaimCharterT1.png;lyshineui/images/icons/items_hires/ClaimCharterT1.png;10000;0;true;true;;0;0;false;false;false;0;;;;;;;;0;0;0;0;;0;0;false;1;0;Play_UI_Pickup_Generic;Play_UI_Drop_Generic;Play_UI_Use_Generic;Play_UI_Created_Generic;;;;;;;;false
WorkOrder_Faction_Provisions01_T1;@WorkOrder_Faction_Provisions01_T1_MasterName;Resource;@ui_itemtypedescription_resource;@WorkOrder_Faction_Provisions01_T1_Description;Resource;;;;false;false;0;0;0;0;;;false;false;false;;;;;;;;;;;0;0;false;false;false;;UI_Quest;false;false;false;false;;;;;false;false;;;lyshineui/images/icons/items/Resource/ClaimCharterT1.png;lyshineui/images/icons/items_hires/ClaimCharterT1.png;10000;0;true;true;;0;0;false;false;false;0;;;;;;;;0;0;0;0;;0;0;false;1;0;Play_UI_Pickup_Generic;Play_UI_Drop_Generic;Play_UI_Use_Generic;Play_UI_Created_Generic;;;;;;;;false
WorkOrder_Faction_Provisions02_T1;@WorkOrder_Faction_Provisions02_T1_MasterName;Resource;@ui_itemtypedescription_resource;@WorkOrder_Faction_Provisions02_T1_Description;Resource;;;;false;false;0;0;0;0;;;false;false;false;;;;;;;;;;;0;0;false;false;false;;UI_Quest;false;false;false;false;;;;;false;false;;;lyshineui/images/icons/items/Resource/ClaimCharterT1.png;lyshineui/images/icons/items_hires/ClaimCharterT1.png;10000;0;true;true;;0;0;false;false;false;0;;;;;;;;0;0;0;0;;0;0;false;1;0;Play_UI_Pickup_Generic;Play_UI_Drop_Generic;Play_UI_Use_Generic;Play_UI_Created_Generic;;;;;;;;false
WorkOrder_Faction_Provisions03_T1;@WorkOrder_Faction_Provisions03_T1_MasterName;Resource;@ui_itemtypedescription_resource;@WorkOrder_Faction_Provisions03_T1_Description;Resource;;;;false;false;0;0;0;0;;;false;false;false;;;;;;;;;;;0;0;false;false;false;;UI_Quest;false;false;false;false;;;;;false;false;;;lyshineui/images/icons/items/Resource/ClaimCharterT1.png;lyshineui/images/icons/items_hires/ClaimCharterT1.png;10000;0;true;true;;0;0;false;false;false;0;;;;;;;;0;0;0;0;;0;0;false;1;0;Play_UI_Pickup_Generic;Play_UI_Drop_Generic;Play_UI_Use_Generic;Play_UI_Created_Generic;;;;;;;;false
WorkOrder_Faction_Provisions01_T2;@WorkOrder_Faction_Provisions01_T2_MasterName;Resource;@ui_itemtypedescription_resource;@WorkOrder_Faction_Provisions01_T2_Description;Resource;;;;false;false;0;0;0;0;;;false;false;false;;;;;;;;;;;0;0;false;false;false;;UI_Quest;false;false;false;false;;;;;false;false;;;lyshineui/images/icons/items/Resource/ClaimCharterT1.png;lyshineui/images/icons/items_hires/ClaimCharterT1.png;10000;0;true;true;;0;0;false;false;false;0;;;;;;;;0;0;0;0;;0;0;false;1;0;Play_UI_Pickup_Generic;Play_UI_Drop_Generic;Play_UI_Use_Generic;Play_UI_Created_Generic;;;;;;;;false
WorkOrder_Faction_Provisions02_T2;@WorkOrder_Faction_Provisions02_T2_MasterName;Resource;@ui_itemtypedescription_resource;@WorkOrder_Faction_Provisions02_T2_Description;Resource;;;;false;false;0;0;0;0;;;false;false;false;;;;;;;;;;;0;0;false;false;false;;UI_Quest;false;false;false;false;;;;;false;false;;;lyshineui/images/icons/items/Resource/ClaimCharterT1.png;lyshineui/images/icons/items_hires/ClaimCharterT1.png;10000;0;true;true;;0;0;false;false;false;0;;;;;;;;0;0;0;0;;0;0;false;1;0;Play_UI_Pickup_Generic;Play_UI_Drop_Generic;Play_UI_Use_Generic;Play_UI_Created_Generic;;;;;;;;false
WorkOrder_Faction_Provisions03_T2;@WorkOrder_Faction_Provisions03_T2_MasterName;Resource;@ui_itemtypedescription_resource;@WorkOrder_Faction_Provisions03_T2_Description;Resource;;;;false;false;0;0;0;0;;;false;false;false;;;;;;;;;;;0;0;false;false;false;;UI_Quest;false;false;false;false;;;;;false;false;;;lyshineui/images/icons/items/Resource/ClaimCharterT1.png;lyshineui/images/icons/items_hires/ClaimCharterT1.png;10000;0;true;true;;0;0;false;false;false;0;;;;;;;;0;0;0;0;;0;0;false;1;0;Play_UI_Pickup_Generic;Play_UI_Drop_Generic;Play_UI_Use_Generic;Play_UI_Created_Generic;;;;;;;;false
WorkOrder_Faction_Provisions04_T2;@WorkOrder_Faction_Provisions04_T2_MasterName;Resource;@ui_itemtypedescription_resource;@WorkOrder_Faction_Provisions04_T2_Description;Resource;;;;false;false;0;0;0;0;;;false;false;false;;;;;;;;;;;0;0;false;false;false;;UI_Quest;false;false;false;false;;;;;false;false;;;lyshineui/images/icons/items/Resource/ClaimCharterT1.png;lyshineui/images/icons/items_hires/ClaimCharterT1.png;10000;0;true;true;;0;0;false;false;false;0;;;;;;;;0;0;0;0;;0;0;false;1;0;Play_UI_Pickup_Generic;Play_UI_Drop_Generic;Play_UI_Use_Generic;Play_UI_Created_Generic;;;;;;;;false
WorkOrder_Faction_Provisions05_T2;@WorkOrder_Faction_Provisions05_T2_MasterName;Resource;@ui_itemtypedescription_resource;@WorkOrder_Faction_Provisions05_T2_Description;Resource;;;;false;false;0;0;0;0;;;false;false;false;;;;;;;;;;;0;0;false;false;false;;UI_Quest;false;false;false;false;;;;;false;false;;;lyshineui/images/icons/items/Resource/ClaimCharterT1.png;lyshineui/images/icons/items_hires/ClaimCharterT1.png;10000;0;true;true;;0;0;false;false;false;0;;;;;;;;0;0;0;0;;0;0;false;1;0;Play_UI_Pickup_Generic;Play_UI_Drop_Generic;Play_UI_Use_Generic;Play_UI_Created_Generic;;;;;;;;false
WorkOrder_Faction_Provisions06_T2;@WorkOrder_Faction_Provisions06_T2_MasterName;Resource;@ui_itemtypedescription_resource;@WorkOrder_Faction_Provisions06_T2_Description;Resource;;;;false;false;0;0;0;0;;;false;false;false;;;;;;;;;;;0;0;false;false;false;;UI_Quest;false;false;false;false;;;;;false;false;;;lyshineui/images/icons/items/Resource/ClaimCharterT1.png;lyshineui/images/icons/items_hires/ClaimCharterT1.png;10000;0;true;true;;0;0;false;false;false;0;;;;;;;;0;0;0;0;;0;0;false;1;0;Play_UI_Pickup_Generic;Play_UI_Drop_Generic;Play_UI_Use_Generic;Play_UI_Created_Generic;;;;;;;;false
WorkOrder_Faction_Provisions07_T2;@WorkOrder_Faction_Provisions07_T2_MasterName;Resource;@ui_itemtypedescription_resource;@WorkOrder_Faction_Provisions07_T2_Description;Resource;;;;false;false;0;0;0;0;;;false;false;false;;;;;;;;;;;0;0;false;false;false;;UI_Quest;false;false;false;false;;;;;false;false;;;lyshineui/images/icons/items/Resource/ClaimCharterT1.png;lyshineui/images/icons/items_hires/ClaimCharterT1.png;10000;0;true;true;;0;0;false;false;false;0;;;;;;;;0;0;0;0;;0;0;false;1;0;Play_UI_Pickup_Generic;Play_UI_Drop_Generic;Play_UI_Use_Generic;Play_UI_Created_Generic;;;;;;;;false
WorkOrder_Faction_Provisions08_T2;@WorkOrder_Faction_Provisions08_T2_MasterName;Resource;@ui_itemtypedescription_resource;@WorkOrder_Faction_Provisions08_T2_Description;Resource;;;;false;false;0;0;0;0;;;false;false;false;;;;;;;;;;;0;0;false;false;false;;UI_Quest;false;false;false;false;;;;;false;false;;;lyshineui/images/icons/items/Resource/ClaimCharterT1.png;lyshineui/images/icons/items_hires/ClaimCharterT1.png;10000;0;true;true;;0;0;false;false;false;0;;;;;;;;0;0;0;0;;0;0;false;1;0;Play_UI_Pickup_Generic;Play_UI_Drop_Generic;Play_UI_Use_Generic;Play_UI_Created_Generic;;;;;;;;false
WorkOrder_Faction_Provisions09_T2;@WorkOrder_Faction_Provisions09_T2_MasterName;Resource;@ui_itemtypedescription_resource;@WorkOrder_Faction_Provisions09_T2_Description;Resource;;;;false;false;0;0;0;0;;;false;false;false;;;;;;;;;;;0;0;false;false;false;;UI_Quest;false;false;false;false;;;;;false;false;;;lyshineui/images/icons/items/Resource/ClaimCharterT1.png;lyshineui/images/icons/items_hires/ClaimCharterT1.png;10000;0;true;true;;0;0;false;false;false;0;;;;;;;;0;0;0;0;;0;0;false;1;0;Play_UI_Pickup_Generic;Play_UI_Drop_Generic;Play_UI_Use_Generic;Play_UI_Created_Generic;;;;;;;;false
WorkOrder_Faction_Provisions10_T2;@WorkOrder_Faction_Provisions10_T2_MasterName;Resource;@ui_itemtypedescription_resource;@WorkOrder_Faction_Provisions10_T2_Description;Resource;;;;false;false;0;0;0;0;;;false;false;false;;;;;;;;;;;0;0;false;false;false;;UI_Quest;false;false;false;false;;;;;false;false;;;lyshineui/images/icons/items/Resource/ClaimCharterT1.png;lyshineui/images/icons/items_hires/ClaimCharterT1.png;10000;0;true;true;;0;0;false;false;false;0;;;;;;;;0;0;0;0;;0;0;false;1;0;Play_UI_Pickup_Generic;Play_UI_Drop_Generic;Play_UI_Use_Generic;Play_UI_Created_Generic;;;;;;;;false
WorkOrder_Faction_Provisions01_T3;@WorkOrder_Faction_Provisions01_T3_MasterName;Resource;@ui_itemtypedescription_resource;@WorkOrder_Faction_Provisions01_T3_Description;Resource;;;;false;false;0;0;0;0;;;false;false;false;;;;;;;;;;;0;0;false;false;false;;UI_Quest;false;false;false;false;;;;;false;false;;;lyshineui/images/icons/items/Resource/ClaimCharterT1.png;lyshineui/images/icons/items_hires/ClaimCharterT1.png;10000;0;true;true;;0;0;false;false;false;0;;;;;;;;0;0;0;0;;0;0;false;1;0;Play_UI_Pickup_Generic;Play_UI_Drop_Generic;Play_UI_Use_Generic;Play_UI_Created_Generic;;;;;;;;false
WorkOrder_Faction_Provisions02_T3;@WorkOrder_Faction_Provisions02_T3_MasterName;Resource;@ui_itemtypedescription_resource;@WorkOrder_Faction_Provisions02_T3_Description;Resource;;;;false;false;0;0;0;0;;;false;false;false;;;;;;;;;;;0;0;false;false;false;;UI_Quest;false;false;false;false;;;;;false;false;;;lyshineui/images/icons/items/Resource/ClaimCharterT1.png;lyshineui/images/icons/items_hires/ClaimCharterT1.png;10000;0;true;true;;0;0;false;false;false;0;;;;;;;;0;0;0;0;;0;0;false;1;0;Play_UI_Pickup_Generic;Play_UI_Drop_Generic;Play_UI_Use_Generic;Play_UI_Created_Generic;;;;;;;;false
WorkOrder_Faction_Provisions03_T3;@WorkOrder_Faction_Provisions03_T3_MasterName;Resource;@ui_itemtypedescription_resource;@WorkOrder_Faction_Provisions03_T3_Description;Resource;;;;false;false;0;0;0;0;;;false;false;false;;;;;;;;;;;0;0;false;false;false;;UI_Quest;false;false;false;false;;;;;false;false;;;lyshineui/images/icons/items/Resource/ClaimCharterT1.png;lyshineui/images/icons/items_hires/ClaimCharterT1.png;10000;0;true;true;;0;0;false;false;false;0;;;;;;;;0;0;0;0;;0;0;false;1;0;Play_UI_Pickup_Generic;Play_UI_Drop_Generic;Play_UI_Use_Generic;Play_UI_Created_Generic;;;;;;;;false
WorkOrder_Faction_Provisions04_T3;@WorkOrder_Faction_Provisions04_T3_MasterName;Resource;@ui_itemtypedescription_resource;@WorkOrder_Faction_Provisions04_T3_Description;Resource;;;;false;false;0;0;0;0;;;false;false;false;;;;;;;;;;;0;0;false;false;false;;UI_Quest;false;false;false;false;;;;;false;false;;;lyshineui/images/icons/items/Resource/ClaimCharterT1.png;lyshineui/images/icons/items_hires/ClaimCharterT1.png;10000;0;true;true;;0;0;false;false;false;0;;;;;;;;0;0;0;0;;0;0;false;1;0;Play_UI_Pickup_Generic;Play_UI_Drop_Generic;Play_UI_Use_Generic;Play_UI_Created_Generic;;;;;;;;false
WorkOrder_Faction_Provisions05_T3;@WorkOrder_Faction_Provisions05_T3_MasterName;Resource;@ui_itemtypedescription_resource;@WorkOrder_Faction_Provisions05_T3_Description;Resource;;;;false;false;0;0;0;0;;;false;false;false;;;;;;;;;;;0;0;false;false;false;;UI_Quest;false;false;false;false;;;;;false;false;;;lyshineui/images/icons/items/Resource/ClaimCharterT1.png;lyshineui/images/icons/items_hires/ClaimCharterT1.png;10000;0;true;true;;0;0;false;false;false;0;;;;;;;;0;0;0;0;;0;0;false;1;0;Play_UI_Pickup_Generic;Play_UI_Drop_Generic;Play_UI_Use_Generic;Play_UI_Created_Generic;;;;;;;;false
WorkOrder_Faction_Provisions06_T3;@WorkOrder_Faction_Provisions06_T3_MasterName;Resource;@ui_itemtypedescription_resource;@WorkOrder_Faction_Provisions06_T3_Description;Resource;;;;false;false;0;0;0;0;;;false;false;false;;;;;;;;;;;0;0;false;false;false;;UI_Quest;false;false;false;false;;;;;false;false;;;lyshineui/images/icons/items/Resource/ClaimCharterT1.png;lyshineui/images/icons/items_hires/ClaimCharterT1.png;10000;0;true;true;;0;0;false;false;false;0;;;;;;;;0;0;0;0;;0;0;false;1;0;Play_UI_Pickup_Generic;Play_UI_Drop_Generic;Play_UI_Use_Generic;Play_UI_Created_Generic;;;;;;;;false
WorkOrder_Faction_Provisions07_T3;@WorkOrder_Faction_Provisions07_T3_MasterName;Resource;@ui_itemtypedescription_resource;@WorkOrder_Faction_Provisions07_T3_Description;Resource;;;;false;false;0;0;0;0;;;false;false;false;;;;;;;;;;;0;0;false;false;false;;UI_Quest;false;false;false;false;;;;;false;false;;;lyshineui/images/icons/items/Resource/ClaimCharterT1.png;lyshineui/images/icons/items_hires/ClaimCharterT1.png;10000;0;true;true;;0;0;false;false;false;0;;;;;;;;0;0;0;0;;0;0;false;1;0;Play_UI_Pickup_Generic;Play_UI_Drop_Generic;Play_UI_Use_Generic;Play_UI_Created_Generic;;;;;;;;false
WorkOrder_Faction_Provisions08_T3;@WorkOrder_Faction_Provisions08_T3_MasterName;Resource;@ui_itemtypedescription_resource;@WorkOrder_Faction_Provisions08_T3_Description;Resource;;;;false;false;0;0;0;0;;;false;false;false;;;;;;;;;;;0;0;false;false;false;;UI_Quest;false;false;false;false;;;;;false;false;;;lyshineui/images/icons/items/Resource/ClaimCharterT1.png;lyshineui/images/icons/items_hires/ClaimCharterT1.png;10000;0;true;true;;0;0;false;false;false;0;;;;;;;;0;0;0;0;;0;0;false;1;0;Play_UI_Pickup_Generic;Play_UI_Drop_Generic;Play_UI_Use_Generic;Play_UI_Created_Generic;;;;;;;;false
WorkOrder_Faction_Provisions09_T3;@WorkOrder_Faction_Provisions09_T3_MasterName;Resource;@ui_itemtypedescription_resource;@WorkOrder_Faction_Provisions09_T3_Description;Resource;;;;false;false;0;0;0;0;;;false;false;false;;;;;;;;;;;0;0;false;false;false;;UI_Quest;false;false;false;false;;;;;false;false;;;lyshineui/images/icons/items/Resource/ClaimCharterT1.png;lyshineui/images/icons/items_hires/ClaimCharterT1.png;10000;0;true;true;;0;0;false;false;false;0;;;;;;;;0;0;0;0;;0;0;false;1;0;Play_UI_Pickup_Generic;Play_UI_Drop_Generic;Play_UI_Use_Generic;Play_UI_Created_Generic;;;;;;;;false
WorkOrder_Faction_Provisions10_T3;@WorkOrder_Faction_Provisions10_T3_MasterName;Resource;@ui_itemtypedescription_resource;@WorkOrder_Faction_Provisions10_T3_Description;Resource;;;;false;false;0;0;0;0;;;false;false;false;;;;;;;;;;;0;0;false;false;false;;UI_Quest;false;false;false;false;;;;;false;false;;;lyshineui/images/icons/items/Resource/ClaimCharterT1.png;lyshineui/images/icons/items_hires/ClaimCharterT1.png;10000;0;true;true;;0;0;false;false;false;0;;;;;;;;0;0;0;0;;0;0;false;1;0;Play_UI_Pickup_Generic;Play_UI_Drop_Generic;Play_UI_Use_Generic;Play_UI_Created_Generic;;;;;;;;false
WorkOrder_Faction_Provisions01_T4;@WorkOrder_Faction_Provisions01_T4_MasterName;Resource;@ui_itemtypedescription_resource;@WorkOrder_Faction_Provisions01_T4_Description;Resource;;;;false;false;0;0;0;0;;;false;false;false;;;;;;;;;;;0;0;false;false;false;;UI_Quest;false;false;false;false;;;;;false;false;;;lyshineui/images/icons/items/Resource/ClaimCharterT1.png;lyshineui/images/icons/items_hires/ClaimCharterT1.png;10000;0;true;true;;0;0;false;false;false;0;;;;;;;;0;0;0;0;;0;0;false;1;0;Play_UI_Pickup_Generic;Play_UI_Drop_Generic;Play_UI_Use_Generic;Play_UI_Created_Generic;;;;;;;;false
WorkOrder_Faction_Provisions02_T4;@WorkOrder_Faction_Provisions02_T4_MasterName;Resource;@ui_itemtypedescription_resource;@WorkOrder_Faction_Provisions02_T4_Description;Resource;;;;false;false;0;0;0;0;;;false;false;false;;;;;;;;;;;0;0;false;false;false;;UI_Quest;false;false;false;false;;;;;false;false;;;lyshineui/images/icons/items/Resource/ClaimCharterT1.png;lyshineui/images/icons/items_hires/ClaimCharterT1.png;10000;0;true;true;;0;0;false;false;false;0;;;;;;;;0;0;0;0;;0;0;false;1;0;Play_UI_Pickup_Generic;Play_UI_Drop_Generic;Play_UI_Use_Generic;Play_UI_Created_Generic;;;;;;;;false
