Level;Health;HealthRate;Stamina;StaminaRate;Mana;ManaRate;CDR;CastSpeed;EquipLoad;NumAttuneSlots;Encumbrance;AbsFalling;DefStandard;DefSlash;DefThrust;DefStrike;DefMagic;DefFire;DefLightning;DefCorruption;ResFrostbite;ResPoison;ResBleed;ResDisease;ResCurse;HealScaling;ScalingValue;ModifierValue;ModifierValueSum;EquipAbilities
170;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.023399999365210533;4.855500221252441;1.1699999570846558;242.77499389648438;
171;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.023399999365210533;4.878900051116943;1.1699999570846558;243.94500732421875;
172;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.023399999365210533;4.902299880981445;1.1699999570846558;245.11500549316406;
173;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.023399999365210533;4.9257001876831055;1.1699999570846558;246.28500366210938;
174;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.023399999365210533;4.949100017547607;1.1699999570846558;247.4550018310547;
175;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.023399999365210533;4.972499847412109;1.1699999570846558;248.625;
176;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.023399999365210533;4.9959001541137695;1.1699999570846558;249.7949981689453;
177;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.023399999365210533;5.0192999839782715;1.1699999570846558;250.96499633789062;
178;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.023399999365210533;5.042699813842773;1.1699999570846558;252.13499450683594;
179;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.023399999365210533;5.066100120544434;1.1699999570846558;253.30499267578125;
180;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.023399999365210533;5.0894999504089355;1.1699999570846558;254.47500610351562;
181;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.023399999365210533;5.1128997802734375;1.1699999570846558;255.64500427246094;
182;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.023399999365210533;5.136300086975098;1.1699999570846558;256.81500244140625;
183;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.023399999365210533;5.1596999168396;1.1699999570846558;257.9849853515625;
184;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.023399999365210533;5.18310022354126;1.1699999570846558;259.1549987792969;
185;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.023399999365210533;5.206500053405762;1.1699999570846558;260.32501220703125;
186;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.023399999365210533;5.229899883270264;1.1699999570846558;261.4949951171875;
187;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.023399999365210533;5.253300189971924;1.1699999570846558;262.6650085449219;
188;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.023399999365210533;5.276700019836426;1.1699999570846558;263.8349914550781;
189;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.023399999365210533;5.300099849700928;1.1699999570846558;265.0050048828125;
190;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.023399999365210533;5.323500156402588;1.1699999570846558;266.17498779296875;
191;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.023399999365210533;5.34689998626709;1.1699999570846558;267.3450012207031;
192;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.023399999365210533;5.370299816131592;1.1699999570846558;268.5150146484375;
193;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.023399999365210533;5.393700122833252;1.1699999570846558;269.68499755859375;
194;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.023399999365210533;5.417099952697754;1.1699999570846558;270.8550109863281;
195;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.023399999365210533;5.440499782562256;1.1699999570846558;272.0249938964844;
196;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.023399999365210533;5.463900089263916;1.1699999570846558;273.19500732421875;
197;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.023399999365210533;5.487299919128418;1.1699999570846558;274.364990234375;
198;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.023399999365210533;5.510700225830078;1.1699999570846558;275.5350036621094;
199;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.023399999365210533;5.53410005569458;1.1699999570846558;276.7049865722656;
200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.023399999365210533;5.557499885559082;1.1699999570846558;277.875;Foc_Bonus_200_1,Foc_Bonus_200_2
201;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.020800000056624413;5.5782999992370605;1.0399999618530273;278.9150085449219;
202;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.020800000056624413;5.599100112915039;1.0399999618530273;279.9549865722656;
203;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.020800000056624413;5.619900226593018;1.0399999618530273;280.9949951171875;
204;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.020800000056624413;5.640699863433838;1.0399999618530273;282.0350036621094;
205;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.020800000056624413;5.661499977111816;1.0399999618530273;283.07501220703125;
206;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.020800000056624413;5.682300090789795;1.0399999618530273;284.114990234375;
207;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.020800000056624413;5.703100204467773;1.0399999618530273;285.1549987792969;
208;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.020800000056624413;5.723899841308594;1.0399999618530273;286.19500732421875;
209;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.020800000056624413;5.744699954986572;1.0399999618530273;287.2349853515625;
210;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.020800000056624413;5.765500068664551;1.0399999618530273;288.2749938964844;
211;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.020800000056624413;5.786300182342529;1.0399999618530273;289.31500244140625;
212;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.020800000056624413;5.80709981918335;1.0399999618530273;290.3550109863281;
213;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.020800000056624413;5.827899932861328;1.0399999618530273;291.3949890136719;
214;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.020800000056624413;5.848700046539307;1.0399999618530273;292.43499755859375;
215;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.020800000056624413;5.869500160217285;1.0399999618530273;293.4750061035156;
216;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.020800000056624413;5.8902997970581055;1.0399999618530273;294.5150146484375;
217;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.020800000056624413;5.911099910736084;1.0399999618530273;295.55499267578125;
218;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.020800000056624413;5.9319000244140625;1.0399999618530273;296.5950012207031;
219;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.020800000056624413;5.952700138092041;1.0399999618530273;297.635009765625;
220;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.020800000056624413;5.973499774932861;1.0399999618530273;298.67498779296875;
221;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.020800000056624413;5.99429988861084;1.0399999618530273;299.7149963378906;
222;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.020800000056624413;6.015100002288818;1.0399999618530273;300.7550048828125;
223;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.020800000056624413;6.035900115966797;1.0399999618530273;301.7950134277344;
224;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.020800000056624413;6.056700229644775;1.0399999618530273;302.8349914550781;
225;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.020800000056624413;6.077499866485596;1.0399999618530273;303.875;
226;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.020800000056624413;6.098299980163574;1.0399999618530273;304.9150085449219;
227;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.020800000056624413;6.119100093841553;1.0399999618530273;305.9549865722656;
228;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.020800000056624413;6.139900207519531;1.0399999618530273;306.9949951171875;
229;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.020800000056624413;6.160699844360352;1.0399999618530273;308.0350036621094;
230;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.020800000056624413;6.18149995803833;1.0399999618530273;309.07501220703125;
231;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.020800000056624413;6.202300071716309;1.0399999618530273;310.114990234375;
232;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.020800000056624413;6.223100185394287;1.0399999618530273;311.1549987792969;
233;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.020800000056624413;6.243899822235107;1.0399999618530273;312.19500732421875;
234;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.020800000056624413;6.264699935913086;1.0399999618530273;313.2349853515625;
235;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.020800000056624413;6.2855000495910645;1.0399999618530273;314.2749938964844;
236;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.020800000056624413;6.306300163269043;1.0399999618530273;315.31500244140625;
237;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.020800000056624413;6.327099800109863;1.0399999618530273;316.3550109863281;
238;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.020800000056624413;6.347899913787842;1.0399999618530273;317.3949890136719;
239;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.020800000056624413;6.36870002746582;1.0399999618530273;318.43499755859375;
240;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.020800000056624413;6.389500141143799;1.0399999618530273;319.4750061035156;
241;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.020800000056624413;6.410299777984619;1.0399999618530273;320.5150146484375;
242;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.020800000056624413;6.431099891662598;1.0399999618530273;321.55499267578125;
243;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.020800000056624413;6.451900005340576;1.0399999618530273;322.5950012207031;
244;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.020800000056624413;6.472700119018555;1.0399999618530273;323.635009765625;
245;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.020800000056624413;6.493500232696533;1.0399999618530273;324.67498779296875;
246;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.020800000056624413;6.5142998695373535;1.0399999618530273;325.7149963378906;
247;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.020800000056624413;6.535099983215332;1.0399999618530273;326.7550048828125;
248;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.020800000056624413;6.5559000968933105;1.0399999618530273;327.7950134277344;
249;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.020800000056624413;6.576700210571289;1.0399999618530273;328.8349914550781;
250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.020800000056624413;6.597499847412109;1.0399999618530273;329.875;Foc_Bonus_250_1,Foc_Bonus_250_2
251;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.018200000748038292;6.615699768066406;0.9100000262260437;330.7850036621094;
252;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.018200000748038292;6.633900165557861;0.9100000262260437;331.69500732421875;
253;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.018200000748038292;6.652100086212158;0.9100000262260437;332.6050109863281;
254;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.018200000748038292;6.670300006866455;0.9100000262260437;333.5150146484375;
255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.018200000748038292;6.688499927520752;0.9100000262260437;334.42498779296875;
256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.018200000748038292;6.706699848175049;0.9100000262260437;335.3349914550781;
257;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.018200000748038292;6.724899768829346;0.9100000262260437;336.2449951171875;
258;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.018200000748038292;6.743100166320801;0.9100000262260437;337.1549987792969;
259;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.018200000748038292;6.761300086975098;0.9100000262260437;338.06500244140625;
260;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.018200000748038292;6.7795000076293945;0.9100000262260437;338.9750061035156;
261;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.018200000748038292;6.797699928283691;0.9100000262260437;339.885009765625;
262;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.018200000748038292;6.815899848937988;0.9100000262260437;340.7950134277344;
263;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.018200000748038292;6.834099769592285;0.9100000262260437;341.7049865722656;
264;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.018200000748038292;6.85230016708374;0.9100000262260437;342.614990234375;
265;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.018200000748038292;6.870500087738037;0.9100000262260437;343.5249938964844;
266;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.018200000748038292;6.888700008392334;0.9100000262260437;344.43499755859375;
267;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.018200000748038292;6.906899929046631;0.9100000262260437;345.3450012207031;
268;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.018200000748038292;6.925099849700928;0.9100000262260437;346.2550048828125;
269;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.018200000748038292;6.943299770355225;0.9100000262260437;347.1650085449219;
270;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.018200000748038292;6.96150016784668;0.9100000262260437;348.07501220703125;
271;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.018200000748038292;6.979700088500977;0.9100000262260437;348.9849853515625;
272;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.018200000748038292;6.997900009155273;0.9100000262260437;349.8949890136719;
273;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.018200000748038292;7.01609992980957;0.9100000262260437;350.80499267578125;
274;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.018200000748038292;7.034299850463867;0.9100000262260437;351.7149963378906;
275;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.018200000748038292;7.052499771118164;0.9100000262260437;352.625;
276;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.018200000748038292;7.070700168609619;0.9100000262260437;353.5350036621094;
277;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.018200000748038292;7.088900089263916;0.9100000262260437;354.44500732421875;
278;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.018200000748038292;7.107100009918213;0.9100000262260437;355.3550109863281;
279;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.018200000748038292;7.12529993057251;0.9100000262260437;356.2650146484375;
280;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.018200000748038292;7.143499851226807;0.9100000262260437;357.17498779296875;
281;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.018200000748038292;7.1616997718811035;0.9100000262260437;358.0849914550781;
282;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.018200000748038292;7.179900169372559;0.9100000262260437;358.9949951171875;
283;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.018200000748038292;7.1981000900268555;0.9100000262260437;359.9049987792969;
284;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.018200000748038292;7.216300010681152;0.9100000262260437;360.81500244140625;
285;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.018200000748038292;7.234499931335449;0.9100000262260437;361.7250061035156;
286;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.018200000748038292;7.252699851989746;0.9100000262260437;362.635009765625;
287;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.018200000748038292;7.270899772644043;0.9100000262260437;363.5450134277344;
288;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.018200000748038292;7.289100170135498;0.9100000262260437;364.4549865722656;
289;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.018200000748038292;7.307300090789795;0.9100000262260437;365.364990234375;
290;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.018200000748038292;7.325500011444092;0.9100000262260437;366.2749938964844;
291;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.018200000748038292;7.343699932098389;0.9100000262260437;367.18499755859375;
292;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.018200000748038292;7.3618998527526855;0.9100000262260437;368.0950012207031;
293;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.018200000748038292;7.380099773406982;0.9100000262260437;369.0050048828125;
294;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.018200000748038292;7.3983001708984375;0.9100000262260437;369.9150085449219;
295;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.018200000748038292;7.416500091552734;0.9100000262260437;370.82501220703125;
296;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.018200000748038292;7.434700012207031;0.9100000262260437;371.7349853515625;
297;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.018200000748038292;7.452899932861328;0.9100000262260437;372.6449890136719;
298;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.018200000748038292;7.471099853515625;0.9100000262260437;373.55499267578125;
299;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.018200000748038292;7.489299774169922;0.9100000262260437;374.4649963378906;
300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.018200000748038292;7.507500171661377;0.9100000262260437;375.375;Foc_Bonus_300_1,Foc_Bonus_300_2
301;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.015599999576807022;7.523099899291992;0.7799999713897705;376.1549987792969;
302;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.015599999576807022;7.538700103759766;0.7799999713897705;376.93499755859375;
303;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.015599999576807022;7.554299831390381;0.7799999713897705;377.7149963378906;
304;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.015599999576807022;7.569900035858154;0.7799999713897705;378.4949951171875;
305;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.015599999576807022;7.5854997634887695;0.7799999713897705;379.2749938964844;
306;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.015599999576807022;7.601099967956543;0.7799999713897705;380.05499267578125;
307;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.015599999576807022;7.616700172424316;0.7799999713897705;380.8349914550781;
308;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.015599999576807022;7.632299900054932;0.7799999713897705;381.614990234375;
309;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.015599999576807022;7.647900104522705;0.7799999713897705;382.3949890136719;
310;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.015599999576807022;7.66349983215332;0.7799999713897705;383.17498779296875;
311;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.015599999576807022;7.679100036621094;0.7799999713897705;383.9549865722656;
312;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.015599999576807022;7.694699764251709;0.7799999713897705;384.7349853515625;
313;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.015599999576807022;7.710299968719482;0.7799999713897705;385.5150146484375;
314;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.015599999576807022;7.725900173187256;0.7799999713897705;386.2950134277344;
315;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.015599999576807022;7.741499900817871;0.7799999713897705;387.07501220703125;
316;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.015599999576807022;7.7571001052856445;0.7799999713897705;387.8550109863281;
317;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.015599999576807022;7.77269983291626;0.7799999713897705;388.635009765625;
318;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.015599999576807022;7.788300037384033;0.7799999713897705;389.4150085449219;
319;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.015599999576807022;7.803899765014648;0.7799999713897705;390.19500732421875;
320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.015599999576807022;7.819499969482422;0.7799999713897705;390.9750061035156;
321;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.015599999576807022;7.835100173950195;0.7799999713897705;391.7550048828125;
322;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.015599999576807022;7.8506999015808105;0.7799999713897705;392.5350036621094;
323;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.015599999576807022;7.866300106048584;0.7799999713897705;393.31500244140625;
324;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.015599999576807022;7.881899833679199;0.7799999713897705;394.0950012207031;
325;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.015599999576807022;7.897500038146973;0.7799999713897705;394.875;
326;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.015599999576807022;7.913099765777588;0.7799999713897705;395.6549987792969;
327;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.015599999576807022;7.928699970245361;0.7799999713897705;396.43499755859375;
