Level;DisplayName;RequiredLevel;MaximumInfluence;InfluenceCost;CurrencyCost;SanityCheck;GameEventId;RecipeLevel;RollBonus;GatheringMultiplier;GatheringEfficiency;IconTypeUnlock;IsMilestone;Tooltip;EntitlementId;XpReward
360;;0;5400;5400;0;true;;0;3600;0;3.049999952316284;;false;;;975
361;;0;5400;5400;0;true;;0;3610;0;3.059999942779541;;false;;;978
362;;0;5400;5400;0;true;;0;3620;0;3.069999933242798;;false;;;980
363;;0;5400;5400;0;true;;0;3630;0;3.0799999237060547;;false;;;983
364;;0;5400;5400;0;true;;0;3640;0;3.0899999141693115;;false;;;985
365;;0;5400;5400;0;true;;0;3650;0;3.0999999046325684;;false;;;988
366;;0;5400;5400;0;true;;0;3660;0;3.109999895095825;;false;;;990
367;;0;5400;5400;0;true;;0;3670;0;3.119999885559082;;false;;;993
368;;0;5400;5400;0;true;;0;3680;0;3.130000114440918;;false;;;995
369;;0;5400;5400;0;true;;0;3690;0;3.140000104904175;;false;;;998
370;;0;5400;5400;0;true;;0;3700;0;3.1500000953674316;;false;;;1000
371;;0;5400;5400;0;true;;0;3710;0;3.1600000858306885;;false;;;1003
372;;0;5400;5400;0;true;;0;3720;0;3.1700000762939453;;false;;;1005
373;;0;5400;5400;0;true;;0;3730;0;3.180000066757202;;false;;;1008
374;;0;5400;5400;0;true;;0;3740;0;3.190000057220459;;false;;;1010
375;;0;5400;5400;0;true;;0;3750;0;3.200000047683716;;false;;;1013
376;;0;5400;5400;0;true;;0;3760;0;3.2100000381469727;;false;;;1015
377;;0;5400;5400;0;true;;0;3770;0;3.2200000286102295;;false;;;1018
378;;0;5400;5400;0;true;;0;3780;0;3.2300000190734863;;false;;;1020
379;;0;5400;5400;0;true;;0;3790;0;3.240000009536743;;false;;;1023
380;;0;5400;5400;0;true;;0;3800;0;3.25;;false;;;1025
381;;0;5400;5400;0;true;;0;3810;0;3.259999990463257;;false;;;1028
382;;0;5400;5400;0;true;;0;3820;0;3.2699999809265137;;false;;;1030
383;;0;5400;5400;0;true;;0;3830;0;3.2799999713897705;;false;;;1033
384;;0;5400;5400;0;true;;0;3840;0;3.2899999618530273;;false;;;1035
385;;0;5400;5400;0;true;;0;3850;0;3.299999952316284;;false;;;1038
386;;0;5400;5400;0;true;;0;3860;0;3.309999942779541;;false;;;1040
387;;0;5400;5400;0;true;;0;3870;0;3.319999933242798;;false;;;1043
388;;0;5400;5400;0;true;;0;3880;0;3.3299999237060547;;false;;;1045
389;;0;5400;5400;0;true;;0;3890;0;3.3399999141693115;;false;;;1048
390;;0;5400;5400;0;true;;0;3900;0;3.3499999046325684;;false;;;1050
391;;0;5400;5400;0;true;;0;3910;0;3.359999895095825;;false;;;1053
392;;0;5400;5400;0;true;;0;3920;0;3.369999885559082;;false;;;1055
393;;0;5400;5400;0;true;;0;3930;0;3.380000114440918;;false;;;1058
394;;0;5400;5400;0;true;;0;3940;0;3.390000104904175;;false;;;1060
395;;0;5400;5400;0;true;;0;3950;0;3.4000000953674316;;false;;;1063
396;;0;5400;5400;0;true;;0;3960;0;3.4100000858306885;;false;;;1065
397;;0;5400;5400;0;true;;0;3970;0;3.4200000762939453;;false;;;1068
398;;0;5400;5400;0;true;;0;3980;0;3.430000066757202;;false;;;1070
399;;0;5400;5400;0;true;;0;3990;0;3.440000057220459;;false;;;1073
400;;0;5400;5400;0;true;;0;4000;0;3.450000047683716;;false;;;1075
401;;0;5400;5400;0;true;;0;4010;0;3.4600000381469727;;false;;;1078
402;;0;5400;5400;0;true;;0;4020;0;3.4700000286102295;;false;;;1080
403;;0;5400;5400;0;true;;0;4030;0;3.4800000190734863;;false;;;1083
404;;0;5400;5400;0;true;;0;4040;0;3.490000009536743;;false;;;1085
405;;0;5400;5400;0;true;;0;4050;0;3.5;;false;;;1088
406;;0;5400;5400;0;true;;0;4060;0;3.509999990463257;;false;;;1090
407;;0;5400;5400;0;true;;0;4070;0;3.5199999809265137;;false;;;1093
408;;0;5400;5400;0;true;;0;4080;0;3.5299999713897705;;false;;;1095
409;;0;5400;5400;0;true;;0;4090;0;3.5399999618530273;;false;;;1098
410;;0;5400;5400;0;true;;0;4100;0;3.549999952316284;;false;;;1100
411;;0;5400;5400;0;true;;0;4110;0;3.559999942779541;;false;;;1103
412;;0;5400;5400;0;true;;0;4120;0;3.569999933242798;;false;;;1105
413;;0;5400;5400;0;true;;0;4130;0;3.5799999237060547;;false;;;1108
414;;0;5400;5400;0;true;;0;4140;0;3.5899999141693115;;false;;;1110
415;;0;5400;5400;0;true;;0;4150;0;3.5999999046325684;;false;;;1113
416;;0;5400;5400;0;true;;0;4160;0;3.609999895095825;;false;;;1115
417;;0;5400;5400;0;true;;0;4170;0;3.619999885559082;;false;;;1118
418;;0;5400;5400;0;true;;0;4180;0;3.630000114440918;;false;;;1120
419;;0;5400;5400;0;true;;0;4190;0;3.640000104904175;;false;;;1123
420;;0;5400;5400;0;true;;0;4200;0;3.6500000953674316;;false;;;1125
421;;0;5400;5400;0;true;;0;4210;0;3.6600000858306885;;false;;;1128
422;;0;5400;5400;0;true;;0;4220;0;3.6700000762939453;;false;;;1130
423;;0;5400;5400;0;true;;0;4230;0;3.680000066757202;;false;;;1133
424;;0;5400;5400;0;true;;0;4240;0;3.690000057220459;;false;;;1135
425;;0;5400;5400;0;true;;0;4250;0;3.700000047683716;;false;;;1138
426;;0;5400;5400;0;true;;0;4260;0;3.7100000381469727;;false;;;1140
427;;0;5400;5400;0;true;;0;4270;0;3.7200000286102295;;false;;;1143
428;;0;5400;5400;0;true;;0;4280;0;3.7300000190734863;;false;;;1145
429;;0;5400;5400;0;true;;0;4290;0;3.740000009536743;;false;;;1148
430;;0;5400;5400;0;true;;0;4300;0;3.75;;false;;;1150
431;;0;5400;5400;0;true;;0;4310;0;3.759999990463257;;false;;;1153
432;;0;5400;5400;0;true;;0;4320;0;3.7699999809265137;;false;;;1155
433;;0;5400;5400;0;true;;0;4330;0;3.7799999713897705;;false;;;1158
434;;0;5400;5400;0;true;;0;4340;0;3.7899999618530273;;false;;;1160
435;;0;5400;5400;0;true;;0;4350;0;3.799999952316284;;false;;;1163
436;;0;5400;5400;0;true;;0;4360;0;3.809999942779541;;false;;;1165
437;;0;5400;5400;0;true;;0;4370;0;3.819999933242798;;false;;;1168
438;;0;5400;5400;0;true;;0;4380;0;3.8299999237060547;;false;;;1170
439;;0;5400;5400;0;true;;0;4390;0;3.8399999141693115;;false;;;1173
440;;0;5400;5400;0;true;;0;4400;0;3.8499999046325684;;false;;;1175
441;;0;5400;5400;0;true;;0;4410;0;3.859999895095825;;false;;;1178
442;;0;5400;5400;0;true;;0;4420;0;3.869999885559082;;false;;;1180
443;;0;5400;5400;0;true;;0;4430;0;3.880000114440918;;false;;;1183
444;;0;5400;5400;0;true;;0;4440;0;3.890000104904175;;false;;;1185
445;;0;5400;5400;0;true;;0;4450;0;3.9000000953674316;;false;;;1188
446;;0;5400;5400;0;true;;0;4460;0;3.9100000858306885;;false;;;1190
447;;0;5400;5400;0;true;;0;4470;0;3.9200000762939453;;false;;;1193
448;;0;5400;5400;0;true;;0;4480;0;3.930000066757202;;false;;;1195
449;;0;5400;5400;0;true;;0;4490;0;3.940000057220459;;false;;;1198
450;;0;5400;5400;0;true;;0;4500;0;3.950000047683716;;false;;;1200
451;;0;5400;5400;0;true;;0;4510;0;3.9600000381469727;;false;;;1203
452;;0;5400;5400;0;true;;0;4520;0;3.9700000286102295;;false;;;1205
453;;0;5400;5400;0;true;;0;4530;0;3.9800000190734863;;false;;;1208
454;;0;5400;5400;0;true;;0;4540;0;3.990000009536743;;false;;;1210
455;;0;5400;5400;0;true;;0;4550;0;4;;false;;;1213
456;;0;5400;5400;0;true;;0;4560;0;4.010000228881836;;false;;;1215
457;;0;5400;5400;0;true;;0;4570;0;4.019999980926514;;false;;;1218
458;;0;5400;5400;0;true;;0;4580;0;4.03000020980835;;false;;;1220
459;;0;5400;5400;0;true;;0;4590;0;4.039999961853027;;false;;;1223
460;;0;5400;5400;0;true;;0;4600;0;4.050000190734863;;false;;;1225
461;;0;5400;5400;0;true;;0;4610;0;4.059999942779541;;false;;;1228
462;;0;5400;5400;0;true;;0;4620;0;4.070000171661377;;false;;;1230
463;;0;5400;5400;0;true;;0;4630;0;4.079999923706055;;false;;;1233
464;;0;5400;5400;0;true;;0;4640;0;4.090000152587891;;false;;;1235
465;;0;5400;5400;0;true;;0;4650;0;4.099999904632568;;false;;;1238
466;;0;5400;5400;0;true;;0;4660;0;4.110000133514404;;false;;;1240
467;;0;5400;5400;0;true;;0;4670;0;4.119999885559082;;false;;;1243
468;;0;5400;5400;0;true;;0;4680;0;4.130000114440918;;false;;;1245
469;;0;5400;5400;0;true;;0;4690;0;4.139999866485596;;false;;;1248
470;;0;5400;5400;0;true;;0;4700;0;4.150000095367432;;false;;;1250
471;;0;5400;5400;0;true;;0;4710;0;4.159999847412109;;false;;;1253
472;;0;5400;5400;0;true;;0;4720;0;4.170000076293945;;false;;;1255
473;;0;5400;5400;0;true;;0;4730;0;4.179999828338623;;false;;;1258
474;;0;5400;5400;0;true;;0;4740;0;4.190000057220459;;false;;;1260
475;;0;5400;5400;0;true;;0;4750;0;4.199999809265137;;false;;;1263
476;;0;5400;5400;0;true;;0;4760;0;4.210000038146973;;false;;;1265
477;;0;5400;5400;0;true;;0;4770;0;4.21999979019165;;false;;;1268
478;;0;5400;5400;0;true;;0;4780;0;4.230000019073486;;false;;;1270
479;;0;5400;5400;0;true;;0;4790;0;4.239999771118164;;false;;;1273
480;;0;5400;5400;0;true;;0;4800;0;4.25;;false;;;1275
481;;0;5400;5400;0;true;;0;4810;0;4.260000228881836;;false;;;1278
482;;0;5400;5400;0;true;;0;4820;0;4.269999980926514;;false;;;1280
483;;0;5400;5400;0;true;;0;4830;0;4.28000020980835;;false;;;1283
484;;0;5400;5400;0;true;;0;4840;0;4.289999961853027;;false;;;1285
485;;0;5400;5400;0;true;;0;4850;0;4.300000190734863;;false;;;1288
486;;0;5400;5400;0;true;;0;4860;0;4.309999942779541;;false;;;1290
487;;0;5400;5400;0;true;;0;4870;0;4.320000171661377;;false;;;1293
488;;0;5400;5400;0;true;;0;4880;0;4.329999923706055;;false;;;1295
489;;0;5400;5400;0;true;;0;4890;0;4.340000152587891;;false;;;1298
490;;0;5400;5400;0;true;;0;4900;0;4.349999904632568;;false;;;1300
491;;0;5400;5400;0;true;;0;4910;0;4.360000133514404;;false;;;1303
492;;0;5400;5400;0;true;;0;4920;0;4.369999885559082;;false;;;1305
493;;0;5400;5400;0;true;;0;4930;0;4.380000114440918;;false;;;1308
494;;0;5400;5400;0;true;;0;4940;0;4.389999866485596;;false;;;1310
495;;0;5400;5400;0;true;;0;4950;0;4.400000095367432;;false;;;1313
496;;0;5400;5400;0;true;;0;4960;0;4.409999847412109;;false;;;1315
497;;0;5400;5400;0;true;;0;4970;0;4.420000076293945;;false;;;1318
498;;0;5400;5400;0;true;;0;4980;0;4.429999828338623;;false;;;1320
499;;0;5400;5400;0;true;;0;4990;0;4.440000057220459;;false;;;1323
500;;0;10800;5400;0;true;;0;5000;0;4.449999809265137;;false;;;1325
