GatherableID;DisplayName;GatheringAction;GatheringType;FinalLootTable;LootTableDefaultMaterial;MinRespawnRate;MaxRespawnRate;Tradeskill;RequiredTradeskillLevel;DepletedGatherableID;BaseGatherTime;WaitForImpact;Restriction;AlignGatherer;GameEventID;ItemRestrictionId;ItemRestrictionQuantity;ResetGatherTimeOnEndInteraction;IsLootContainer;IsDynamicPoiTarget;RequireLootItems;IconTypeUnlock;IgnoreObstructions;RequireControllingFaction;AddedStatusEffect;RequiredStatusEffect;ConsumedStatusEffect;NumRequiredToGather
FarmBlueBerry;@FarmBlueBerry_DisplayName;None;None;FarmBlueBerry;;7560;10800;Harvesting;0;0;5;false;NoToolNecessary;false;Gather_HarvestingT3;;;false;false;false;;;false;false;;;;0
FarmBroccoli;@FarmBroccoli_DisplayName;Cutting;Cutting;FarmBroccoli;;7560;10800;Harvesting;0;0;5;false;ToolRequired;false;Gather_HarvestingT3;;;false;false;false;;;false;false;;;;0
FarmCabbage;@FarmCabbage_DisplayName;Cutting;Cutting;FarmCabbage;;7560;10800;Harvesting;0;0;5;false;ToolRequired;false;Gather_HarvestingT3;;;false;false;false;;;false;false;;;;0
FarmCauliflower;@FarmCauliflower_DisplayName;Cutting;Cutting;FarmCauliflower;;7560;10800;Harvesting;0;0;5;false;ToolRequired;false;Gather_HarvestingT3;;;false;false;false;;;false;false;;;;0
FarmCorn;@FarmCorn_DisplayName;Cutting;Cutting;FarmCorn;;7560;10800;Harvesting;0;0;5;false;ToolRequired;false;Gather_HarvestingT3;;;false;false;false;;;false;false;;;;0
FarmCranBerry;@FarmCranBerry_DisplayName;None;None;FarmCranBerry;;7560;10800;Harvesting;0;0;5;false;NoToolNecessary;false;Gather_HarvestingT3;;;false;false;false;;;false;false;;;;0
FarmMandrake;@FarmMandrake_DisplayName;Cutting;Cutting;FarmMandrake;;7560;10800;Harvesting;0;0;5;false;ToolRequired;false;Gather_HarvestingT3;;;false;false;false;;;false;false;;;;0
FarmMorningGlory;@FarmMorningGlory_DisplayName;Cutting;Cutting;FarmMorningGlory;;7560;10800;Harvesting;0;0;5;false;ToolRequired;false;Gather_HarvestingT3;;;false;false;false;;;false;false;;;;0
FarmOak;@FarmOak_DisplayName;Chopping;Chopping;FarmOak;;7560;10800;Harvesting;0;0;5;false;ToolRequired;false;Gather_HarvestingT3;;;false;false;false;;;false;false;;;;0
FarmPumpkin;@FarmPumpkin_DisplayName;Cutting;Cutting;FarmPumpkin;;7560;10800;Harvesting;0;0;5;false;ToolRequired;false;Gather_HarvestingT3;;;false;false;false;;;false;false;;;;0
FarmRice;@FarmRice_DisplayName;Cutting;Cutting;FarmRice;;7560;10800;Harvesting;0;0;5;false;ToolRequired;false;Gather_HarvestingT3;;;false;false;false;;;false;false;;;;0
FarmSquash;@FarmSquash_DisplayName;Cutting;Cutting;FarmSquash;;7560;10800;Harvesting;0;0;5;false;ToolRequired;false;Gather_HarvestingT3;;;false;false;false;;;false;false;;;;0
FarmStrawberry;@FarmStrawberry_DisplayName;None;None;FarmStrawberry;;7560;10800;Harvesting;0;0;5;false;NoToolNecessary;false;Gather_HarvestingT3;;;false;false;false;;;false;false;;;;0
FarmSquirtBerry;@FarmSquirtBerry_DisplayName;None;None;FarmSquirtBerry;;7560;10800;Harvesting;0;0;5;false;NoToolNecessary;false;Gather_HarvestingT3;;;false;false;false;;;false;false;;;;0
FarmSunflower;@FarmSunflower_DisplayName;Cutting;Cutting;FarmSunflower;;7560;10800;Harvesting;0;0;5;false;ToolRequired;false;Gather_HarvestingT3;;;false;false;false;;;false;false;;;;0
FarmTurkey;@FarmTurkey_DisplayName;Cutting;Cutting;FarmTurkey;;7560;10800;Harvesting;0;0;5;false;ToolRequired;false;Gather_HarvestingT3;;;false;false;false;;;false;false;;;;0
FarmPig;@FarmPig_DisplayName;Cutting;Cutting;FarmPig;;7560;10800;Harvesting;0;0;5;false;ToolRequired;false;Gather_HarvestingT3;;;false;false;false;;;false;false;;;;0
FarmAngelFungus;@FarmAngelFungus_DisplayName;Cutting;Cutting;FarmAngelFungus;;7560;10800;Harvesting;0;0;5;false;ToolRequired;false;Gather_HarvestingT3;;;false;false;false;;;false;false;;;;0
FarmAsterPlant;@FarmAsterPlant_DisplayName;Cutting;Cutting;FarmAsterPlant;;7560;10800;Harvesting;0;0;5;false;ToolRequired;false;Gather_HarvestingT3;;;false;false;false;;;false;false;;;;0
FarmBlueBellPlant;@FarmBlueBellPlant_DisplayName;Cutting;Cutting;FarmBlueBellPlant;;7560;10800;Harvesting;0;0;5;false;ToolRequired;false;Gather_HarvestingT3;;;false;false;false;;;false;false;;;;0
FarmDevilsUrnFungus;@FarmDevilsUrnFungus_DisplayName;Cutting;Cutting;FarmDevilsUrnFungus;;7560;10800;Harvesting;0;0;5;false;ToolRequired;false;Gather_HarvestingT3;;;false;false;false;;;false;false;;;;0
FarmLotusPlant;@FarmLotusPlant_DisplayName;Cutting;Cutting;FarmLotusPlant;;7560;10800;Harvesting;0;0;5;false;ToolRequired;false;Gather_HarvestingT3;;;false;false;false;;;false;false;;;;0
FarmMorelFungus;@FarmMorelFungus_DisplayName;Cutting;Cutting;FarmMorelFungus;;7560;10800;Harvesting;0;0;5;false;ToolRequired;false;Gather_HarvestingT3;;;false;false;false;;;false;false;;;;0
FarmPuffBallFungus;@FarmPuffBallFungus_DisplayName;Cutting;Cutting;FarmPuffBallFungus;;7560;10800;Harvesting;0;0;5;false;ToolRequired;false;Gather_HarvestingT3;;;false;false;false;;;false;false;;;;0
FarmSpikeCapFungus;@FarmSpikeCapFungus_DisplayName;Cutting;Cutting;FarmSpikeCapFungus;;7560;10800;Harvesting;0;0;5;false;ToolRequired;false;Gather_HarvestingT3;;;false;false;false;;;false;false;;;;0
FarmHoney;@FarmHoney_DisplayName;None;None;FarmHoney;;7560;10800;Harvesting;0;0;5;false;NoToolNecessary;false;Gather_HarvestingT3;;;false;false;false;;;false;false;;;;0
FarmGrass;@FarmGrass_DisplayName;None;None;FarmGrass;;7560;10800;Harvesting;0;0;5;false;NoToolNecessary;false;;;;false;false;false;;;false;false;;;;0
FarmBushBriar;@FarmBushBriar_DisplayName;None;None;FarmBushBriar;;7560;10800;Harvesting;0;0;5;false;NoToolNecessary;false;;;;false;false;false;;;false;false;;;;0
FarmCattail;@FarmCattail_DisplayName;None;None;FarmCattail;;7560;10800;Harvesting;0;0;5;false;NoToolNecessary;false;;;;false;false;false;;;false;false;;;;0
FarmVegetable;@FarmVegetable_DisplayName;Cutting;Cutting;FarmVegetables;;7560;10800;Harvesting;0;0;5;false;ToolRequired;false;Gather_HarvestingT3;;;false;false;false;;;false;false;;;;0
FarmGrain;@FarmGrain_DisplayName;Cutting;Cutting;FarmGrain;;7560;10800;Harvesting;0;0;5;false;ToolRequired;false;Gather_HarvestingT3;;;false;false;false;;;false;false;;;;0
FishingSpot;@FishingSpot_DisplayName;Fishing;Fishing;Fishing;;7560;10800;None;0;0;5;false;ToolRequired;false;;;;false;false;false;;;false;false;;;;0
Briar;@Briar_DisplayName;Cutting;Cutting;Bush;;60480;86400;None;0;0;2;false;NoToolNecessary;true;;;;false;false;false;;;false;false;;;;0
SeepingStoneSmall;@SeepingStoneSmall_DisplayName;Mining;Mining;SeepingStoneSmall;;504;720;Mining;20;0;35;true;ToolRequired;true;Gather_MiningT4;;;false;false;false;;Oil;false;false;;;;0
SeepingStoneMedium;@SeepingStoneMedium_DisplayName;Mining;Mining;SeepingStoneMedium;;630;900;Mining;20;0;45;true;ToolRequired;true;Gather_MiningT5;;;false;false;false;;Oil;false;false;;;;0
SeepingStoneLarge;@SeepingStoneLarge_DisplayName;Mining;Mining;SeepingStoneLarge;;714;1020;Mining;20;0;70;true;ToolRequired;true;Gather_MiningT6;;;false;false;false;;Oil;false;false;;;;0
SmallGameTrap;@SmallGameTrap_DisplayName;None;None;SmallGameTrap;;2520;3600;None;0;0;1;false;NoToolNecessary;true;;;;false;false;false;;;false;false;;;;0
SoftwoodStumpTiny;@SoftwoodStumpTiny_DisplayName;ChoppingVertical;Chopping;TreeSmall;;60480;86400;Logging;0;0;3;true;ToolRequired;true;;;;false;false;false;;;false;false;;;;0
SoftwoodStumpSmall;@SoftwoodStumpSmall_DisplayName;ChoppingVertical;Chopping;TreeSmall;;60480;86400;Logging;0;0;4;true;ToolRequired;true;;;;false;false;false;;;false;false;;;;0
SoftwoodStumpMedium;@SoftwoodStumpMedium_DisplayName;ChoppingVertical;Chopping;TreeSmall;;60480;86400;Logging;0;0;5;true;ToolRequired;true;;;;false;false;false;;;false;false;;;;0
SoftwoodStumpLarge;@SoftwoodStumpLarge_DisplayName;ChoppingVertical;Chopping;TreeSmall;;60480;86400;Logging;0;0;6;true;ToolRequired;true;;;;false;false;false;;;false;false;;;;0
SoftwoodStumpHuge;@SoftwoodStumpHuge_DisplayName;ChoppingVertical;Chopping;TreeSmall;;60480;86400;Logging;0;0;7;true;ToolRequired;true;;;;false;false;false;;;false;false;;;;0
HardwoodStumpTiny;@HardwoodStumpTiny_DisplayName;ChoppingVertical;Chopping;TreeSmall;;60480;86400;Logging;0;0;3;true;ToolRequired;true;;;;false;false;false;;;false;false;;;;0
HardwoodStumpSmall;@HardwoodStumpSmall_DisplayName;ChoppingVertical;Chopping;TreeSmall;;60480;86400;Logging;0;0;4;true;ToolRequired;true;;;;false;false;false;;;false;false;;;;0
HardwoodStumpMedium;@HardwoodStumpMedium_DisplayName;ChoppingVertical;Chopping;TreeSmall;;60480;86400;Logging;0;0;5;true;ToolRequired;true;;;;false;false;false;;;false;false;;;;0
HardwoodStumpLarge;@HardwoodStumpLarge_DisplayName;ChoppingVertical;Chopping;TreeSmall;;60480;86400;Logging;0;0;6;true;ToolRequired;true;;;;false;false;false;;;false;false;;;;0
HardwoodStumpHuge;@HardwoodStumpHuge_DisplayName;ChoppingVertical;Chopping;TreeSmall;;60480;86400;Logging;0;0;7;true;ToolRequired;true;;;;false;false;false;;;false;false;;;;0
Water;@Water_DisplayName;None;None;Water;;60480;86400;None;0;0;3;false;NoToolNecessary;false;;;;false;false;false;;;false;false;;;;0
BushSmallRemains;@BushSmallRemains_DisplayName;Cutting;Cutting;BushSmall;;60480;86400;None;0;0;1;false;ToolOptional;false;;;;false;false;false;;;false;false;;;;0
BushMediumRemains;@BushMediumRemains_DisplayName;Cutting;Cutting;BushMedium;;60480;86400;None;0;0;2;false;ToolOptional;false;;;;false;false;false;;;false;false;;;;0
BushLargeRemains;@BushLargeRemains_DisplayName;Cutting;Cutting;BushLarge;;60480;86400;None;0;0;2;false;ToolOptional;false;;;;false;false;false;;;false;false;;;;0
SpiritAir;@SpiritAir_DisplayName;None;None;Spirit_Air;;60480;86400;None;0;0;3;false;NoToolNecessary;false;;;;false;false;false;;;false;false;;;;0
SpiritDeath;@SpiritDeath_DisplayName;None;None;Spirit_Death;;60480;86400;None;0;0;3;false;NoToolNecessary;false;;;;false;false;false;;;false;false;;;;0
SpiritEarth;@SpiritEarth_DisplayName;None;None;Spirit_Earth;;60480;86400;None;0;0;3;false;NoToolNecessary;false;;;;false;false;false;;;false;false;;;;0
SpiritFire;@SpiritFire_DisplayName;None;None;Spirit_Fire;;60480;86400;None;0;0;3;false;NoToolNecessary;false;;;;false;false;false;;;false;false;;;;0
SpiritLife;@SpiritLife_DisplayName;None;None;Spirit_Life;;60480;86400;None;0;0;3;false;NoToolNecessary;false;;;;false;false;false;;;false;false;;;;0
SpiritSoul;@SpiritSoul_DisplayName;None;None;Spirit_Soul;;60480;86400;None;0;0;3;false;NoToolNecessary;false;;;;false;false;false;;;false;false;;;;0
SpiritWater;@SpiritWater_DisplayName;None;None;Spirit_Water;;60480;86400;None;0;0;3;false;NoToolNecessary;false;;;;false;false;false;;;false;false;;;;0
EarthPlant;@EarthPlant_DisplayName;Cutting;Cutting;Earth_Plant;;630;900;Harvesting;30;0;20;true;ToolRequired;true;Gather_HarvestingT4;;;false;false;false;;Alchemy1;false;false;;;;0
FirePlant;@FirePlant_DisplayName;Cutting;Cutting;Fire_Plant;;630;900;Harvesting;30;0;20;true;ToolRequired;true;Gather_HarvestingT4;;;false;false;false;;Alchemy1;false;false;;;;0
AirPlant;@AirPlant_DisplayName;Cutting;Cutting;Air_Plant;;630;900;Harvesting;30;0;20;true;ToolRequired;true;Gather_HarvestingT4;;;false;false;false;;Alchemy1;false;false;;;;0
WaterPlant;@WaterPlant_DisplayName;Cutting;Cutting;Water_Plant;;630;900;Harvesting;30;0;20;true;ToolRequired;true;Gather_HarvestingT4;;;false;false;false;;Alchemy1;false;false;;;;0
SoulPlant;@SoulPlant_DisplayName;Cutting;Cutting;Soul_Plant;;630;900;Harvesting;30;0;20;true;ToolRequired;true;Gather_HarvestingT4;;;false;false;false;;Alchemy1;false;false;;;;0
LifePlant;@LifePlant_DisplayName;Cutting;Cutting;Life_Plant;;630;900;Harvesting;30;0;20;true;ToolRequired;true;Gather_HarvestingT4;;;false;false;false;;Alchemy1;false;false;;;;0
DeathPlant;@DeathPlant_DisplayName;Cutting;Cutting;Death_Plant;;630;900;Harvesting;30;0;20;true;ToolRequired;true;Gather_HarvestingT4;;;false;false;false;;Alchemy1;false;false;;;;0
EarthStone;@EarthStone_DisplayName;Mining;Mining;Earth_Stone;;840;1200;Mining;50;0;20;true;ToolRequired;true;Gather_MiningT7;;;false;false;false;;Alchemy2;false;false;;;;0
FireStone;@FireStone_DisplayName;Mining;Mining;Fire_Stone;;840;1200;Mining;50;0;20;true;ToolRequired;true;Gather_MiningT7;;;false;false;false;;Alchemy2;false;false;;;;0
AirStone;@AirStone_DisplayName;Mining;Mining;Air_Stone;;840;1200;Mining;50;0;20;true;ToolRequired;true;Gather_MiningT7;;;false;false;false;;Alchemy2;false;false;;;;0
WaterStone;@WaterStone_DisplayName;Mining;Mining;Water_Stone;;840;1200;Mining;50;0;20;true;ToolRequired;true;Gather_MiningT7;;;false;false;false;;Alchemy2;false;false;;;;0
SoulStone;@SoulStone_DisplayName;Mining;Mining;Soul_Stone;;840;1200;Mining;50;0;20;true;ToolRequired;true;Gather_MiningT7;;;false;false;false;;Alchemy2;false;false;;;;0
LifeStone;@LifeStone_DisplayName;Mining;Mining;Life_Stone;;840;1200;Mining;50;0;20;true;ToolRequired;true;Gather_MiningT7;;;false;false;false;;Alchemy2;false;false;;;;0
DeathStone;@DeathStone_DisplayName;Mining;Mining;Death_Stone;;840;1200;Mining;50;0;20;true;ToolRequired;true;Gather_MiningT7;;;false;false;false;;Alchemy2;false;false;;;;0
EarthBoid;@EarthBoid_DisplayName;None;None;Earth_Boid;;1050;1500;Harvesting;0;0;2;false;NoToolNecessary;false;Gather_HarvestingT0;;;false;false;false;;;false;false;;;;0
FireBoid;@FireBoid_DisplayName;None;None;Fire_Boid;;1050;1500;Harvesting;0;0;2;false;NoToolNecessary;false;Gather_HarvestingT0;;;false;false;false;;;false;false;;;;0
AirBoid;@AirBoid_DisplayName;None;None;Air_Boid;;1050;1500;Harvesting;0;0;2;false;NoToolNecessary;false;Gather_HarvestingT0;;;false;false;false;;;false;false;;;;0
WaterBoid;@WaterBoid_DisplayName;None;None;Water_Boid;;1050;1500;Harvesting;0;0;2;false;NoToolNecessary;false;Gather_HarvestingT0;;;false;false;false;;;false;false;;;;0
LifeBoid;@LifeBoid_DisplayName;None;None;Life_Boid;;1050;1500;Harvesting;0;0;2;false;NoToolNecessary;false;Gather_HarvestingT0;;;false;false;false;;;false;false;;;;0
DeathBoid;@DeathBoid_DisplayName;None;None;Death_Boid;;1050;1500;Harvesting;0;0;2;false;NoToolNecessary;false;Gather_HarvestingT0;;;false;false;false;;;false;false;;;;0
SoulBoid;@SoulBoid_DisplayName;None;None;Soul_Boid;;1050;1500;Harvesting;0;0;2;false;NoToolNecessary;false;Gather_HarvestingT0;;;false;false;false;;;false;false;;;;0
Spearfishing;@Spearfishing_DisplayName;None;None;Spearfishing;;60480;86400;None;0;0;5;false;NoToolNecessary;false;;;;false;false;false;;;false;false;;;;0
FlameAzaleaSmall;@FlameAzaleaSmall_DisplayName;Cutting;Cutting;FlameAzalea_Small;;7560;10800;Harvesting;0;0;4;false;ToolRequired;false;Gather_HarvestingT2;;;false;false;false;;;false;false;;;;0
FlameAzaleaMedium;@FlameAzaleaMedium_DisplayName;Cutting;Cutting;FlameAzalea_Medium;;7560;10800;Harvesting;0;0;7;false;ToolRequired;false;Gather_HarvestingT3;;;false;false;false;;;false;false;;;;0
FlameAzaleaLarge;@FlameAzaleaLarge_DisplayName;Cutting;Cutting;FlameAzalea_Large;;7560;10800;Harvesting;0;0;10;false;ToolRequired;false;Gather_HarvestingT4;;;false;false;false;;;false;false;;;;0
MorningGlorySmall;@MorningGlorySmall_DisplayName;Cutting;Cutting;MorningGlory_Small;;7560;10800;Harvesting;0;0;4;false;ToolRequired;false;Gather_HarvestingT2;;;false;false;false;;;false;false;;;;0
MorningGloryMedium;@MorningGloryMedium_DisplayName;Cutting;Cutting;MorningGlory_Medium;;7560;10800;Harvesting;0;0;7;false;ToolRequired;false;Gather_HarvestingT3;;;false;false;false;;;false;false;;;;0
MorningGloryLarge;@MorningGloryLarge_DisplayName;Cutting;Cutting;MorningGlory_Large;;7560;10800;Harvesting;0;0;10;false;ToolRequired;false;Gather_HarvestingT4;;;false;false;false;;;false;false;;;;0
AsterSmall;@AsterSmall_DisplayName;Cutting;Cutting;Aster_Small;;7560;10800;Harvesting;0;0;4;false;ToolRequired;false;Gather_HarvestingT2;;;false;false;false;;;false;false;;;;0
AsterMedium;@AsterMedium_DisplayName;Cutting;Cutting;Aster_Medium;;7560;10800;Harvesting;0;0;7;false;ToolRequired;false;Gather_HarvestingT3;;;false;false;false;;;false;false;;;;0
AsterLarge;@AsterLarge_DisplayName;Cutting;Cutting;Aster_Large;;7560;10800;Harvesting;0;0;10;false;ToolRequired;false;Gather_HarvestingT4;;;false;false;false;;;false;false;;;;0
MushroomSmall;@MushroomSmall_DisplayName;Cutting;Cutting;Mushroom_Small;;7560;10800;Harvesting;0;0;4;false;ToolRequired;false;Gather_HarvestingT2;;;false;false;false;;;false;false;;;;0
MushroomMedium;@MushroomMedium_DisplayName;Cutting;Cutting;Mushroom_Medium;;7560;10800;Harvesting;0;0;7;false;ToolRequired;false;Gather_HarvestingT3;;;false;false;false;;;false;false;;;;0
MushroomLarge;@MushroomLarge_DisplayName;Cutting;Cutting;Mushroom_Large;;7560;10800;Harvesting;0;0;10;false;ToolRequired;false;Gather_HarvestingT4;;;false;false;false;;;false;false;;;;0
ToadstoolSmall;@ToadstoolSmall_DisplayName;Cutting;Cutting;Toadstool_Small;;7560;10800;Harvesting;0;0;4;false;ToolRequired;false;Gather_HarvestingT2;;;false;false;false;;;false;false;;;;0
ToadstoolMedium;@ToadstoolMedium_DisplayName;Cutting;Cutting;Toadstool_Medium;;7560;10800;Harvesting;0;0;7;false;ToolRequired;false;Gather_HarvestingT3;;;false;false;false;;;false;false;;;;0
ToadstoolLarge;@ToadstoolLarge_DisplayName;Cutting;Cutting;Toadstool_Large;;7560;10800;Harvesting;0;0;10;false;ToolRequired;false;Gather_HarvestingT4;;;false;false;false;;;false;false;;;;0
RootSmall;@RootSmall_DisplayName;Cutting;Cutting;Root_Small;;7560;10800;Harvesting;0;0;4;false;ToolRequired;false;Gather_HarvestingT2;;;false;false;false;;;false;false;;;;0
RootMedium;@RootMedium_DisplayName;Cutting;Cutting;Root_Medium;;7560;10800;Harvesting;0;0;7;false;ToolRequired;false;Gather_HarvestingT3;;;false;false;false;;;false;false;;;;0
RootLarge;@RootLarge_DisplayName;Cutting;Cutting;Root_Large;;7560;10800;Harvesting;0;0;10;false;ToolRequired;false;Gather_HarvestingT4;;;false;false;false;;;false;false;;;;0
LilypadSmall;@LilypadSmall_DisplayName;Cutting;Cutting;Lilypad_Small;;7560;10800;Harvesting;0;0;4;false;ToolRequired;false;Gather_HarvestingT2;;;false;false;false;;;false;false;;;;0
LilypadMedium;@LilypadMedium_DisplayName;Cutting;Cutting;Lilypad_Medium;;7560;10800;Harvesting;0;0;7;false;ToolRequired;false;Gather_HarvestingT3;;;false;false;false;;;false;false;;;;0
LilypadLarge;@LilypadLarge_DisplayName;Cutting;Cutting;Lilypad_Large;;7560;10800;Harvesting;0;0;10;false;ToolRequired;false;Gather_HarvestingT4;;;false;false;false;;;false;false;;;;0
HerbSmall;@HerbSmall_DisplayName;Cutting;Cutting;Herb_Small;;504;720;Harvesting;0;0;4;false;ToolRequired;false;Gather_HarvestingT2;;;false;false;false;;;false;false;;;;0
HerbMedium;@HerbMedium_DisplayName;Cutting;Cutting;Herb_Medium;;630;900;Harvesting;0;0;7;false;ToolRequired;false;Gather_HarvestingT3;;;false;false;false;;;false;false;;;;0
HerbLarge;@HerbLarge_DisplayName;Cutting;Cutting;Herb_Large;;714;1020;Harvesting;0;0;10;false;ToolRequired;false;Gather_HarvestingT4;;;false;false;false;;;false;false;;;;0
CrystalSmall;@CrystalSmall_DisplayName;Mining;Mining;Crystal_Small;;1260;1800;Mining;0;0;12;true;ToolRequired;true;Gather_HarvestingT2;;;false;false;false;;;false;false;;;;0
CrystalMedium;@CrystalMedium_DisplayName;Mining;Mining;Crystal_Medium;;1470;2100;Mining;0;0;18;true;ToolRequired;true;Gather_HarvestingT3;;;false;false;false;;;false;false;;;;0
CrystalLarge;@CrystalLarge_DisplayName;Mining;Mining;Crystal_Large;;1680;2400;Mining;0;0;24;true;ToolRequired;true;Gather_HarvestingT4;;;false;false;false;;;false;false;;;;0
GuanoSmall;@GuanoSmall_DisplayName;None;None;Guano_Small;;320;540;None;0;0;2;false;NoToolNecessary;false;;;;false;false;false;;;false;false;;;;0
GuanoMedium;@GuanoMedium_DisplayName;None;None;Guano_Medium;;415;710;None;0;0;4;false;NoToolNecessary;false;;;;false;false;false;;;false;false;;;;0
GuanoLarge;@GuanoLarge_DisplayName;None;None;Guano_Large;;645;885;None;0;0;6;false;NoToolNecessary;false;;;;false;false;false;;;false;false;;;;0
FlintSmall;@BoulderSmall_DisplayName;Mining;Mining;Flint_Small;;504;720;Mining;0;0;8;true;ToolRequired;true;Gather_MiningT1;;;false;false;false;;;false;false;;;;0
FlintMedium;@BoulderMedium_DisplayName;Mining;Mining;Flint_Medium;;630;900;Mining;0;0;14;true;ToolRequired;true;Gather_MiningT2;;;false;false;false;;;false;false;;;;0
FlintLarge;@BoulderLarge_DisplayName;Mining;Mining;Flint_Large;;714;1020;Mining;0;0;20;true;ToolRequired;true;Gather_MiningT3;;;false;false;false;;;false;false;;;;0
SilverSmall;@SilverSmall_DisplayName;Mining;Mining;Silver_Small;;504;720;Mining;10;0;15;true;ToolRequired;true;Gather_MiningT4;;;false;false;false;;Silver;false;false;;;;0
SilverMedium;@SilverMedium_DisplayName;Mining;Mining;Silver_Medium;;630;900;Mining;10;0;25;true;ToolRequired;true;Gather_MiningT5;;;false;false;false;;Silver;false;false;;;;0
SilverLarge;@SilverLarge_DisplayName;Mining;Mining;Silver_Large;;714;1020;Mining;10;0;35;true;ToolRequired;true;Gather_MiningT6;;;false;false;false;;Silver;false;false;;;;0
GoldSmall;@GoldSmall_DisplayName;Mining;Mining;Gold_Small;;756;1080;Mining;45;0;70;true;ToolRequired;true;Gather_MiningT7;;;false;false;false;;Gold;false;false;;;;0
GoldMedium;@GoldMedium_DisplayName;Mining;Mining;Gold_Medium;;945;1350;Mining;45;0;95;true;ToolRequired;true;Gather_MiningT8;;;false;false;false;;Gold;false;false;;;;0
GoldLarge;@GoldLarge_DisplayName;Mining;Mining;Gold_Large;;1071;1530;Mining;45;0;120;true;ToolRequired;true;Gather_MiningT9;;;false;false;false;;Gold;false;false;;;;0
HoneySmall;@HoneySmall_DisplayName;None;None;Honey_Small;;630;900;None;0;0;2;false;NoToolNecessary;false;;;;false;false;false;;;false;false;;;;0
HoneyMedium;@HoneyMedium_DisplayName;None;None;Honey_Medium;;714;1020;None;0;0;4;false;NoToolNecessary;false;;;;false;false;false;;;false;false;;;;0
HoneyLarge;@HoneyLarge_DisplayName;None;None;Honey_Large;;840;1200;None;0;0;6;false;NoToolNecessary;false;;;;false;false;false;;;false;false;;;;0
NutSmall;@NutSmall_DisplayName;None;None;Nut_Small;;630;900;None;0;0;1.5;false;NoToolNecessary;false;;;;false;false;false;;;false;false;;;;0
TreeDamnedTiny;@TreeDamnedTiny_DisplayName;Chopping;Chopping;DamnedTreeSmall;;420;600;Logging;0;0;13;true;ToolRequired;true;Gather_LoggingT1;;;false;false;false;;;false;false;;;;0
TreeDamnedSmall;@TreeDamnedSmall_DisplayName;Chopping;Chopping;DamnedTreeSmall;;504;720;Logging;0;0;17;true;ToolRequired;true;Gather_LoggingT2;;;false;false;false;;;false;false;;;;0
TreeDamnedMedium;@TreeDamnedMedium_DisplayName;Chopping;Chopping;DamnedTreeMedium;;630;900;Logging;0;0;21;true;ToolRequired;true;Gather_LoggingT3;;;false;false;false;;;false;false;;;;0
TreeDamnedLarge;@TreeDamnedLarge_DisplayName;Chopping;Chopping;DamnedTreeLarge;;714;1020;Logging;0;0;25;true;ToolRequired;true;Gather_LoggingT4;;;false;false;false;;;false;false;;;;0
TreeDamnedHuge;@TreeDamnedHuge_DisplayName;Chopping;Chopping;DamnedTreeHuge;;840;1200;Logging;0;0;28;true;ToolRequired;true;Gather_LoggingT5;;;false;false;false;;;false;false;;;;0
TreeDamnedDowned;@TreeDamnedDowned_DisplayName;ChoppingVertical;Chopping;DamnedTreeMedium;;714;1020;Logging;0;0;18;true;ToolRequired;true;Gather_LoggingT4;;;false;false;false;;;false;false;;;;0
Damned_Swordsman;@Damned_Swordsman_DisplayName;None;None;Damned_Melee;;60480;86400;None;0;0;3;false;NoToolNecessary;true;;;;false;false;false;;;false;false;;;;0
Damned_Axeman;@Damned_Axeman_DisplayName;None;None;Damned_Melee;;60480;86400;None;0;0;3;false;NoToolNecessary;true;;;;false;false;false;;;false;false;;;;0
Damned_Rifleman;@Damned_Rifleman_DisplayName;None;None;Damned_Ranged;;60480;86400;None;0;0;3;false;NoToolNecessary;true;;;;false;false;false;;;false;false;;;;0
Damned_Bowman;@Damned_Bowman_DisplayName;None;None;Damned_RangedArrow;;60480;86400;None;0;0;3;false;NoToolNecessary;true;;;;false;false;false;;;false;false;;;;0
Salve;@Salve_DisplayName;None;None;Salve;;60480;86400;None;0;0;1;false;NoToolNecessary;true;;;;false;false;false;;;false;false;;;;0
Medicine;@Medicine_DisplayName;None;None;Medicine;;60480;86400;None;0;0;1;false;NoToolNecessary;true;;;;false;false;false;;;false;false;;;;0
DevPackage;@DevPackage_DisplayName;None;None;DevPackage;;60480;86400;None;0;0;1;false;NoToolNecessary;true;;;;false;false;false;;;false;false;;;;0
RuinsSmall;@RuinsSmall_DisplayName;Mining;Mining;RuinsSmall;;60480;86400;None;0;0;2;true;ToolRequired;true;;;;false;false;false;;;false;false;;;;0
RuinsLarge;@RuinsLarge_DisplayName;Mining;Mining;RuinsLarge;;60480;86400;None;0;0;2;true;ToolRequired;true;;;;false;false;false;;;false;false;;;;0
WoodStack;@WoodStack_DisplayName;None;None;POI_WoodStack;;60480;86400;None;0;0;4;false;NoToolNecessary;true;;;;false;false;false;;;false;false;;;;0
TimberStack;@TimberStack_DisplayName;None;None;POI_TimberStack;;60480;86400;None;0;0;4;false;NoToolNecessary;true;;;;false;false;false;;;false;false;;;;0
IronwoodStack;@IronwoodStack_DisplayName;None;None;POI_IronwoodStack;;60480;86400;None;0;0;4;false;NoToolNecessary;true;;;;false;false;false;;;false;false;;;;0
OilBucket;@OilBucket_DisplayName;None;None;POI_OilBucket;;60480;86400;None;0;0;1;false;NoToolNecessary;true;;;;false;false;false;;;false;false;;;;0
