TaskID;Type;FailOnCondition;ResetOnCondition;StayActive;TargetQty;ItemName;ItemDropVC;ItemDropProbability;ChestDropProbability;EnforceLocationRequirement;TerritoryID;POITag;LootTag;PauseAndClearLootOnTaskComplete;GuranteedDropAttempts;TargetThreshold;CraftingRecipeId;CraftAnyRecipe;InteractTag;UIScreenTag;TriggerAreaType;KillEnemyType;KillEnemyWeaponID;Duration;TaskBuySellType;IsPurchaseOrEarn;IsExactMatch;UseTypeAffix;TypeAffix;UseMatAffix;MatAffix;UseMagicAffix;MagicAffix;MapMarkerMapIcon;MapMarkerTitleLocTag;MapMarkerDescriptionLocTag;MapMarkerWorldPositionX;MapMarkerWorldPositionY;MapMarkerWorldDistanceThreshold;UseLargeItemDisplay;TP_TargetTag;TP_DescriptionTag;OverrideLocation;IsHidden;CompletedNotificationId;GridLayout;CommunityGoalTag;HideChildren;TriggerAnalyticsEvent;SubTask1;SubTask2;SubTask3;SubTask4;SubTask5
FM_PVP_liveordie_container;ConsecutiveTaskContainer;0;0;0;0;;;0;0;false;0;;;false;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;@objective_task_pvp;;0;;;;;false;M_task_die;M_ReturnToGiver;;;
task_getoffbeach_container;SimpleTaskContainer;0;0;0;0;;;0;0;false;0;;;false;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;@objective_story_task_getoffthebeach;;0;;;;;false;task_goto_watchtower;;;;
task_getoffbeach_openmap;TaskOpenUiScreen;0;0;0;1;;;0;0;false;0;;;false;;;;;;Map;;;;0;;;;;;;;;;;;;;;;0;;@task_getoffbeach_openmap;;0;;;;;false;;;;;
task_goto_watchtower;TaskGoToPOITag;0;0;1;0;;;0;0;false;0;watchtower;;false;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;@objective_onboarding_goToOutpost_task01_desc;;0;;;;;false;;;;;
task_campandtools_container;SimpleTaskContainer;0;0;0;0;;;0;0;false;0;;;false;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;0;;;;;false;task_give_transport_npc_note;task_have_npc_note;;;
task_boarproblem_container;SimpleTaskContainer;0;0;0;0;;;0;0;false;0;;;false;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;0;;;;;false;task_give_transport_npc_note;task_have_npc_note;;;
task_healingdrops_container;SimpleTaskContainer;0;0;0;0;;;0;0;false;0;;;false;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;0;;;;;false;task_give_transport_npc_note;task_have_npc_note;;;
task_culldowned_container;SimpleTaskContainer;0;0;0;0;;;0;0;false;0;;;false;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;0;;;;;false;task_give_transport_npc_note;task_have_npc_note;;;
task_preciouscargo_container;ConsecutiveTaskContainer;0;0;0;0;;;0;0;false;0;;;false;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;0;;;;;false;task_give_transport_npc_note;task_have_npc_note;;;
task_introtosettlement_container;SimpleTaskContainer;0;0;0;0;;;0;0;false;0;;;false;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;0;;;;;false;task_give_transport_npc_note;task_have_npc_note;;;
task_introtooverseer_container;ConsecutiveTaskContainer;0;0;0;0;;;0;0;false;0;;;false;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;0;;;;;false;task_give_transport_npc_note;task_have_npc_note;;;
task_gatherforoverseer_container;SimpleTaskContainer;0;0;0;0;;;0;0;false;0;;;false;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;0;;;;;false;task_give_transport_npc_note;task_have_npc_note;;;
task_refineforoverseer_container;SimpleTaskContainer;0;0;0;0;;;0;0;false;0;;;false;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;0;;;;;false;task_give_transport_npc_note;task_have_npc_note;;;
task_introtoartificer_container;ConsecutiveTaskContainer;0;0;0;0;;;0;0;false;0;;;false;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;0;;;;;false;task_give_transport_npc_note;task_have_npc_note;;;
task_craftforartificer_container;ConsecutiveTaskContainer;0;0;0;0;;;0;0;false;0;;;false;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;0;;;;;false;task_give_transport_npc_note;task_have_npc_note;;;
task_introtosurvivalist_container;ConsecutiveTaskContainer;0;0;0;0;;;0;0;false;0;;;false;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;0;;;;;false;task_give_transport_npc_note;task_have_npc_note;;;
task_campingskills_container;SimpleTaskContainer;0;0;0;0;;;0;0;false;0;;;false;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;0;;;;;false;task_give_transport_npc_note;task_have_npc_note;;;
task_returntomagistrate_container;ConsecutiveTaskContainer;0;0;0;0;;;0;0;false;0;;;false;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;0;;;;;false;task_give_transport_npc_note;task_have_npc_note;;;
task_magistratequest_container;SimpleTaskContainer;0;0;0;0;;;0;0;false;0;;;false;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;0;;;;;false;task_give_transport_npc_note;task_have_npc_note;;;
task_introtomarauders_container;ConsecutiveTaskContainer;0;0;0;0;;;0;0;false;0;;;false;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;0;;;;;false;task_give_transport_npc_note;task_have_npc_note;;;
task_marauderquest1_container;ConsecutiveTaskContainer;0;0;0;0;;;0;0;false;0;;;false;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;0;;;;;false;task_give_transport_npc_note;task_have_npc_note;;;
task_marauderquest2_container;SimpleTaskContainer;0;0;0;0;;;0;0;false;0;;;false;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;0;;;;;false;task_give_transport_npc_note;task_have_npc_note;;;
task_introtosyndicate_container;ConsecutiveTaskContainer;0;0;0;0;;;0;0;false;0;;;false;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;0;;;;;false;task_give_transport_npc_note;task_have_npc_note;;;
task_syndicatequest1_container;ConsecutiveTaskContainer;0;0;0;0;;;0;0;false;0;;;false;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;0;;;;;false;task_give_transport_npc_note;task_have_npc_note;;;
task_syndicatequest2_container;ConsecutiveTaskContainer;0;0;0;0;;;0;0;false;0;;;false;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;0;;;;;false;task_give_transport_npc_note;task_have_npc_note;;;
task_introtocovenant_container;ConsecutiveTaskContainer;0;0;0;0;;;0;0;false;0;;;false;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;0;;;;;false;task_give_transport_npc_note;task_have_npc_note;;;
task_covenantquest1_container;ConsecutiveTaskContainer;0;0;0;0;;;0;0;false;0;;;false;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;0;;;;;false;task_give_transport_npc_note;task_have_npc_note;;;
task_covenantquest2_container;SimpleTaskContainer;0;0;0;0;;;0;0;false;0;;;false;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;0;;;;;false;task_give_transport_npc_note;task_have_npc_note;;;
task_staff_final_container;SimpleTaskContainer;0;0;0;0;;;0;0;false;0;;;false;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;0;;;;;false;task_give_transport_npc_note;task_have_npc_note;;;
task_corruption_resistance_container;SimpleTaskContainer;0;0;0;0;;;0;0;false;0;;;false;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;0;;;;;false;task_give_transport_npc_note;task_have_npc_note;;;
task_xmarksthespot_p1_container;ConsecutiveTaskContainer;0;0;0;0;;;0;0;false;0;;;false;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;0;;;;;false;task_give_transport_npc_note;task_have_npc_note;;;
task_xmarksthespot_p2_container;ConsecutiveTaskContainer;0;0;0;0;;;0;0;false;0;;;false;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;0;;;;;false;task_give_transport_npc_note;task_have_npc_note;;;
task_xmarksthespot_p3_container;ConsecutiveTaskContainer;0;0;0;0;;;0;0;false;0;;;false;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;0;;;;;false;task_give_transport_npc_note;task_have_npc_note;;;
task_have_npc_note;TaskHaveAndReturnItems;0;0;1;1;MI_SummonsNote;;0;0;false;0;;;true;;;;;;;;;;0;;;;;;;;;;;;;;;;1;;@objective_mission_task_transport_item;;1;;;;;false;;;;;
task_give_transport_npc_note;TaskGiveAndTakeItem;0;0;1;1;MI_SummonsNote;;0;100;true;0;;;true;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;@objective_mission_task_transport_item;;1;;;;;false;;;;;
0001_0101_CaptainThorpe_Container;ConsecutiveTaskContainer;0;0;0;0;;;0;0;false;0;;;false;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;0;;;;;false;0001_0101_CaptainThorpe_OpenUiScreen;0001_0101_CaptainThorpe_GotoPoint1;0001_0101_CaptainThorpe_GotoPoint2;0001_0101_CaptainThorpe_GotoPoint3;
0001_0101_CaptainThorpe_GiveItem1;TaskGiveItem;0;0;1;1;0001_0101_ThorpesBox;;0;0;false;0;;;false;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;1;;;;;false;;;;;
0001_0101_CaptainThorpe_OpenUiScreen;TaskOpenUiScreen;0;0;0;1;;;0;0;false;0;;;false;;;;;;Inventory;;;;0;;;;;;;;;;;;;;;;0;;@0001_0101_CaptainThorpe_OpenUiScreen;;0;;;;;true;;;;;
0001_0101_CaptainThorpe_GotoPoint1;TaskTriggerArea;0;0;1;1;;;0;0;false;0;;;false;;;;;;;Enter;;;0;;;;;;;;;;;;;;;;0;ftueQuestTrigger1;@0001_0101_CaptainThorpe_GotoPoint1;;0;;;;;true;;;;;
0001_0101_CaptainThorpe_GotoPoint2;TaskTriggerArea;0;0;1;1;;;0;0;false;0;;;false;;;;;;;Enter;;;0;;;;;;;;;;;;;;;;0;ftueQuestTrigger2;@0001_0101_CaptainThorpe_GotoPoint2;;0;;;;;true;;;;;
0001_0101_CaptainThorpe_GotoPoint3;TaskTriggerArea;0;0;1;1;;;0;0;false;0;;;false;;;;;;;Enter;;;0;;;;;;;;;;;;;;;;0;ftueQuestTrigger3;@0001_0101_CaptainThorpe_GotoPoint3;;0;;;;;true;;;;;
0001_0102_CaptainThorpe_Container;SimpleTaskContainer;0;0;0;0;;;0;0;false;0;;;false;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;0;;;;;false;0001_0102_CaptainThorpe_KillCaptain;;;;
0001_0102_CaptainThorpe_KillCaptain;TaskKillContribution;0;0;1;1;;;0;0;false;0;;;false;;;;;;;;Damned_Commander;;0;;;;;;;;;;;;;;;;0;;@0001_0102_CaptainThorpe_KillCaptain;;0;;;;;false;;;;;
FM_task_kill_X_enemies_container_location;ConsecutiveTaskContainer;0;0;0;0;;;0;0;true;0;;;false;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;0;;;;;false;FM_task_kill_X_enemies_at_mission_location;M_ReturnToGiver;;;
FM_task_kill_X_enemies_at_mission_location;TaskKillContribution;0;0;0;1;;;0;0;true;0;;;false;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;@objective_mission_kill_generic;;0;;;;;false;;;;;
FM_task_acquire_X_items_POITag_container;ConsecutiveTaskContainer;0;0;0;0;;;0;0;true;0;;;false;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;0;;;;;false;FM_task_acquire_X_items_at_mission_location;M_ReturnToGiver;;;
FM_task_acquire_X_items_at_mission_location;TaskHaveAndReturnItems;0;0;1;1;;;0;0;true;0;;;false;;;;;;;;;;0;;;;;;;;;;;;;;;;1;;@objective_mission_loot_chests_generic;;0;;;;;false;;;;;
FM_task_hunt_X_enemies_for_items_location_container;ConsecutiveTaskContainer;0;0;0;0;;;0;0;true;0;;;false;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;0;;;;;false;FM_task_hunt_X_enemies_container;M_ReturnToGiver;;;
FM_task_hunt_X_enemies_container;SimpleTaskContainer;0;0;0;0;;;0;0;false;0;;;false;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;1;;;;;false;FM_task_hunt_X_fake_killtracker;FM_task_hunt_X_items_missions_location;;;
FM_task_hunt_X_items_missions_location;TaskGatherAndReturnItems;0;0;1;1;;;0;0;true;0;;;false;;;;;;;;;;0;;;;;;;;;;;;;;;;1;;@objective_mission_skin_generic;;0;;;;;false;;;;;
FM_task_hunt_X_fake_killtracker;TaskKillContribution;0;0;1;1;;;0;0;true;0;;;false;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;@objective_mission_hunt_generic;;0;;;;;false;;;;;
FM_task_hunt_X_enemies_for_items_anywhere_container;ConsecutiveTaskContainer;0;0;0;0;;;0;0;false;0;;;false;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;0;;;;;false;FM_task_hunt_X_enemies_anywhere_container;M_ReturnToGiver;;;
FM_task_hunt_X_enemies_anywhere_container;SimpleTaskContainer;0;0;0;0;;;0;0;false;0;;;false;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;1;;;;;false;FM_task_hunt_X_fake_killtracker_anywhere;FM_task_hunt_X_items_missions_anywhere;;;
FM_task_hunt_X_items_missions_anywhere;TaskGatherAndReturnItems;0;0;1;1;;;0;0;false;0;;;false;;;;;;;;;;0;;;;;;;;;;;;;;;;1;;@objective_mission_skin_generic;;0;;;;;false;;;;;
FM_task_hunt_X_fake_killtracker_anywhere;TaskKillContribution;0;0;1;1;;;0;0;false;0;;;false;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;@objective_mission_hunt_generic;;0;;;;;false;;;;;
FM_task_hunt_X_enemies_for_lootdrop_location_container;ConsecutiveTaskContainer;0;0;0;0;;;0;0;true;0;;;false;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;0;;;;;false;FM_task_hunt_X_enemies_lootdrop_container;M_ReturnToGiver;;;
FM_task_hunt_X_enemies_lootdrop_container;SimpleTaskContainer;0;0;0;0;;;0;0;false;0;;;false;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;1;;;;;false;FM_task_hunt_X_fake_lootdrop_killtracker;FM_task_hunt_X_items_missions_lootdrop_location;;;
FM_task_hunt_X_items_missions_lootdrop_location;TaskHaveAndReturnItems;0;0;1;1;;;0;0;true;0;;;true;;;;;;;;;;0;;;;;;;;;;;;;;;;1;;@objective_mission_task_kill_have_X_items;;0;;;;;false;;;;;
FM_task_hunt_X_fake_lootdrop_killtracker;TaskKillContribution;0;0;1;1;;;0;0;true;0;;;false;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;@objective_mission_hunt_generic;;0;;;;;false;;;;;
FM_task_PVP_kill_and_acquire_X_items_anywhere_container;ConsecutiveTaskContainer;0;0;0;0;;;0;0;false;0;;;false;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;0;;;;;false;FM_task_PVP_kill_and_acquire_X_items_first;M_ReturnToAnyGiver;;;
FM_task_PVP_kill_and_acquire_X_items_first;SimpleTaskContainer;0;0;0;0;;;0;0;false;0;;;false;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;@objective_task_pvp;;1;;;;;false;FM_task_PVP_kill_and_acquire_X_items_anywhere;;;;
FM_task_PVP_kill_and_acquire_X_items_anywhere;TaskHaveAndReturnItems;0;0;1;1;;;0;0;false;0;;;true;;;;;;;;;;0;;;;;;;;;;;;;;;;1;;@objective_mission_task_PVP_kill_and_acquire_X_items_anywhere;;0;;;;;false;;;;;
FM_task_PVP_loot_chests_at_POI_container;ConsecutiveTaskContainer;0;0;0;0;;;0;0;false;0;;;false;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;0;;;;;false;FM_task_PVP_loot_chests_at_POI_first;M_ReturnToGiver;;;
FM_task_PVP_loot_chests_at_POI_first;SimpleTaskContainer;0;0;0;0;;;0;0;false;0;;;false;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;@objective_task_pvp;;1;;;;;false;FM_task_PVP_loot_chests_at_POI;M_task_die_reset;;;
FM_task_PVP_loot_chests_at_POI;TaskGatherAndReturnItems;0;0;1;5;MI_SummonsNote;FM_PVP_War_Camp_Loot_Box;100;0;true;0;;;true;;;;;IO_FM_PVP_War_Camp_Loot_Box;;;;;0;;;;;;;;;;;;;;;;1;;@objective_mission_loot_chests_at_Warcamp;;0;;;;;false;;;;;
FM_task_PVP_control_point_container;ConsecutiveTaskContainer;0;0;0;0;;;0;0;false;0;;;false;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;0;;;;;false;FM_task_PVP_control_point_first;M_ReturnToGiver;;;
FM_task_PVP_control_point_first;SimpleTaskContainer;0;0;0;0;;;0;0;false;0;;;false;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;@objective_task_pvp;;1;;;;;false;FM_task_PVP_control_point;M_task_die_reset;;;
FM_task_PVP_control_point;TaskControlPoint;0;0;0;1;;;0;0;false;9;;;true;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;@objective_mission_task_control_point;;0;;;;;false;;;;;
FM_task_PVP_control_point_container_S;ConsecutiveTaskContainer;0;0;0;0;;;0;0;false;0;;;false;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;0;;;;;false;FM_task_PVP_control_point_first_S;M_ReturnToGiver;;;
FM_task_PVP_control_point_first_S;SimpleTaskContainer;0;0;0;0;;;0;0;false;0;;;false;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;@objective_task_pvp;;1;;;;;false;FM_task_PVP_control_point_S;M_task_die_reset;;;
FM_task_PVP_control_point_S;TaskControlPoint;0;0;0;1;;;0;0;false;9;;;true;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;@objective_mission_task_control_point_S;;0;;;;;false;;;;;
FM_task_PVP_control_point_container_C;ConsecutiveTaskContainer;0;0;0;0;;;0;0;false;0;;;false;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;0;;;;;false;FM_task_PVP_control_point_first_C;M_ReturnToGiver;;;
FM_task_PVP_control_point_first_C;SimpleTaskContainer;0;0;0;0;;;0;0;false;0;;;false;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;@objective_task_pvp;;1;;;;;false;FM_task_PVP_control_point_C;M_task_die_reset;;;
FM_task_PVP_control_point_C;TaskControlPoint;0;0;0;1;;;0;0;false;9;;;true;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;@objective_mission_task_control_point_C;;0;;;;;false;;;;;
FM_task_PVP_acquire_items_at_POI_container;ConsecutiveTaskContainer;0;0;0;0;;;0;0;false;0;;;false;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;0;;;;;false;FM_task_PVP_acquire_items_at_POI_first;M_ReturnToGiver;;;
FM_task_PVP_acquire_items_at_POI_first;SimpleTaskContainer;0;0;0;0;;;0;0;false;0;;;false;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;@objective_task_pvp;;1;;;;;false;FM_task_PVP_acquire_items_at_POI;M_task_die_reset;;;
FM_task_PVP_acquire_items_at_POI;TaskHaveAndReturnItems;0;0;1;5;;;0;0;true;0;;;true;;;;;;;;;;0;;;;;;;;;;;;;;;;1;;@objective_mission_loot_chests_generic_at_POI;;0;;;;;false;;;;;
FM_task_kill_x_enemies_with_weapon_sword_container;ConsecutiveTaskContainer;0;0;0;0;;;0;0;false;0;;;false;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;0;;;;;false;FM_task_kill_x_enemies_with_weapon_sword;M_ReturnToGiver;;;
FM_task_kill_x_enemies_with_weapon_sword;TaskKillContribution;0;0;0;1;;;0;0;false;0;;;false;;;;;;;;;SwordAbilityTable;0;;;;;;;;;;;;;;;;0;;@objective_mission_kill_with_sword;;0;;;;;false;;;;;
FM_task_kill_x_enemies_with_weapon_rapier_container;ConsecutiveTaskContainer;0;0;0;0;;;0;0;false;0;;;false;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;0;;;;;false;FM_task_kill_x_enemies_with_weapon_rapier;M_ReturnToGiver;;;
FM_task_kill_x_enemies_with_weapon_rapier;TaskKillContribution;0;0;0;1;;;0;0;false;0;;;false;;;;;;;;;RapierAbilityTable;0;;;;;;;;;;;;;;;;0;;@objective_mission_kill_with_rapier;;0;;;;;false;;;;;
FM_task_kill_x_enemies_with_weapon_hatchet_container;ConsecutiveTaskContainer;0;0;0;0;;;0;0;false;0;;;false;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;0;;;;;false;FM_task_kill_x_enemies_with_weapon_hatchet;M_ReturnToGiver;;;
FM_task_kill_x_enemies_with_weapon_hatchet;TaskKillContribution;0;0;0;1;;;0;0;false;0;;;false;;;;;;;;;HatchetAbilityTable;0;;;;;;;;;;;;;;;;0;;@objective_mission_kill_with_hatchet;;0;;;;;false;;;;;
FM_task_kill_x_enemies_with_weapon_greataxe_container;ConsecutiveTaskContainer;0;0;0;0;;;0;0;false;0;;;false;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;0;;;;;false;FM_task_kill_x_enemies_with_weapon_greataxe;M_ReturnToGiver;;;
FM_task_kill_x_enemies_with_weapon_greataxe;TaskKillContribution;0;0;0;1;;;0;0;false;0;;;false;;;;;;;;;GreatAxeAbilityTable;0;;;;;;;;;;;;;;;;0;;@objective_mission_kill_with_greataxe;;0;;;;;false;;;;;
FM_task_kill_x_enemies_with_weapon_warhammer_container;ConsecutiveTaskContainer;0;0;0;0;;;0;0;false;0;;;false;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;0;;;;;false;FM_task_kill_x_enemies_with_weapon_warhammer;M_ReturnToGiver;;;
FM_task_kill_x_enemies_with_weapon_warhammer;TaskKillContribution;0;0;0;1;;;0;0;false;0;;;false;;;;;;;;;WarHammerAbilityTable;0;;;;;;;;;;;;;;;;0;;@objective_mission_kill_with_warhammer;;0;;;;;false;;;;;
FM_task_kill_x_enemies_with_weapon_spear_container;ConsecutiveTaskContainer;0;0;0;0;;;0;0;false;0;;;false;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;0;;;;;false;FM_task_kill_x_enemies_with_weapon_spear;M_ReturnToGiver;;;
FM_task_kill_x_enemies_with_weapon_spear;TaskKillContribution;0;0;0;1;;;0;0;false;0;;;false;;;;;;;;;SpearAbilityTable;0;;;;;;;;;;;;;;;;0;;@objective_mission_kill_with_spear;;0;;;;;false;;;;;
FM_task_kill_x_enemies_with_weapon_bow_container;ConsecutiveTaskContainer;0;0;0;0;;;0;0;false;0;;;false;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;0;;;;;false;FM_task_kill_x_enemies_with_weapon_bow;M_ReturnToGiver;;;
FM_task_kill_x_enemies_with_weapon_bow;TaskKillContribution;0;0;0;1;;;0;0;false;0;;;false;;;;;;;;;BowAbilityTable;0;;;;;;;;;;;;;;;;0;;@objective_mission_kill_with_bow;;0;;;;;false;;;;;
FM_task_kill_x_enemies_with_weapon_musket_container;ConsecutiveTaskContainer;0;0;0;0;;;0;0;false;0;;;false;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;0;;;;;false;FM_task_kill_x_enemies_with_weapon_musket;M_ReturnToGiver;;;
FM_task_kill_x_enemies_with_weapon_musket;TaskKillContribution;0;0;0;1;;;0;0;false;0;;;false;;;;;;;;;MusketAbilityTable;0;;;;;;;;;;;;;;;;0;;@objective_mission_kill_with_musket;;0;;;;;false;;;;;
FM_task_kill_x_enemies_with_weapon_firestaff_container;ConsecutiveTaskContainer;0;0;0;0;;;0;0;false;0;;;false;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;0;;;;;false;FM_task_kill_x_enemies_with_weapon_firestaff;M_ReturnToGiver;;;
FM_task_kill_x_enemies_with_weapon_firestaff;TaskKillContribution;0;0;0;1;;;0;0;false;0;;;false;;;;;;;;;FireMagicAbilityTable;0;;;;;;;;;;;;;;;;0;;@objective_mission_kill_with_firestaff;;0;;;;;false;;;;;
FM_task_kill_x_enemies_with_weapon_lifestaff_container;ConsecutiveTaskContainer;0;0;0;0;;;0;0;false;0;;;false;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;0;;;;;false;FM_task_kill_x_enemies_with_weapon_lifestaff;M_ReturnToGiver;;;
FM_task_kill_x_enemies_with_weapon_lifestaff;TaskKillContribution;0;0;0;1;;;0;0;false;0;;;false;;;;;;;;;LifeMagicAbilityTable;0;;;;;;;;;;;;;;;;0;;@objective_mission_kill_with_lifestaff;;0;;;;;false;;;;;
FM_task_kill_x_enemies_with_weapon_icegauntlet_container;ConsecutiveTaskContainer;0;0;0;0;;;0;0;false;0;;;false;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;0;;;;;false;FM_task_kill_x_enemies_with_weapon_icegauntlet;M_ReturnToGiver;;;
FM_task_kill_x_enemies_with_weapon_icegauntlet;TaskKillContribution;0;0;0;1;;;0;0;false;0;;;false;;;;;;;;;IceMagicAbilityTable;0;;;;;;;;;;;;;;;;0;;@objective_mission_kill_with_icegauntlet;;0;;;;;false;;;;;
