VitalsCategoryID;DisplayName;Icon;LocationHint;LocStringGenerationHelper;GroupVitalsCategoryId;IsNamed;IsDynamicPoiTarget;MtlOverride;FemaleMtlOverride
Damned_Villager_AxeThrower_M-F_11MD10a;@VC_Damned_Villager_AxeThrower_M-F_11MD10a;;;<string key="VC_Damned_Villager_AxeThrower_M-F_11MD10a">Damned_Villager_AxeThrower_M-F_11MD10a</string>;Wardog;false;false;;
Damned_Villager_AxeThrower_M-F_13;@VC_Damned_Villager_AxeThrower_M-F_13;;;<string key="VC_Damned_Villager_AxeThrower_M-F_13">Damned_Villager_AxeThrower_M-F_13</string>;Generic;false;false;;
Damned_Villager_AxeThrower_M-F_13WF05;@VC_Damned_Villager_AxeThrower_M-F_13WF05;;;<string key="VC_Damned_Villager_AxeThrower_M-F_13WF05">Damned_Villager_AxeThrower_M-F_13WF05</string>;Bloodcamp;false;false;;
Damned_Villager_AxeThrower_M-F_25;@VC_Damned_Villager_AxeThrower_M-F_25;;;<string key="VC_Damned_Villager_AxeThrower_M-F_25">Damned_Villager_AxeThrower_M-F_25</string>;Generic;false;false;;
Damned_Villager_AxeThrower_M-F_26;@VC_Damned_Villager_AxeThrower_M-F_26;;;<string key="VC_Damned_Villager_AxeThrower_M-F_26">Damned_Villager_AxeThrower_M-F_26</string>;Generic;false;false;;
Damned_Villager_AxeThrower_M-F_27;@VC_Damned_Villager_AxeThrower_M-F_27;;;<string key="VC_Damned_Villager_AxeThrower_M-F_27">Damned_Villager_AxeThrower_M-F_27</string>;Generic;false;false;;
Damned_Villager_AxeThrower_M-F_28;@VC_Damned_Villager_AxeThrower_M-F_28;;;<string key="VC_Damned_Villager_AxeThrower_M-F_28">Damned_Villager_AxeThrower_M-F_28</string>;Generic;false;false;;
Damned_Villager_AxeThrower_M-F_29;@VC_Damned_Villager_AxeThrower_M-F_29;;;<string key="VC_Damned_Villager_AxeThrower_M-F_29">Damned_Villager_AxeThrower_M-F_29</string>;Generic;false;false;;
Damned_Villager_AxeThrower_M-F_30;@VC_Damned_Villager_AxeThrower_M-F_30;;;<string key="VC_Damned_Villager_AxeThrower_M-F_30">Damned_Villager_AxeThrower_M-F_30</string>;Generic;false;false;;
Damned_Villager_AxeThrower_M-F_31;@VC_Damned_Villager_AxeThrower_M-F_31;;;<string key="VC_Damned_Villager_AxeThrower_M-F_31">Damned_Villager_AxeThrower_M-F_31</string>;Generic;false;false;;
Damned_Villager_AxeThrower_M-F_32;@VC_Damned_Villager_AxeThrower_M-F_32;;;<string key="VC_Damned_Villager_AxeThrower_M-F_32">Damned_Villager_AxeThrower_M-F_32</string>;Generic;false;false;;
Damned_Villager_AxeThrower_M-F_33;@VC_Damned_Villager_AxeThrower_M-F_33;;;<string key="VC_Damned_Villager_AxeThrower_M-F_33">Damned_Villager_AxeThrower_M-F_33</string>;Generic;false;false;;
Damned_Villager_AxeThrower_M-F_34;@VC_Damned_Villager_AxeThrower_M-F_34;;;<string key="VC_Damned_Villager_AxeThrower_M-F_34">Damned_Villager_AxeThrower_M-F_34</string>;Generic;false;false;;
Damned_Villager_AxeThrower_M-F_35;@VC_Damned_Villager_AxeThrower_M-F_35;;;<string key="VC_Damned_Villager_AxeThrower_M-F_35">Damned_Villager_AxeThrower_M-F_35</string>;Generic;false;false;;
Damned_Villager_AxeThrower_M-F_36;@VC_Damned_Villager_AxeThrower_M-F_36;;;<string key="VC_Damned_Villager_AxeThrower_M-F_36">Damned_Villager_AxeThrower_M-F_36</string>;Generic;false;false;;
Damned_Villager_AxeThrower_M-F_41;@VC_Damned_Villager_AxeThrower_M-F_41;;;<string key="VC_Damned_Villager_AxeThrower_M-F_41">Damned_Villager_AxeThrower_M-F_41</string>;Generic;false;false;;
Damned_Villager_AxeThrower_M-F_42;@VC_Damned_Villager_AxeThrower_M-F_42;;;<string key="VC_Damned_Villager_AxeThrower_M-F_42">Damned_Villager_AxeThrower_M-F_42</string>;Generic;false;false;;
Damned_Villager_AxeThrower_M-F_43;@VC_Damned_Villager_AxeThrower_M-F_43;;;<string key="VC_Damned_Villager_AxeThrower_M-F_43">Damned_Villager_AxeThrower_M-F_43</string>;Generic;false;false;;
Damned_Villager_AxeThrower_M-F_44;@VC_Damned_Villager_AxeThrower_M-F_44;;;<string key="VC_Damned_Villager_AxeThrower_M-F_44">Damned_Villager_AxeThrower_M-F_44</string>;Generic;false;false;;
Damned_Villager_AxeThrower_M-F_45;@VC_Damned_Villager_AxeThrower_M-F_45;;;<string key="VC_Damned_Villager_AxeThrower_M-F_45">Damned_Villager_AxeThrower_M-F_45</string>;Generic;false;false;;
Damned_Villager_AxeThrower_M-F_49;@VC_Damned_Villager_AxeThrower_M-F_49;;;<string key="VC_Damned_Villager_AxeThrower_M-F_49">Damned_Villager_AxeThrower_M-F_49</string>;Generic;false;false;;
Damned_Villager_AxeThrower_M-F_51;@VC_Damned_Villager_AxeThrower_M-F_51;;;<string key="VC_Damned_Villager_AxeThrower_M-F_51">Damned_Villager_AxeThrower_M-F_51</string>;Generic;false;false;;
Damned_Villager_AxeThrower_M-F_53;@VC_Damned_Villager_AxeThrower_M-F_53;;;<string key="VC_Damned_Villager_AxeThrower_M-F_53">Damned_Villager_AxeThrower_M-F_53</string>;Generic;false;false;;
Damned_Villager_AxeThrower_M-F_53_16BS08c;@VC_Damned_Villager_AxeThrower_M-F_53_16BS08c;;;<string key="VC_Damned_Villager_AxeThrower_M-F_53_16BS08c">Damned_Villager_AxeThrower_M-F_53_16BS08c</string>;Skerryshiv;false;false;;
Damned_Villager_AxeThrower_M-F_59_ELITE;@VC_Damned_Villager_AxeThrower_M-F_59_ELITE;;;<string key="VC_Damned_Villager_AxeThrower_M-F_59_ELITE">Damned_Villager_AxeThrower_M-F_59_ELITE</string>;;false;false;;
Damned_Villager_AxeThrower_M-F_DG_Restless_00;@VC_Damned_Villager_AxeThrower_M-F_DG_Restless_00;;;<string key="VC_Damned_Villager_AxeThrower_M-F_DG_Restless_00">Damned_Villager_AxeThrower_M-F_DG_Restless_00</string>;Skerryshiv;false;false;;
Damned_Villager_Cleaver_02BW05;@VC_Damned_Villager_Cleaver_02BW05;;;<string key="VC_Damned_Villager_Cleaver_02BW05">Damned_Villager_Cleaver_02BW05</string>;Rustheart;false;false;;
Damned_Villager_Cleaver_03GC07;@VC_Damned_Villager_Cleaver_03GC07;;;<string key="VC_Damned_Villager_Cleaver_03GC07">Damned_Villager_Cleaver_03GC07</string>;Cutmines;false;false;;
Damned_Villager_Cleaver_03GC07a;@VC_Damned_Villager_Cleaver_03GC07a;;;<string key="VC_Damned_Villager_Cleaver_03GC07a">Damned_Villager_Cleaver_03GC07a</string>;Valleyrend;false;false;;
Damned_Villager_Cleaver_03GC07b;@VC_Damned_Villager_Cleaver_03GC07b;;;<string key="VC_Damned_Villager_Cleaver_03GC07b">Damned_Villager_Cleaver_03GC07b</string>;Molderpick;false;false;;
Damned_Villager_Cleaver_04NW06a;@VC_Damned_Villager_Cleaver_04NW06a;;;<string key="VC_Damned_Villager_Cleaver_04NW06a">Damned_Villager_Cleaver_04NW06a</string>;Canary;false;false;;
Damned_Villager_Cleaver_04NW06b;@VC_Damned_Villager_Cleaver_04NW06b;;;<string key="VC_Damned_Villager_Cleaver_04NW06b">Damned_Villager_Cleaver_04NW06b</string>;Canary;false;false;;
Damned_Villager_Cleaver_04NW09a;@VC_Damned_Villager_Cleaver_04NW09a;;;<string key="VC_Damned_Villager_Cleaver_04NW09a">Damned_Villager_Cleaver_04NW09a</string>;Cavern;false;false;;
Damned_Villager_Cleaver_04NW09b;@VC_Damned_Villager_Cleaver_04NW09b;;;<string key="VC_Damned_Villager_Cleaver_04NW09b">Damned_Villager_Cleaver_04NW09b</string>;Quarry;false;false;;
Damned_Villager_Cleaver_07SM06a;@VC_Damned_Villager_Cleaver_07SM06a;;;<string key="VC_Damned_Villager_Cleaver_07SM06a">Damned_Villager_Cleaver_07SM06a</string>;Myrkgard;false;false;;
Damned_Villager_Cleaver_07SM06b;@VC_Damned_Villager_Cleaver_07SM06b;;;<string key="VC_Damned_Villager_Cleaver_07SM06b">Damned_Villager_Cleaver_07SM06b</string>;Myrkgard;false;false;;
Damned_Villager_Cleaver_08QP01;@VC_Damned_Villager_Cleaver_08QP01;;;<string key="VC_Damned_Villager_Cleaver_08QP01">Damned_Villager_Cleaver_08QP01</string>;;false;false;;
Damned_Villager_Cleaver_08QP06;@VC_Damned_Villager_Cleaver_08QP06;;;<string key="VC_Damned_Villager_Cleaver_08QP06">Damned_Villager_Cleaver_08QP06</string>;Serenity;false;false;;
Damned_Villager_Cleaver_08QP07;@VC_Damned_Villager_Cleaver_08QP07;;;<string key="VC_Damned_Villager_Cleaver_08QP07">Damned_Villager_Cleaver_08QP07</string>;Skysong;false;false;;
Damned_Villager_Cleaver_08QP08;@VC_Damned_Villager_Cleaver_08QP08;;;<string key="VC_Damned_Villager_Cleaver_08QP08">Damned_Villager_Cleaver_08QP08</string>;Dynasty;false;false;;
Damned_Villager_Cleaver_11MD00g;@VC_Damned_Villager_Cleaver_11MD00g;;;<string key="VC_Damned_Villager_Cleaver_11MD00g">Damned_Villager_Cleaver_11MD00g</string>;Redeye;false;false;;
Damned_Villager_Cleaver_11MD00h;@VC_Damned_Villager_Cleaver_11MD00h;;;<string key="VC_Damned_Villager_Cleaver_11MD00h">Damned_Villager_Cleaver_11MD00h</string>;Highpass;false;false;;
Damned_Villager_Cleaver_11MD00i;@VC_Damned_Villager_Cleaver_11MD00i;;;<string key="VC_Damned_Villager_Cleaver_11MD00i">Damned_Villager_Cleaver_11MD00i</string>;Wardog;false;false;;
Damned_Villager_Cleaver_11MD07a;@VC_Damned_Villager_Cleaver_11MD07a;;;<string key="VC_Damned_Villager_Cleaver_11MD07a">Damned_Villager_Cleaver_11MD07a</string>;Wardog;false;false;;
Damned_Villager_Cleaver_11MD07b;@VC_Damned_Villager_Cleaver_11MD07b;;;<string key="VC_Damned_Villager_Cleaver_11MD07b">Damned_Villager_Cleaver_11MD07b</string>;Wardog;false;false;;
Damned_Villager_Cleaver_13WF05;@VC_Damned_Villager_Cleaver_13WF05;;;<string key="VC_Damned_Villager_Cleaver_13WF05">Damned_Villager_Cleaver_13WF05</string>;Bloodcamp;false;false;;
Damned_Villager_Cleaver_15;@VC_Damned_Villager_Cleaver_15;;;<string key="VC_Damned_Villager_Cleaver_15">Damned_Villager_Cleaver_15</string>;Generic;false;false;;
Damned_Villager_Cleaver_32;@VC_Damned_Villager_Cleaver_32;;;<string key="VC_Damned_Villager_Cleaver_32">Damned_Villager_Cleaver_32</string>;Generic;false;false;;
Damned_Villager_Cleaver_42;@VC_Damned_Villager_Cleaver_42;;;<string key="VC_Damned_Villager_Cleaver_42">Damned_Villager_Cleaver_42</string>;Generic;false;false;;
Damned_Villager_Cleaver_43;@VC_Damned_Villager_Cleaver_43;;;<string key="VC_Damned_Villager_Cleaver_43">Damned_Villager_Cleaver_43</string>;Generic;false;false;;
Damned_Villager_Cleaver_44;@VC_Damned_Villager_Cleaver_44;;;<string key="VC_Damned_Villager_Cleaver_44">Damned_Villager_Cleaver_44</string>;Generic;false;false;;
Damned_Villager_Cleaver_45;@VC_Damned_Villager_Cleaver_45;;;<string key="VC_Damned_Villager_Cleaver_45">Damned_Villager_Cleaver_45</string>;Generic;false;false;;
Damned_Villager_Cleaver_DG_Restless_00;@VC_Damned_Villager_Cleaver_DG_Restless_00;;;<string key="VC_Damned_Villager_Cleaver_DG_Restless_00">Damned_Villager_Cleaver_DG_Restless_00</string>;Skerryshiv;false;false;;
Damned_Villager_Cleaver_Named_00;@VC_Damned_Villager_Cleaver_Named_00;;;<string key="VC_Damned_Villager_Cleaver_Named_00">Damned_Villager_Cleaver_Named_00</string>;;true;true;;
Damned_Villager_Hammer_02BW02;@VC_Damned_Villager_Hammer_02BW02;;;<string key="VC_Damned_Villager_Hammer_02BW02">Damned_Villager_Hammer_02BW02</string>;Ripsaw;false;false;;
Damned_Villager_Hammer_02BW05;@VC_Damned_Villager_Hammer_02BW05;;;<string key="VC_Damned_Villager_Hammer_02BW05">Damned_Villager_Hammer_02BW05</string>;Rustheart;false;false;;
Damned_Villager_Hammer_03GC05;@VC_Damned_Villager_Hammer_03GC05;;;<string key="VC_Damned_Villager_Hammer_03GC05">Damned_Villager_Hammer_03GC05</string>;Icefields;false;false;;
Damned_Villager_Hammer_03GC05a;@VC_Damned_Villager_Hammer_03GC05a;;;<string key="VC_Damned_Villager_Hammer_03GC05a">Damned_Villager_Hammer_03GC05a</string>;Ridgewatch;false;false;;
Damned_Villager_Hammer_03GC05b;@VC_Damned_Villager_Hammer_03GC05b;;;<string key="VC_Damned_Villager_Hammer_03GC05b">Damned_Villager_Hammer_03GC05b</string>;Spryscarp;false;false;;
Damned_Villager_Hammer_03GC05c;@VC_Damned_Villager_Hammer_03GC05c;;;<string key="VC_Damned_Villager_Hammer_03GC05c">Damned_Villager_Hammer_03GC05c</string>;Braidthrall;false;false;;
Damned_Villager_Hammer_03GC09_ELITE;@VC_Damned_Villager_Hammer_03GC09_ELITE;;;<string key="VC_Damned_Villager_Hammer_03GC09_ELITE">Damned_Villager_Hammer_03GC09_ELITE</string>;Lower_Svikin;false;false;;
Damned_Villager_Hammer_03GC09_Named_ELITE;@VC_Damned_Villager_Hammer_03GC09_Named_ELITE;;;<string key="VC_Damned_Villager_Hammer_03GC09_Named_ELITE">Damned_Villager_Hammer_03GC09_Named_ELITE</string>;Southguard;true;true;;
Damned_Villager_Hammer_03GC09a_ELITE;@VC_Damned_Villager_Hammer_03GC09a_ELITE;;;<string key="VC_Damned_Villager_Hammer_03GC09a_ELITE">Damned_Villager_Hammer_03GC09a_ELITE</string>;Southguard;false;false;;
Damned_Villager_Hammer_07SM02b_ELITE;@VC_Damned_Villager_Hammer_07SM02b_ELITE;;;<string key="VC_Damned_Villager_Hammer_07SM02b_ELITE">Damned_Villager_Hammer_07SM02b_ELITE</string>;Scorchvein;false;false;;
Damned_Villager_Hammer_07SM04_ELITE;@VC_Damned_Villager_Hammer_07SM04_ELITE;;;<string key="VC_Damned_Villager_Hammer_07SM04_ELITE">Damned_Villager_Hammer_07SM04_ELITE</string>;Upper_Svikin;false;false;;
Damned_Villager_Hammer_07SM06a;@VC_Damned_Villager_Hammer_07SM06a;;;<string key="VC_Damned_Villager_Hammer_07SM06a">Damned_Villager_Hammer_07SM06a</string>;Myrkgard;false;false;;
Damned_Villager_Hammer_07SM06b;@VC_Damned_Villager_Hammer_07SM06b;;;<string key="VC_Damned_Villager_Hammer_07SM06b">Damned_Villager_Hammer_07SM06b</string>;Myrkgard;false;false;;
Damned_Villager_Hammer_07SM06c;@VC_Damned_Villager_Hammer_07SM06c;;;<string key="VC_Damned_Villager_Hammer_07SM06c">Damned_Villager_Hammer_07SM06c</string>;Myrkgard;false;false;;
Damned_Villager_Hammer_07SM06d;@VC_Damned_Villager_Hammer_07SM06d;;;<string key="VC_Damned_Villager_Hammer_07SM06d">Damned_Villager_Hammer_07SM06d</string>;Myrkgard;false;false;;
Damned_Villager_Hammer_08QP02;@VC_Damned_Villager_Hammer_08QP02;;;<string key="VC_Damned_Villager_Hammer_08QP02">Damned_Villager_Hammer_08QP02</string>;ThunderCradle;false;false;objects\characters\npc\supernatural\damned\male\farmer\male_damnedfarmer_var04_matgroup.mtl;objects\characters\npc\supernatural\damned\male\farmer\male_damnedfarmer_var04_matgroup.mtl
Damned_Villager_Hammer_08QP06;@VC_Damned_Villager_Hammer_08QP06;;;<string key="VC_Damned_Villager_Hammer_08QP06">Damned_Villager_Hammer_08QP06</string>;ThunderCradle;false;false;objects\characters\npc\supernatural\damned\male\farmer\male_damnedfarmer_var04_matgroup.mtl;objects\characters\npc\supernatural\damned\male\farmer\male_damnedfarmer_var04_matgroup.mtl
Damned_Villager_Hammer_08QP08;@VC_Damned_Villager_Hammer_08QP08;;;<string key="VC_Damned_Villager_Hammer_08QP08">Damned_Villager_Hammer_08QP08</string>;Dynasty;false;false;objects\characters\npc\supernatural\damned\male\farmer\male_damnedfarmer_var04_matgroup.mtl;objects\characters\npc\supernatural\damned\male\farmer\male_damnedfarmer_var04_matgroup.mtl
Damned_Villager_Hammer_11MD00g;@VC_Damned_Villager_Hammer_11MD00g;;;<string key="VC_Damned_Villager_Hammer_11MD00g">Damned_Villager_Hammer_11MD00g</string>;Redeye;false;false;;
Damned_Villager_Hammer_11MD00h;@VC_Damned_Villager_Hammer_11MD00h;;;<string key="VC_Damned_Villager_Hammer_11MD00h">Damned_Villager_Hammer_11MD00h</string>;Highpass;false;false;;
Damned_Villager_Hammer_11MD00i;@VC_Damned_Villager_Hammer_11MD00i;;;<string key="VC_Damned_Villager_Hammer_11MD00i">Damned_Villager_Hammer_11MD00i</string>;Wardog;false;false;;
Damned_Villager_Hammer_11MD07b;@VC_Damned_Villager_Hammer_11MD07b;;;<string key="VC_Damned_Villager_Hammer_11MD07b">Damned_Villager_Hammer_11MD07b</string>;Wardog;false;false;;
Damned_Villager_Hammer_11MD10a;@VC_Damned_Villager_Hammer_11MD10a;;;<string key="VC_Damned_Villager_Hammer_11MD10a">Damned_Villager_Hammer_11MD10a</string>;Wardog;false;false;;
Damned_Villager_Hammer_25;@VC_Damned_Villager_Hammer_25;;;<string key="VC_Damned_Villager_Hammer_25">Damned_Villager_Hammer_25</string>;Generic;false;false;;
Damned_Villager_Hammer_26;@VC_Damned_Villager_Hammer_26;;;<string key="VC_Damned_Villager_Hammer_26">Damned_Villager_Hammer_26</string>;Generic;false;false;;
Damned_Villager_Hammer_27;@VC_Damned_Villager_Hammer_27;;;<string key="VC_Damned_Villager_Hammer_27">Damned_Villager_Hammer_27</string>;Generic;false;false;;
Damned_Villager_Hammer_28;@VC_Damned_Villager_Hammer_28;;;<string key="VC_Damned_Villager_Hammer_28">Damned_Villager_Hammer_28</string>;Generic;false;false;;
Damned_Villager_Hammer_29;@VC_Damned_Villager_Hammer_29;;;<string key="VC_Damned_Villager_Hammer_29">Damned_Villager_Hammer_29</string>;Generic;false;false;;
Damned_Villager_Hammer_30;@VC_Damned_Villager_Hammer_30;;;<string key="VC_Damned_Villager_Hammer_30">Damned_Villager_Hammer_30</string>;Generic;false;false;;
Damned_Villager_Hammer_31;@VC_Damned_Villager_Hammer_31;;;<string key="VC_Damned_Villager_Hammer_31">Damned_Villager_Hammer_31</string>;Generic;false;false;;
Damned_Villager_Hammer_32;@VC_Damned_Villager_Hammer_32;;;<string key="VC_Damned_Villager_Hammer_32">Damned_Villager_Hammer_32</string>;Generic;false;false;;
Damned_Villager_Hammer_33;@VC_Damned_Villager_Hammer_33;;;<string key="VC_Damned_Villager_Hammer_33">Damned_Villager_Hammer_33</string>;Generic;false;false;;
Damned_Villager_Hammer_34;@VC_Damned_Villager_Hammer_34;;;<string key="VC_Damned_Villager_Hammer_34">Damned_Villager_Hammer_34</string>;Generic;false;false;;
Damned_Villager_Hammer_35;@VC_Damned_Villager_Hammer_35;;;<string key="VC_Damned_Villager_Hammer_35">Damned_Villager_Hammer_35</string>;Generic;false;false;;
Damned_Villager_Hammer_40;@VC_Damned_Villager_Hammer_40;;;<string key="VC_Damned_Villager_Hammer_40">Damned_Villager_Hammer_40</string>;Generic;false;false;;
Damned_Villager_Hammer_41;@VC_Damned_Villager_Hammer_41;;;<string key="VC_Damned_Villager_Hammer_41">Damned_Villager_Hammer_41</string>;Generic;false;false;;
Damned_Villager_Hammer_42;@VC_Damned_Villager_Hammer_42;;;<string key="VC_Damned_Villager_Hammer_42">Damned_Villager_Hammer_42</string>;Generic;false;false;;
Damned_Villager_Hammer_43;@VC_Damned_Villager_Hammer_43;;;<string key="VC_Damned_Villager_Hammer_43">Damned_Villager_Hammer_43</string>;Generic;false;false;;
Damned_Villager_Hammer_44;@VC_Damned_Villager_Hammer_44;;;<string key="VC_Damned_Villager_Hammer_44">Damned_Villager_Hammer_44</string>;Generic;false;false;;
Damned_Villager_Hammer_45;@VC_Damned_Villager_Hammer_45;;;<string key="VC_Damned_Villager_Hammer_45">Damned_Villager_Hammer_45</string>;Generic;false;false;;
Damned_Villager_Hammer_51;@VC_Damned_Villager_Hammer_51;;;<string key="VC_Damned_Villager_Hammer_51">Damned_Villager_Hammer_51</string>;Generic;false;false;;
Damned_Villager_Hammer_Named_00;@VC_Damned_Villager_Hammer_Named_00;;;<string key="VC_Damned_Villager_Hammer_Named_00">Damned_Villager_Hammer_Named_00</string>;;false;false;;
Damned_Villager_Hammer_DG_Ebonscale_00;@VC_Damned_Villager_Hammer_DG_Ebonscale_00;;;<string key="VC_Damned_Villager_Hammer_DG_Ebonscale_00">Damned_Villager_Hammer_DG_Ebonscale_00</string>;Shipyard;false;false;;
Damned_Villager_Hammer_DG_Restless_00;@VC_Damned_Villager_Hammer_DG_Restless_00;;;<string key="VC_Damned_Villager_Hammer_DG_Restless_00">Damned_Villager_Hammer_DG_Restless_00</string>;Skerryshiv;false;false;;
Damned_Villager_KitchenKnife_03GC06;@VC_Damned_Villager_KitchenKnife_03GC06;;;<string key="VC_Damned_Villager_KitchenKnife_03GC06">Damned_Villager_KitchenKnife_03GC06</string>;Icefields;false;false;;
Damned_Villager_KitchenKnife_07SM06;@VC_Damned_Villager_KitchenKnife_07SM06;;;<string key="VC_Damned_Villager_KitchenKnife_07SM06">Damned_Villager_KitchenKnife_07SM06</string>;Myrkgard;false;false;;
Damned_Villager_KitchenKnife_10WS06;@VC_Damned_Villager_KitchenKnife_10WS06;;;<string key="VC_Damned_Villager_KitchenKnife_10WS06">Damned_Villager_KitchenKnife_10WS06</string>;Lushhunt;false;false;;
Damned_Villager_KitchenKnife_10WS07;@VC_Damned_Villager_KitchenKnife_10WS07;;;<string key="VC_Damned_Villager_KitchenKnife_10WS07">Damned_Villager_KitchenKnife_10WS07</string>;Lushhunt;false;false;;
Damned_Villager_KitchenKnife_55;@VC_Damned_Villager_KitchenKnife_55;;;<string key="VC_Damned_Villager_KitchenKnife_55">Damned_Villager_KitchenKnife_55</string>;;false;false;;
Damned_Villager_Knife_02BW02;@VC_Damned_Villager_Knife_02BW02;;;<string key="VC_Damned_Villager_Knife_02BW02">Damned_Villager_Knife_02BW02</string>;Ripsaw;false;false;;
Damned_Villager_Knife_02BW05;@VC_Damned_Villager_Knife_02BW05;;;<string key="VC_Damned_Villager_Knife_02BW05">Damned_Villager_Knife_02BW05</string>;Rustheart;false;false;;
Damned_Villager_Knife_09FL04;@VC_Damned_Villager_Knife_09FL04;;;<string key="VC_Damned_Villager_Knife_09FL04">Damned_Villager_Knife_09FL04</string>;Gristlerot;false;false;Objects\Characters\npc\supernatural\damned\male\farmer\male_damnedFarmer_matgroup.mtl;Objects\Characters\npc\supernatural\damned\female\farmer\female_damnedFarmer_matGroup.mtl
Damned_Villager_Knife_11;@VC_Damned_Villager_Knife_11;;;<string key="VC_Damned_Villager_Knife_11">Damned_Villager_Knife_11</string>;Generic;false;false;Objects\Characters\npc\supernatural\damned\male\farmer\male_damnedFarmer_matgroup.mtl;Objects\Characters\npc\supernatural\damned\female\farmer\female_damnedFarmer_matGroup.mtl
Damned_Villager_Knife_11MD07;@VC_Damned_Villager_Knife_11MD07;;;<string key="VC_Damned_Villager_Knife_11MD07">Damned_Villager_Knife_11MD07</string>;Bloodcamp;false;false;Objects\Characters\npc\supernatural\damned\male\farmer\male_damnedFarmer_var03_matgroup.mtl;Objects\Characters\npc\supernatural\damned\female\farmer\female_damnedFarmer_var03_matGroup.mtl
Damned_Villager_Knife_13WF05;@VC_Damned_Villager_Knife_13WF05;;;<string key="VC_Damned_Villager_Knife_13WF05">Damned_Villager_Knife_13WF05</string>;Bloodcamp;false;false;Objects\Characters\npc\supernatural\damned\male\farmer\male_damnedFarmer_var03_matgroup.mtl;Objects\Characters\npc\supernatural\damned\female\farmer\female_damnedFarmer_var03_matGroup.mtl
Damned_Villager_Knife_16;@VC_Damned_Villager_Knife_16;;;<string key="VC_Damned_Villager_Knife_16">Damned_Villager_Knife_16</string>;Generic;false;false;Objects\Characters\npc\supernatural\damned\male\farmer\male_damnedFarmer_matgroup.mtl;Objects\Characters\npc\supernatural\damned\female\farmer\female_damnedFarmer_matGroup.mtl
Damned_Villager_Knife_25;@VC_Damned_Villager_Knife_25;;;<string key="VC_Damned_Villager_Knife_25">Damned_Villager_Knife_25</string>;Generic;false;false;Objects\Characters\npc\supernatural\damned\male\farmer\male_damnedFarmer_matgroup.mtl;Objects\Characters\npc\supernatural\damned\female\farmer\female_damnedFarmer_matGroup.mtl
Damned_Villager_Knife_26;@VC_Damned_Villager_Knife_26;;;<string key="VC_Damned_Villager_Knife_26">Damned_Villager_Knife_26</string>;Generic;false;false;Objects\Characters\npc\supernatural\damned\male\farmer\male_damnedFarmer_var03_matgroup.mtl;Objects\Characters\npc\supernatural\damned\female\farmer\female_damnedFarmer_var03_matGroup.mtl
Damned_Villager_Knife_27;@VC_Damned_Villager_Knife_27;;;<string key="VC_Damned_Villager_Knife_27">Damned_Villager_Knife_27</string>;Generic;false;false;Objects\Characters\npc\supernatural\damned\male\farmer\male_damnedFarmer_var03_matgroup.mtl;Objects\Characters\npc\supernatural\damned\female\farmer\female_damnedFarmer_var03_matGroup.mtl
Damned_Villager_Knife_28;@VC_Damned_Villager_Knife_28;;;<string key="VC_Damned_Villager_Knife_28">Damned_Villager_Knife_28</string>;Generic;false;false;Objects\Characters\npc\supernatural\damned\male\farmer\male_damnedFarmer_var03_matgroup.mtl;Objects\Characters\npc\supernatural\damned\female\farmer\female_damnedFarmer_var03_matGroup.mtl
Damned_Villager_Knife_29;@VC_Damned_Villager_Knife_29;;;<string key="VC_Damned_Villager_Knife_29">Damned_Villager_Knife_29</string>;Generic;false;false;Objects\Characters\npc\supernatural\damned\male\farmer\male_damnedFarmer_var03_matgroup.mtl;Objects\Characters\npc\supernatural\damned\female\farmer\female_damnedFarmer_var03_matGroup.mtl
Damned_Villager_Knife_30;@VC_Damned_Villager_Knife_30;;;<string key="VC_Damned_Villager_Knife_30">Damned_Villager_Knife_30</string>;Generic;false;false;Objects\Characters\npc\supernatural\damned\male\farmer\male_damnedFarmer_var03_matgroup.mtl;Objects\Characters\npc\supernatural\damned\female\farmer\female_damnedFarmer_var03_matGroup.mtl
Damned_Villager_Knife_31;@VC_Damned_Villager_Knife_31;;;<string key="VC_Damned_Villager_Knife_31">Damned_Villager_Knife_31</string>;Generic;false;false;Objects\Characters\npc\supernatural\damned\male\farmer\male_damnedFarmer_var03_matgroup.mtl;Objects\Characters\npc\supernatural\damned\female\farmer\female_damnedFarmer_var03_matGroup.mtl
Damned_Villager_Knife_32;@VC_Damned_Villager_Knife_32;;;<string key="VC_Damned_Villager_Knife_32">Damned_Villager_Knife_32</string>;Generic;false;false;Objects\Characters\npc\supernatural\damned\male\farmer\male_damnedFarmer_var03_matgroup.mtl;Objects\Characters\npc\supernatural\damned\female\farmer\female_damnedFarmer_var03_matGroup.mtl
Damned_Villager_Knife_33;@VC_Damned_Villager_Knife_33;;;<string key="VC_Damned_Villager_Knife_33">Damned_Villager_Knife_33</string>;Generic;false;false;Objects\Characters\npc\supernatural\damned\male\farmer\male_damnedFarmer_var03_matgroup.mtl;Objects\Characters\npc\supernatural\damned\female\farmer\female_damnedFarmer_var03_matGroup.mtl
Damned_Villager_Knife_34;@VC_Damned_Villager_Knife_34;;;<string key="VC_Damned_Villager_Knife_34">Damned_Villager_Knife_34</string>;Generic;false;false;Objects\Characters\npc\supernatural\damned\male\farmer\male_damnedFarmer_var03_matgroup.mtl;Objects\Characters\npc\supernatural\damned\female\farmer\female_damnedFarmer_var03_matGroup.mtl
