DamageID;WeaponCategory;IgnoreInvulnerable;NoReaction;IsRanged;IsAbility;AttackType;DamageType;Affliction;AddAffliction;AfflictionPercent;StatusEffect;EffectOnlyOnDamage;SurfaceImpactEffect;DeflectDamageID;CanCrit;Unblockable;AttackDealsNoDurability;NoHeadshot;NoBackstab;NoLegShots;CancelTargetHoming;DmgCoef;DmgCoefHead;DmgCoefCrit;DurabilityCostOverride;PowerLevel;BlockPowerLevel;CritPowerLevel;HitStun;BlockHitStun;CritHitStun;ImpactDistanceX;ImpactDistanceY;ImpactDistanceZ;ImpactDecayRate;BlockImpactDistanceX;BlockImpactDistanceY;BlockImpactDistanceZ;BlockImpactDecayRate;CritImpactDistanceX;CritImpactDistanceY;CritImpactDistanceZ;CritImpactDecayRate;AddDmg;StaggerDmgModifier;StaggerResistModifier;CritStaggerDmgModifier;HitRateDmgModifier;MaxHitRateDmgMod;CameraShakeID;TargetCameraShakeID;BlockCameraShakeID;BlockTargetCameraShakeID;CritCameraShakeID;CritTargetCameraShakeID;ImpactRating;BlockStaminaDmgMod;BlockAbsorptionModifier;LOSCheckVerticalAngleOffset;StunBreakoutIncrement;ThreatMultiplier;AddThreat;IsTaunt;TauntDuration;TauntThreatBoostPercentage;TauntMinimumThreatValue;UseAttackerPosForReaction
1H_Rapier_SpecialAttack_Finish;Sword;0;0;false;false;Ability;Thrust;;0;;;;Bullet;Deflect_Default;true;false;;false;false;false;false;1.100000023841858;1.2999999523162842;;0;4;3;4;50;20;50;0;4;0;0.8500000238418579;0;0.5;0;0.800000011920929;0;4;0;0.8500000238418579;0;1;1;0;0;0;Small;Small;Small;Small;Large_short;Large_short;3;1;1;16;1;1;0;false;0;0;0;false
1H_Rapier_SpecialAttack_3;Sword;0;0;false;false;Ability;Thrust;AfflictionBleed;300;;;;Bullet;Deflect_Default;true;false;;false;false;false;false;1.25;1.2999999523162842;;0;3;3;3;30;20;30;0;0;0;1;0;0.5;0;0;0;0;0;1;0;0.75;1;0;0;0;Small;Small;Small;Small;Large_short;Large_short;3;0.75;1;16;1;1;0;false;0;0;0;false
1H_Rapier_Disarm;Sword;0;0;false;true;Ability;Thrust;;0;;;;Bullet;Deflect_Default;false;false;;false;false;false;false;1;1.2999999523162842;;0;9;0;0;15;12;15;0;0;0;0.8500000238418579;0;0;0;0.800000011920929;0;0;0;0.8500000238418579;0;0.699999988079071;1;0;0;0;Small;Small;Small;Small;Large_short;Large_short;3;0.699999988079071;1;0;1;1;0;false;0;0;0;false
1H_Rapier_Rupture;Sword;0;0;false;true;Ability;Thrust;;0;;;;Bullet;Deflect_Default;false;false;;false;false;false;false;0;0;;0;2;2;2;25;20;25;0;2;0;0.8500000238418579;0;0;0;0.800000011920929;0;2;0;0.8500000238418579;0;0.699999988079071;1;0;0;0;Small;Small;Small;Small;Large_short;Large_short;3;0.699999988079071;1;0;1;1;0;false;0;0;0;false
1H_Rapier_Add_Bleed_Only;Sword;0;0;false;true;Ability;Strike;;0;;;;Bullet;Deflect_Default;true;false;;false;false;false;false;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;0;0;0;0;0;0;0;false;0;0;0;false
1H_Rapier_Slash_Damage_Mod;Sword;0;0;false;true;Ability;Thrust;;0;;;;Bullet;Deflect_Default;true;false;;false;false;false;false;2;1.2999999523162842;;0;2;2;2;25;20;25;0;0;0;1;0;0;0;0;0;0;0;1;0;0.75;1;0;0;0;Small;Small;Small;Small;Large_short;Large_short;3;0.75;1;16;1;1;0;false;0;0;0;false
1H_Rapier_Slash;Sword;0;0;false;true;Ability;Thrust;;0;;Rapier_Bleed_DOT;TRUE;Bullet;Deflect_Default;true;false;;false;false;false;false;0.5;1.2999999523162842;;0;0;0;0;20;15;20;0;0.30000001192092896;0;0.800000011920929;0;0;0;0;0;0.30000001192092896;0;0.800000011920929;0;0.5;1;0;0;0;;Small;Small;Small;Large_short;Large_short;2;0.5;1;16;0;1;0;false;0;0;0;false
1H_Rapier_Slash_Bleed;Sword;0;0;false;true;Ability;Thrust;;0;;;;Bullet;Deflect_Default;true;false;;false;false;false;false;1;1;;0;0;0;0;20;15;20;0;0.30000001192092896;0;0.800000011920929;0;0;0;0;0;0.30000001192092896;0;0.800000011920929;0;0.30000001192092896;1;0;0;0;;Small;Small;Small;Large_short;Large_short;2;0.30000001192092896;1;16;0;1;0;false;0;0;0;false
1H_Rapier_Flurry_Strike_1;Sword;0;0;false;true;Ability;Thrust;;0;;;;Bullet;Deflect_Default;true;false;;false;false;false;false;0.4650000035762787;0.6499999761581421;;0;0;0;0;20;15;20;0;0;0;0.800000011920929;0;0;0;0;0;0;0;0.800000011920929;0;0.4000000059604645;20;0;0;0;;;;;Small;Small;2;0.4000000059604645;1;16;0;1;0;false;0;0;0;false
1H_Rapier_Flurry_Strike_2;Sword;0;0;false;true;Ability;Thrust;;0;;;;Bullet;Deflect_Default;true;false;;false;false;false;false;0.5199999809265137;0.6899999976158142;;0;0;0;0;20;15;20;0;0;0;0.800000011920929;0;0;0;0;0;0;0;0.800000011920929;0;0.5;1;0;0;0;;;;;Small;Small;2;0.5;1;16;0;1;0;false;0;0;0;false
1H_Rapier_Flurry_Strike_3;Sword;0;0;false;true;Ability;Thrust;;0;;;;Bullet;Deflect_Default;true;false;;false;false;false;false;0.5600000023841858;0.75;;0;0;0;0;20;15;20;0;0;0;0.800000011920929;0;0;0;0;0;0;0;0.800000011920929;0;0.800000011920929;1;0;0;0;;;;;Small;Small;2;0.800000011920929;1;16;0;1;0;false;0;0;0;false
1H_Rapier_Flurry_Strike_4;Sword;0;0;false;true;Ability;Thrust;;0;;;;Bullet;Deflect_Default;true;false;;false;false;false;false;0.6100000143051147;0.800000011920929;;0;0;0;0;20;15;20;0;0;0;0.800000011920929;0;0;0;0;0;0;0;0.800000011920929;0;1;1;0;0;0;Small;Small;Small;Small;Large_short;Large_short;2;1;1;16;0;1;0;false;0;0;0;false
1H_Rapier_Flurry_Strike_5;Sword;0;0;false;true;Ability;Thrust;;0;;;;Bullet;Deflect_Default;true;false;;false;false;false;false;0.824999988079071;1;;0;0;0;0;20;15;20;0;1.25;0;0.800000011920929;0;0;0;0;0;1.25;0;0.800000011920929;0;1.2000000476837158;1;0;0;0;Small;Small;Small;Small;Large_short;Large_short;2;1.2000000476837158;1;16;0;1;0;false;0;0;0;false
1H_Rapier_Flurry_Strike_5_Mod4;Sword;0;0;false;true;Ability;Thrust;;0;;;;Bullet;Deflect_Default;true;false;;false;false;false;false;0.824999988079071;1;;0;2;0;0;15;10;20;0;1.25;0;0.800000011920929;0;0;0;0;0;1.25;0;0.800000011920929;0;1.2000000476837158;1;0;0;0;Small;Small;Small;Small;Large_short;Large_short;2;1.2000000476837158;1;16;1;1;0;false;0;0;0;false
1H_Rapier_Flurry_Mod1_Strike_1;Sword;0;0;false;true;Ability;Thrust;;0;;;;Bullet;Deflect_Default;true;false;;false;false;false;false;1.399999976158142;1.2999999523162842;;0;0;0;0;20;15;20;0;1.25;0;0.800000011920929;0;0;0;0;0;1.25;0;0.800000011920929;0;0.4000000059604645;1;0;0;0;Small;Small;Small;Small;Large_short;Large_short;2;0.4000000059604645;1;16;0;1;0;false;0;0;0;false
1H_Rapier_Flurry_Mod1_Strike_2;Sword;0;0;false;true;Ability;Thrust;;0;;;;Bullet;Deflect_Default;true;false;;false;false;false;false;1.5;1.2999999523162842;;0;0;0;0;20;15;20;0;1.25;0;0.800000011920929;0;0;0;0;0;1.25;0;0.800000011920929;0;0.4000000059604645;1;0;0;0;Small;Small;Small;Small;Large_short;Large_short;2;0.4000000059604645;1;16;0;1;0;false;0;0;0;false
1H_Rapier_Flurry_Mod1_Strike_3;Sword;0;0;false;true;Ability;Thrust;;0;;;;Bullet;Deflect_Default;true;false;;false;false;false;false;1.600000023841858;1.2999999523162842;;0;0;0;0;20;15;20;0;1.25;0;0.800000011920929;0;0;0;0;0;1.25;0;0.800000011920929;0;0.4000000059604645;1;0;0;0;Small;Small;Small;Small;Large_short;Large_short;2;0.4000000059604645;1;16;0;1;0;false;0;0;0;false
1H_Rapier_Flurry_Mod2_Strike_1;Sword;0;0;false;true;Ability;Thrust;;0;;;;Bullet;Deflect_Default;true;false;;false;false;false;false;1.7000000476837158;1.2999999523162842;;0;0;0;0;20;15;20;0;1.25;0;0.800000011920929;0;0;0;0;0;1.25;0;0.800000011920929;0;0.4000000059604645;1;0;0;0;Small;Small;Small;Small;Large_short;Large_short;2;0.4000000059604645;1;16;0;1;0;false;0;0;0;false
1H_Rapier_Flurry_Mod2_Strike_2;Sword;0;0;false;true;Ability;Thrust;;0;;;;Bullet;Deflect_Default;true;false;;false;false;false;false;1.7999999523162842;1.2999999523162842;;0;0;0;0;20;15;20;0;1.25;0;0.800000011920929;0;0;0;0;0;1.25;0;0.800000011920929;0;0.4000000059604645;1;0;0;0;Small;Small;Small;Small;Large_short;Large_short;2;0.4000000059604645;1;16;0;1;0;false;0;0;0;false
1H_Rapier_Flurry_Mod2_Strike_3;Sword;0;0;false;true;Ability;Thrust;;0;;;;Bullet;Deflect_Default;true;false;;false;false;false;false;1.899999976158142;1.2999999523162842;;0;0;0;0;20;15;20;0;1.25;0;0.800000011920929;0;0;0;0;0;1.25;0;0.800000011920929;0;0.4000000059604645;1;0;0;0;Small;Small;Small;Small;Large_short;Large_short;2;0.4000000059604645;1;16;0;1;0;false;0;0;0;false
1H_Rapier_Flurry_Mod3_Strike_1;Sword;0;0;false;true;Ability;Thrust;;0;;;;Bullet;Deflect_Default;true;false;;false;false;false;false;2;1.2999999523162842;;0;0;0;0;20;15;20;0;1.25;0;0.800000011920929;0;0;0;0;0;1.25;0;0.800000011920929;0;0.4000000059604645;1;0;0;0;Small;Small;Small;Small;Large_short;Large_short;2;0.4000000059604645;1;16;0;1;0;false;0;0;0;false
1H_Rapier_Flurry_Mod3_Strike_2;Sword;0;0;false;true;Ability;Thrust;;0;;;;Bullet;Deflect_Default;true;false;;false;false;false;false;2.0999999046325684;1.2999999523162842;;0;0;0;0;20;15;20;0;1.25;0;0.800000011920929;0;0;0;0;0;1.25;0;0.800000011920929;0;0.4000000059604645;1;0;0;0;Small;Small;Small;Small;Large_short;Large_short;2;0.4000000059604645;1;16;0;1;0;false;0;0;0;false
1H_Rapier_Flurry_Mod3_Strike_3;Sword;0;0;false;true;Ability;Thrust;;0;;;;Bullet;Deflect_Default;true;false;;false;false;false;false;2.200000047683716;1.2999999523162842;;0;0;0;0;20;15;20;0;1.25;0;0.800000011920929;0;0;0;0;0;1.25;0;0.800000011920929;0;0.4000000059604645;1;0;0;0;Small;Small;Small;Small;Large_short;Large_short;2;0.4000000059604645;1;16;0;1;0;false;0;0;0;false
1H_Rapier_Aerial_Lunge;Sword;0;0;false;true;Ability;Thrust;;0;;;;Bullet;Deflect_Default;true;false;;false;false;false;false;1.4500000476837158;1.4500000476837158;;0;0;0;0;25;20;25;0;0;0;0.800000011920929;0;0;0;0.800000011920929;0;0;0;1;0;0.4000000059604645;25;0;0;0;;Small;Small;Small;Small;Small;2;0.4000000059604645;1;16;0;1;0;false;0;0;0;false
1H_Rapier_Riposte_Stun;Sword;0;0;false;true;Ability;Strike;;0;;Rapier_Riposte_Stun;TRUE;Bullet;Deflect_Default;true;false;;false;false;false;false;0.5;0.699999988079071;;0;3;3;3;25;25;25;0;1.5;0;0.8500000238418579;0;0;0;0.8999999761581421;0;1.5;0;0;0;4.5;1.5;0;0;0;Small;Small;Small;Small;Large_short;Large_short;3;4.5;1;0;1;10;0;false;0;0;0;false
1H_Rapier_Riposte_Stun_Enhanced;Sword;0;0;false;true;Ability;Strike;;0;;Rapier_Riposte_Stun_Enhanced;TRUE;Bullet;Deflect_Default;true;false;;false;false;false;false;0.5;0.699999988079071;;0;3;3;3;25;25;25;0;1.5;0;0.8500000238418579;0;0;0;0.8999999761581421;0;1.5;0;0;0;4.5;1.5;0;0;0;Small;Small;Small;Small;Large_short;Large_short;3;4.5;1;0;1;10;0;false;0;0;0;false
1H_Rapier_Riposte_Taunt;None;1;1;false;false;Ability;Strike;;0;;;;;;false;false;;false;false;false;false;0;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;;;;;;0;0;1;0;0;1;0;true;4;0.15000000596046448;1500;false
1H_Rapier_Flourish;Sword;0;0;false;true;Ability;Thrust;;0;;;;Bullet;Deflect_Default;true;false;;false;false;false;false;0.8999999761581421;1.2000000476837158;;0;2;2;2;25;25;25;0;3;0;0.800000011920929;0;0;0;0.800000011920929;0;3;0;0.800000011920929;0;0.4000000059604645;20;0;0;0;Small;Small;Small;Small;Large_short;Large_short;3;0.4000000059604645;1;16;1;1;0;false;0;0;0;false
1H_Rapier_Finish_Consume_Ult;Sword;0;0;false;true;Ability;Thrust;;0;;;;Bullet;Deflect_Default;true;false;;false;false;false;false;1.2000000476837158;1.2999999523162842;;0;2;2;2;25;25;30;0;1;0;0.800000011920929;0;0;0;0.800000011920929;0;2;0;0.800000011920929;0;0.4000000059604645;1;0;0;0;Small;Small;Small;Small;Large_short;Large_short;3;0.4000000059604645;1;16;1;1;0;false;0;0;0;false
1H_Rapier_Finish;Sword;0;0;false;true;Ability;Thrust;;0;;;;Bullet;Deflect_Default;true;false;;false;false;false;false;1.2000000476837158;1.2999999523162842;;0;2;2;2;25;25;30;0;1;0;0.800000011920929;0;0;0;0.800000011920929;0;2;0;0.800000011920929;0;0.4000000059604645;1;0;0;0;Small;Small;Small;Small;Large_short;Large_short;3;0.4000000059604645;1;16;1;1;0;false;0;0;0;false
1H_Rapier_Wake;Sword;0;0;false;true;Ability;Thrust;;0;;;;Bullet;Deflect_Default;true;false;;false;false;false;false;1.149999976158142;1.399999976158142;;0;0;0;0;25;20;30;0;1;0;0.800000011920929;0;0;0;0;0;1;0;0.800000011920929;0;0.4000000059604645;1;0;0;0;;Small;Small;Small;Large_short;Large_short;3;0.4000000059604645;1;0;0;1;0;false;0;0;0;false
1H_Knife_Attack1_Run;Knife;0;0;false;false;Light;Thrust;;0;;;;Bullet;Deflect_Default;false;false;;false;false;false;false;1.5;1.2999999523162842;;0;3;3;3;30;25;30;0;1.5;0;0.800000011920929;0;0.5;0;0;0;1.5;0;0.800000011920929;0;1;1;0;0;0;;;;;;;1;1;1;0;1;1;0;false;0;0;0;false
1H_Knife_Attack2;Knife;0;0;false;false;Heavy;Thrust;;0;;;;Bullet;Deflect_Default;false;false;;false;false;false;false;1.75;1.2999999523162842;;0;3;3;3;30;25;30;0;1;0;0.800000011920929;0;0.5;0;0;0;1;0;0.800000011920929;0;1;1;0;0;0;;;;;;;1;1;1;0;1;1;0;false;0;0;0;false
1H_Knife_Attack3;Knife;0;0;false;false;Heavy;Thrust;;0;;;;Bullet;Deflect_Default;false;false;;false;false;false;false;1.75;1.2999999523162842;;0;3;3;3;30;25;30;0;1;0;0.800000011920929;0;0.5;0;0;0;1;0;0.800000011920929;0;1;1;0;0;0;;;;;;;1;1;1;0;1;1;0;false;0;0;0;false
Hatchet_Damage_PrimaryAttack;Axe;0;0;false;false;Light;Slash;;0;;;;Bullet;Deflect_Default;false;false;;false;false;false;false;1;1.399999976158142;;0;0;0;0;15;15;15;0;0;0;0;0;0;0;0;0;0;0;0.800000011920929;0;0.4000000059604645;1;0;0;0;Small;Small;Small;Small;Large_short;Large_short;2;0.4000000059604645;1;0;0;1;0;false;0;0;0;false
Hatchet_Damage_PrimaryAttack_Ender;Axe;0;0;false;false;Light;Slash;;0;;;;Bullet;Deflect_Default;false;false;;false;false;false;false;1.0499999523162842;1.399999976158142;;0;0;0;0;15;15;15;0;0;0;0;0;0;0;0;0;0;0;0.800000011920929;0;0.4000000059604645;1;0;0;0;Small;Small;Small;Small;Large_short;Large_short;2;0.4000000059604645;1;0;0;1;0;false;0;0;0;false
Hatchet_Damage_SprintAttack1;Axe;0;0;false;true;Ability;Slash;;0;;;;Bullet;Deflect_Default;false;false;;false;false;false;false;1.149999976158142;1.399999976158142;;0;2;2;2;25;10;25;0;1;0;0.800000011920929;0;0;0;0;0;1;0;0.800000011920929;0;0.75;1;0;0;0;Small;Small;Small;Small;Large_short;Large_short;3;0.75;1;0;1;1;0;false;0;0;0;false
Hatchet_Damage_SprintAttack2;Axe;0;0;false;true;Ability;Slash;;0;;;;Bullet;Deflect_Default;false;false;;false;false;false;false;1.2999999523162842;1.399999976158142;;0;0;0;0;35;25;35;0;0.75;0;0.800000011920929;0;0;0;0;0;0.75;0;0.800000011920929;0;0.75;1;0;0;0;Small;Small;Small;Small;Large_short;Large_short;3;0.75;1;0;0;1;0;false;0;0;0;false
Hatchet_Damage_HeavyAttack;Axe;0;0;false;false;Heavy;Slash;;0;;;;Bullet;Deflect_Default;false;false;;false;false;false;false;1.2000000476837158;1.399999976158142;;0;0;0;0;25;25;30;0;1.25;0;0.800000011920929;0;0;0;0;0;1.25;0;0.800000011920929;0;1.5;1;0;0;0;Small;Small;Small;Small;Large_short;Large_short;3;1.5;1;0;0;1;0;false;0;0;0;false
Hatchet_Damage_HeavyAttack_Charged;Axe;0;0;false;false;Heavy;Slash;;0;;;;Bullet;Deflect_Default;false;false;;false;false;false;false;1.600000023841858;1.399999976158142;;0;0;0;0;25;25;30;0;1.25;0;0.800000011920929;0;0;0;0;0;1.25;0;0.800000011920929;0;3;1;0;0;0;Small;Small;Small;Small;Large_short;Large_short;3;3;1;0;0;1;0;false;0;0;0;false
Hatchet_Damage_RapidStrikes;Axe;0;0;false;false;Ability;Slash;;0;;;;Bullet;Deflect_Default;false;false;;false;false;false;false;0.8999999761581421;1.399999976158142;;0;0;0;0;15;15;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0.20000000298023224;1;0;0;0;Small;Small;Small;Small;Large_short;Large_short;2;0.20000000298023224;1;0;0;1;0;false;0;0;0;false
Hatchet_Damage_RapidStrikes_FinalBlow;Axe;0;0;false;false;Ability;Slash;;0;;;;Bullet;Deflect_Default;false;false;;false;false;false;false;1.2000000476837158;1.399999976158142;;0;0;0;0;15;15;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4000000059604645;1;0;0;0;Small;Small;Small;Small;Large_short;Large_short;2;0.4000000059604645;1;0;0;1;0;false;0;0;0;false
Hatchet_Damage_AimedThrow;Axe_Throw;0;0;true;true;Light;Slash;;0;;;;Bullet;Deflect_Default;false;false;;false;false;false;false;0.949999988079071;1.399999976158142;;0;0;0;0;25;20;25;0;0.25;0;0.4000000059604645;0;0;0;0;0;0.25;0;0.4000000059604645;0;1;1;0;0;0;Small;Small;Small;Small;Small;Small;1;1;1;0;0;1;0;false;0;0;0;false
Hatchet_Damage_RendingThrow;Axe_Throw;0;0;true;true;Ability;Slash;;0;;Hatchet_RendingThrow_Rend;TRUE;Bullet;Deflect_Default;false;false;;false;false;false;false;1.100000023841858;1.399999976158142;;0;0;0;0;15;12;15;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;Small;Small;Small;Small;Small;Small;0;1;1;0;0;1;0;false;0;0;0;false
Hatchet_Damage_RendingThrow_Upgrade;Axe_Throw;0;0;true;true;Ability;Slash;;0;;Hatchet_RendingThrow_RendBuff;TRUE;Bullet;Deflect_Default;false;false;;false;false;false;false;1.100000023841858;1.399999976158142;;0;0;0;0;15;12;15;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;Small;Small;Small;Small;Small;Small;0;1;1;0;0;1;0;false;0;0;0;false
Hatchet_Damage_InfectedThrow;Axe_Throw;0;0;true;true;Ability;Slash;;0;;Hatchet_Infected_DiseaseWeak;TRUE;Bullet;Deflect_Default;false;false;;false;false;false;false;1.5;1.399999976158142;;0;0;0;0;35;30;35;0;0.5;0;0.800000011920929;0;0.5;0;0.800000011920929;0;0.5;0;0.800000011920929;0;1.5;1;0;0;0;Small;Small;Small;Small;Large_short;Large_short;2;1.5;1;0;0;1;0;false;0;0;0;false
Hatchet_Damage_InfectedThrow_Upgrade;Axe_Throw;0;0;true;true;Ability;Slash;;0;;Hatchet_Infected_DiseaseWeakBuff;TRUE;Bullet;Deflect_Default;false;false;;false;false;false;false;1.5;1.399999976158142;;0;0;0;0;35;30;35;0;0.5;0;0.800000011920929;0;0.5;0;0.800000011920929;0;0.5;0;0.800000011920929;0;1.5;1;0;0;0;Small;Small;Small;Small;Large_short;Large_short;2;1.5;1;0;0;1;0;false;0;0;0;false
Hatchet_Damage_SocialDistancing;Axe_Throw;0;0;true;true;Ability;Slash;;0;;Hatchet_SocialDist_Slow;TRUE;Bullet;Deflect_Default;false;false;;false;false;false;false;1.2999999523162842;1.399999976158142;;0;0;0;0;15;12;15;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;Small;Small;Small;Small;Small;Small;0;1;1;0;0;1;0;false;0;0;0;false
Hatchet_Damage_SocialDistancing_Upgrade;Axe_Throw;0;0;true;true;Ability;Slash;;0;;Hatchet_SocialDist_SlowBuff;TRUE;Bullet;Deflect_Default;false;false;;false;false;false;false;1.2999999523162842;1.399999976158142;;0;0;0;0;15;12;15;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;Small;Small;Small;Small;Small;Small;0;1;1;0;0;1;0;false;0;0;0;false
1H_Axe_SpecialAttack3_Plus30Percent;Axe_Throw;0;0;true;true;Ability;Slash;;0;;;;Bullet;Deflect_Default;false;false;;false;false;false;false;1.7999999523162842;1.399999976158142;;0;4;4;4;35;30;35;0;2;0;0.800000011920929;0;1.5;0;0.800000011920929;0;2;0;0.800000011920929;0;0.5;1;0;0;0;Small;Small;Small;Small;Large_short;Large_short;2;0.5;1;0;1;1;0;false;0;0;0;false
Hatchet_Berserk_Taunt;None;1;1;false;false;Ability;Strike;;0;;;;;;false;false;;false;false;false;false;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Small;Small;Small;Small;Large_short;Large_short;0;0;1;0;0;1;0;true;8;0.15000000596046448;1500;false
1H_Club_Attack1;Club;0;0;false;false;Light;Strike;;0;;;;Bullet;Deflect_Default;false;false;;false;false;false;false;1;1.2999999523162842;;0;1;1;1;15;15;15;0;1.5;0;0.800000011920929;0;0;0;0;0;1.5;0;0.800000011920929;0;0.5;1;0;0;0;Small;Small;Small;Small;Large_short;Large_short;2;0.5;1.2000000476837158;0;1;1;0;false;0;0;0;false
1H_Club_Attack1_Run;Club;0;0;false;false;Light;Strike;;0;;;;Bullet;Deflect_Default;false;false;;false;false;false;false;1.25;1.2999999523162842;;0;3;2;3;33;10;33;0;3;0;0.800000011920929;0;0;0;0.800000011920929;0;3;0;0.800000011920929;0;1.100000023841858;1;0;0;0;Small;Small;Small;Small;Large_short;Large_short;3;1.100000023841858;1.100000023841858;0;1;1;0;false;0;0;0;false
1H_Club_Attack2;Club;0;0;false;false;Light;Strike;;0;;;;Bullet;Deflect_Default;false;false;;false;false;false;false;1;1.2999999523162842;;0;2;2;2;25;25;30;0;2;0;0.800000011920929;0;0;0;0.800000011920929;0;2;0;0.800000011920929;0;2;1;0;0;0;Small;Small;Small;Small;Large_short;Large_short;3;2;1;0;1;1;0;false;0;0;0;false
1H_Club_Attack2_Charged;Club;0;0;false;false;Heavy;Thrust;;0;;;;Bullet;Deflect_Default;false;false;;false;false;false;false;1;1.2999999523162842;;0;2;2;2;25;25;30;0;2;0;0.800000011920929;0;0;0;0.800000011920929;0;2;0;0.800000011920929;0;2.5999999046325684;1;0;0;0;Small;Small;Small;Small;Large_short;Large_short;3;2.5999999046325684;1;0;1;1;0;false;0;0;0;false
1H_Club_Attack3;Club;0;0;false;false;Light;Strike;;0;;;;Bullet;Deflect_Default;false;false;;false;false;false;false;1;1.2999999523162842;;0;2;2;2;25;20;25;0;0.5;0;0.8500000238418579;0;0;0;0;0;0.5;0;0.8500000238418579;0;0.75;1;0;0;0;Small;Small;Small;Small;Large_short;Large_short;2;0.75;1;0;1;1;0;false;0;0;0;false
1H_Club_Attack3_Finish;Club;0;0;false;false;Ability;Strike;;0;;;;Bullet;Deflect_Default;false;false;;false;false;false;false;1.25;1.2999999523162842;;0;5;4;5;45;30;45;0;1;0;0.8500000238418579;0;1.5;0;0.8500000238418579;0;1;0;0.8500000238418579;0;1.5;1;0;0;0;Small;Small;Small;Small;Large_short;Large_short;3;1.5;1;0;1;1;0;false;0;0;0;false
1H_Club_Attack_Exhausted;Club;0;0;false;false;Light;Strike;;0;;;;Bullet;Deflect_Default;false;false;;false;false;false;false;0.5;1.2999999523162842;;0;2;2;2;25;15;25;0;1.25;0;0.800000011920929;0;0;0;0;0;1.25;0;0.800000011920929;0;0.30000001192092896;1;0;0;0;Small;Small;Small;Small;Large_short;Large_short;-1;0.30000001192092896;1;0;1;1;0;false;0;0;0;false
1H_Club_SpecialAttack_3;Club;0;0;false;false;Ability;Slash;AfflictionFrostbite;300;;;;Bullet;Deflect_Default;false;false;;false;false;false;false;1;1.2999999523162842;;0;3;4;3;30;30;30;0;1;0;0.8500000238418579;0;1.5;0;0.8500000238418579;0;1;0;0.8500000238418579;0;1.5;1;0;0;0;Small;Small;Small;Small;Large_short;Large_short;3;1.5;1;0;1;1;0;false;0;0;0;false
1H_Pick_Attack1;Pick;0;0;false;false;Light;Thrust;;0;;;;Bullet;Deflect_Default;false;false;;false;false;false;false;1;1.2999999523162842;;0;2;2;2;25;20;25;0;1.5;0;0.800000011920929;0;0;0;0;0;1.5;0;0.800000011920929;0;1;1;0;0;0;;;;;;;1;1;1;0;1;1;0;false;0;0;0;false
1H_Pick_Attack1_Run;Pick;0;0;false;false;Light;Thrust;;0;;;;Bullet;Deflect_Default;false;false;;false;false;false;false;1.5;1.2999999523162842;;0;3;3;3;30;25;30;0;4;0;0.800000011920929;0;0.5;0;0;0;4;0;0.800000011920929;0;1;1;0;0;0;;;;;;;1;1;1;0;1;1;0;false;0;0;0;false
1H_Pick_Attack2;Pick;0;0;false;false;Heavy;Thrust;;0;;;;Bullet;Deflect_Default;false;false;;false;false;false;false;1;1.2999999523162842;;0;2;2;2;25;20;25;0;2.299999952316284;0;0.800000011920929;0;0;0;0;0;2.299999952316284;0;0.800000011920929;0;1;1;0;0;0;;;;;;;1;1;1;0;1;1;0;false;0;0;0;false
1H_Pick_Attack2_Run;Pick;0;0;false;false;Heavy;Thrust;;0;;;;Bullet;Deflect_Default;false;false;;false;false;false;false;1.5;1.2999999523162842;;0;3;3;3;30;25;30;0;4;0;0.800000011920929;0;0.5;0;0;0;4;0;0.800000011920929;0;1;1;0;0;0;;;;;;;1;1;1;0;1;1;0;false;0;0;0;false
1H_Sickle_Attack1;Sickle;0;0;false;false;Light;Slash;;0;;;;Bullet;Deflect_Default;false;false;;false;false;false;false;1;1.2999999523162842;;0;2;2;2;25;20;25;0;1.5;0;0.800000011920929;0;0;0;0;0;1.5;0;0.800000011920929;0;1;1;0;0;0;;;;;;;1;1;1;0;1;1;0;false;0;0;0;false
1H_Sickle_Attack1_Run;Sickle;0;0;false;false;Light;Slash;;0;;;;Bullet;Deflect_Default;false;false;;false;false;false;false;1.5;1.2999999523162842;;0;3;3;3;30;25;30;0;4;0;0.800000011920929;0;0.5;0;0;0;4;0;0.800000011920929;0;1;1;0;0;0;;;;;;;1;1;1;0;1;1;0;false;0;0;0;false
PistolAttack1;Pistol;0;0;true;false;Light;Thrust;;0;;;;Bullet;;false;false;;false;false;false;false;1;1.2999999523162842;;0;0;0;0;15;10;15;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;;;;;;;0;1;1;0;0;1;0;false;0;0;0;false
