ConsumableID;AddStatusEffects;StatusEffectMod;DurationOverrides;MinDurationModifier;MaxDurationModifier;DurationScaleFactor;MinPotencyModifier;MaxPotencyModifier;PotencyScaleFactor;RemoveStatusEffects;RemoveStatusEffectCategories;DisplayStatusEffect;UseCount;WeaponUseCount;AfflictionDamage;BaseDamageModifier;BaseDamageType;DamageType;Damage;DMGVitalsCategory;OnUseAffliction;StatMultipliers;RequiredItemClass;MannequinTag;CooldownDuration;CooldownId
FoodAngryEarthT1;FoodAngryEarthT1+FoodRecoveryT1;1;0;0;0;0;0;0;0;;Family;;0;;;;;;;;;;;Eat;0;
FoodBeastT1;FoodBeastT1+FoodRecoveryT1;1;0;0;0;0;0;0;0;;Family;;0;;;;;;;;;;;Eat;0;
FoodAncientT1;FoodAncientT1+FoodRecoveryT1;1;0;0;0;0;0;0;0;;Family;;0;;;;;;;;;;;Eat;0;
FoodManaT1;FoodManaT1+FoodRecoveryT1;1;0;0;0;0;0;0;0;;Recovery;;0;;;;;;;;;;;Eat;0;
FoodDefenseT1;FoodDefenseT1+FoodRecoveryT1;1;0;0;0;0;0;0;0;;Recovery;;0;;;;;;;;;;;Eat;0;
FoodWeaponsmithT1;FoodWeaponsmithT1+FoodRecoveryT1;1;0;0;0;0;0;0;0;;TradeSkill+Recovery;;0;;;;;;;;;;;Eat;0;
FoodJewelcrafterT1;FoodJewelcrafterT1+FoodRecoveryT1;1;0;0;0;0;0;0;0;;TradeSkill+Recovery;;0;;;;;;;;;;;Eat;0;
FoodEngineerT1;FoodEngineerT1+FoodRecoveryT1;1;0;0;0;0;0;0;0;;TradeSkill+Recovery;;0;;;;;;;;;;;Eat;0;
FoodArcanistT1;FoodArcanistT1+FoodRecoveryT1;1;0;0;0;0;0;0;0;;TradeSkill+Recovery;;0;;;;;;;;;;;Eat;0;
FoodArmorerT1;FoodArmorerT1+FoodRecoveryT1;1;0;0;0;0;0;0;0;;TradeSkill+Recovery;;0;;;;;;;;;;;Eat;0;
FoodMinerT1;FoodMinerT1+FoodRecoveryT1;1;0;0;0;0;0;0;0;;TradeSkill+Recovery;;0;;;;;;;;;;;Eat;0;
FoodHarvesterT1;FoodHarvesterT1+FoodRecoveryT1;1;0;0;0;0;0;0;0;;TradeSkill+Recovery;;0;;;;;;;;;;;Eat;0;
FoodHunterT1;FoodHunterT1+FoodRecoveryT1;1;0;0;0;0;0;0;0;;TradeSkill+Recovery;;0;;;;;;;;;;;Eat;0;
FoodLumberjackT1;FoodLumberjackT1+FoodRecoveryT1;1;0;0;0;0;0;0;0;;TradeSkill+Recovery;;0;;;;;;;;;;;Eat;0;
FoodHealthRecoveryT2;FoodInitialRecoveryT2+FoodRecoveryT2;1;0;0;0;0;0;0;0;;Recovery+FoodInitialRecovery;;0;;;;;;;;;;;Eat;0;
FoodCorruptedT2;FoodCorruptedT2+FoodRecoveryT2;1;0;0;0;0;0;0;0;;Family;;0;;;;;;;;;;;Eat;0;
FoodLostT2;FoodLostT2+FoodRecoveryT2;1;0;0;0;0;0;0;0;;Family;;0;;;;;;;;;;;Eat;0;
FoodAngryEarthT2;FoodAngryEarthT2+FoodRecoveryT2;1;0;0;0;0;0;0;0;;Family;;0;;;;;;;;;;;Eat;0;
FoodBeastT2;FoodBeastT2+FoodRecoveryT2;1;0;0;0;0;0;0;0;;Family;;0;;;;;;;;;;;Eat;0;
FoodAncientT2;FoodAncientT2+FoodRecoveryT2;1;0;0;0;0;0;0;0;;Family;;0;;;;;;;;;;;Eat;0;
FoodManaT2;FoodManaT2+FoodRecoveryT2;1;0;0;0;0;0;0;0;;Recovery;;0;;;;;;;;;;;Eat;0;
FoodDefenseT2;FoodDefenseT2+FoodRecoveryT2;1;0;0;0;0;0;0;0;;Recovery;;0;;;;;;;;;;;Drink;0;
FoodWeaponsmithT2;FoodWeaponsmithT2+FoodRecoveryT2;1;0;0;0;0;0;0;0;;TradeSkill+Recovery;;0;;;;;;;;;;;Eat;0;
FoodJewelcrafterT2;FoodJewelcrafterT2+FoodRecoveryT2;1;0;0;0;0;0;0;0;;TradeSkill+Recovery;;0;;;;;;;;;;;Eat;0;
FoodEngineerT2;FoodEngineerT2+FoodRecoveryT2;1;0;0;0;0;0;0;0;;TradeSkill+Recovery;;0;;;;;;;;;;;Eat;0;
FoodArcanistT2;FoodArcanistT2+FoodRecoveryT2;1;0;0;0;0;0;0;0;;TradeSkill+Recovery;;0;;;;;;;;;;;Eat;0;
FoodArmorerT2;FoodArmorerT2+FoodRecoveryT2;1;0;0;0;0;0;0;0;;TradeSkill+Recovery;;0;;;;;;;;;;;Drink;0;
FoodMinerT2;FoodMinerT2+FoodRecoveryT2;1;0;0;0;0;0;0;0;;TradeSkill+Recovery;;0;;;;;;;;;;;Eat;0;
FoodHarvesterT2;FoodHarvesterT2+FoodRecoveryT2;1;0;0;0;0;0;0;0;;TradeSkill+Recovery;;0;;;;;;;;;;;Eat;0;
FoodHunterT2;FoodHunterT2+FoodRecoveryT2;1;0;0;0;0;0;0;0;;TradeSkill+Recovery;;0;;;;;;;;;;;Eat;0;
FoodLumberjackT2;FoodLumberjackT2+FoodRecoveryT2;1;0;0;0;0;0;0;0;;TradeSkill+Recovery;;0;;;;;;;;;;;Eat;0;
FoodHealthRecoveryT3;FoodInitialRecoveryT3+FoodRecoveryT3;1;0;0;0;0;0;0;0;;Recovery+FoodInitialRecovery;;0;;;;;;;;;;;Eat;0;
FoodCorruptedT3;FoodCorruptedT3+FoodRecoveryT3;1;0;0;0;0;0;0;0;;Family;;0;;;;;;;;;;;Eat;0;
FoodLostT3;FoodLostT3+FoodRecoveryT3;1;0;0;0;0;0;0;0;;Family;;0;;;;;;;;;;;Eat;0;
FoodAngryEarthT3;FoodAngryEarthT3+FoodRecoveryT3;1;0;0;0;0;0;0;0;;Family;;0;;;;;;;;;;;Eat;0;
FoodBeastT3;FoodBeastT3+FoodRecoveryT3;1;0;0;0;0;0;0;0;;Family;;0;;;;;;;;;;;Eat;0;
FoodAncientT3;FoodAncientT3+FoodRecoveryT3;1;0;0;0;0;0;0;0;;Family;;0;;;;;;;;;;;Eat;0;
FoodManaT3;FoodManaT3+FoodRecoveryT3;1;0;0;0;0;0;0;0;;Recovery;;0;;;;;;;;;;;Eat;0;
FoodDefenseT3;FoodDefenseT3+FoodRecoveryT3;1;0;0;0;0;0;0;0;;Recovery;;0;;;;;;;;;;;Eat;0;
FoodWeaponsmithT3;FoodWeaponsmithT3+FoodRecoveryT3;1;0;0;0;0;0;0;0;;TradeSkill+Recovery;;0;;;;;;;;;;;Eat;0;
FoodJewelcrafterT3;FoodJewelcrafterT3+FoodRecoveryT3;1;0;0;0;0;0;0;0;;TradeSkill+Recovery;;0;;;;;;;;;;;Drink;0;
FoodEngineerT3;FoodEngineerT3+FoodRecoveryT3;1;0;0;0;0;0;0;0;;TradeSkill+Recovery;;0;;;;;;;;;;;Eat;0;
FoodArcanistT3;FoodArcanistT3+FoodRecoveryT3;1;0;0;0;0;0;0;0;;TradeSkill+Recovery;;0;;;;;;;;;;;Eat;0;
FoodArmorerT3;FoodArmorerT3+FoodRecoveryT3;1;0;0;0;0;0;0;0;;TradeSkill+Recovery;;0;;;;;;;;;;;Drink;0;
FoodMinerT3;FoodMinerT3+FoodRecoveryT3;1;0;0;0;0;0;0;0;;TradeSkill+Recovery;;0;;;;;;;;;;;Eat;0;
FoodHarvesterT3;FoodHarvesterT3+FoodRecoveryT3;1;0;0;0;0;0;0;0;;TradeSkill+Recovery;;0;;;;;;;;;;;Eat;0;
FoodHunterT3;FoodHunterT3+FoodRecoveryT3;1;0;0;0;0;0;0;0;;TradeSkill+Recovery;;0;;;;;;;;;;;Eat;0;
FoodLumberjackT3;FoodLumberjackT3+FoodRecoveryT3;1;0;0;0;0;0;0;0;;TradeSkill+Recovery;;0;;;;;;;;;;;Eat;0;
FoodHealthRecoveryT4;FoodInitialRecoveryT4+FoodRecoveryT4;1;0;0;0;0;0;0;0;;Recovery+FoodInitialRecovery;;0;;;;;;;;;;;Eat;0;
FoodCorruptedT4;FoodCorruptedT4+FoodRecoveryT4;1;0;0;0;0;0;0;0;;Family;;0;;;;;;;;;;;Eat;0;
FoodLostT4;FoodLostT4+FoodRecoveryT4;1;0;0;0;0;0;0;0;;Family;;0;;;;;;;;;;;Eat;0;
FoodAngryEarthT4;FoodAngryEarthT4+FoodRecoveryT4;1;0;0;0;0;0;0;0;;Family;;0;;;;;;;;;;;Eat;0;
FoodBeastT4;FoodBeastT4+FoodRecoveryT4;1;0;0;0;0;0;0;0;;Family;;0;;;;;;;;;;;Eat;0;
FoodAncientT4;FoodAncientT4+FoodRecoveryT4;1;0;0;0;0;0;0;0;;Family;;0;;;;;;;;;;;Eat;0;
FoodManaT4;FoodManaT4+FoodRecoveryT4;1;0;0;0;0;0;0;0;;Recovery;;0;;;;;;;;;;;Drink;0;
FoodDefenseT4;FoodDefenseT4+FoodRecoveryT4;1;0;0;0;0;0;0;0;;Recovery;;0;;;;;;;;;;;Eat;0;
FoodWeaponsmithT4;FoodWeaponsmithT4+FoodRecoveryT4;1;0;0;0;0;0;0;0;;TradeSkill+Recovery;;0;;;;;;;;;;;Eat;0;
FoodJewelcrafterT4;FoodJewelcrafterT4+FoodRecoveryT4;1;0;0;0;0;0;0;0;;TradeSkill+Recovery;;0;;;;;;;;;;;Eat;0;
FoodEngineerT4;FoodEngineerT4+FoodRecoveryT4;1;0;0;0;0;0;0;0;;TradeSkill+Recovery;;0;;;;;;;;;;;Eat;0;
FoodArcanistT4;FoodArcanistT4+FoodRecoveryT4;1;0;0;0;0;0;0;0;;TradeSkill+Recovery;;0;;;;;;;;;;;Drink;0;
FoodArmorerT4;FoodArmorerT4+FoodRecoveryT4;1;0;0;0;0;0;0;0;;TradeSkill+Recovery;;0;;;;;;;;;;;Drink;0;
FoodMinerT4;FoodMinerT4+FoodRecoveryT4;1;0;0;0;0;0;0;0;;TradeSkill+Recovery;;0;;;;;;;;;;;Eat;0;
FoodHarvesterT4;FoodHarvesterT4+FoodRecoveryT4;1;0;0;0;0;0;0;0;;TradeSkill+Recovery;;0;;;;;;;;;;;Eat;0;
FoodHunterT4;FoodHunterT4+FoodRecoveryT4;1;0;0;0;0;0;0;0;;TradeSkill+Recovery;;0;;;;;;;;;;;Eat;0;
FoodLumberjackT4;FoodLumberjackT4+FoodRecoveryT4;1;0;0;0;0;0;0;0;;TradeSkill+Recovery;;0;;;;;;;;;;;Eat;0;
FoodHealthRecoveryT5;FoodInitialRecoveryT5+FoodRecoveryT5;1;0;0;0;0;0;0;0;;Recovery+FoodInitialRecovery;;0;;;;;;;;;;;Eat;0;
FoodCorruptedT5;FoodCorruptedT5+FoodRecoveryT5;1;0;0;0;0;0;0;0;;Family;;0;;;;;;;;;;;Eat;0;
FoodLostT5;FoodLostT5+FoodRecoveryT5;1;0;0;0;0;0;0;0;;Family;;0;;;;;;;;;;;Eat;0;
FoodAngryEarthT5;FoodAngryEarthT5+FoodRecoveryT5;1;0;0;0;0;0;0;0;;Family;;0;;;;;;;;;;;Eat;0;
FoodBeastT5;FoodBeastT5+FoodRecoveryT5;1;0;0;0;0;0;0;0;;Family;;0;;;;;;;;;;;Eat;0;
FoodAncientT5;FoodAncientT5+FoodRecoveryT5;1;0;0;0;0;0;0;0;;Family;;0;;;;;;;;;;;Eat;0;
FoodManaT5;FoodManaT5+FoodRecoveryT5;1;0;0;0;0;0;0;0;;Recovery;;0;;;;;;;;;;;Eat;0;
FoodDefenseT5;FoodDefenseT5+FoodRecoveryT5;1;0;0;0;0;0;0;0;;Recovery;;0;;;;;;;;;;;Drink;0;
FoodWeaponsmithT5;FoodWeaponsmithT5+FoodRecoveryT5;1;0;0;0;0;0;0;0;;TradeSkill+Recovery;;0;;;;;;;;;;;Eat;0;
FoodJewelcrafterT5;FoodJewelcrafterT5+FoodRecoveryT5;1;0;0;0;0;0;0;0;;TradeSkill+Recovery;;0;;;;;;;;;;;Eat;0;
FoodEngineerT5;FoodEngineerT5+FoodRecoveryT5;1;0;0;0;0;0;0;0;;TradeSkill+Recovery;;0;;;;;;;;;;;Eat;0;
FoodArcanistT5;FoodArcanistT5+FoodRecoveryT5;1;0;0;0;0;0;0;0;;TradeSkill+Recovery;;0;;;;;;;;;;;Drink;0;
FoodArmorerT5;FoodArmorerT5+FoodRecoveryT5;1;0;0;0;0;0;0;0;;TradeSkill+Recovery;;0;;;;;;;;;;;Eat;0;
FoodMinerT5;FoodMinerT5+FoodRecoveryT5;1;0;0;0;0;0;0;0;;TradeSkill+Recovery;;0;;;;;;;;;;;Eat;0;
FoodHarvesterT5;FoodHarvesterT5+FoodRecoveryT5;1;0;0;0;0;0;0;0;;TradeSkill+Recovery;;0;;;;;;;;;;;Eat;0;
FoodHunterT5;FoodHunterT5+FoodRecoveryT5;1;0;0;0;0;0;0;0;;TradeSkill+Recovery;;0;;;;;;;;;;;Eat;0;
FoodLumberjackT5;FoodLumberjackT5+FoodRecoveryT5;1;0;0;0;0;0;0;0;;TradeSkill+Recovery;;0;;;;;;;;;;;Eat;0;
BaitFreshBreadT1;;0;0;0;0;0;0;0;0;;;;1;;;;;;;;;;;WeaponOil;0;
BaitFreshMeatT1;;0;0;0;0;0;0;0;0;;;;1;;;;;;;;;;;WeaponOil;0;
BaitSaltFishT1;;0;0;0;0;0;0;0;0;;;;1;;;;;;;;;;;WeaponOil;0;
BaitSaltCheeseT1;;0;0;0;0;0;0;0;0;;;;1;;;;;;;;;;;WeaponOil;0;
BaitFreshClamT2;;0;0;0;0;0;0;0;0;;;;1;;;;;;;;;;;WeaponOil;0;
BaitFreshWoodliceT2;;0;0;0;0;0;0;0;0;;;;1;;;;;;;;;;;WeaponOil;0;
BaitSaltSnailT2;;0;0;0;0;0;0;0;0;;;;1;;;;;;;;;;;WeaponOil;0;
BaitSaltNightcrawlerT2;;0;0;0;0;0;0;0;0;;;;1;;;;;;;;;;;WeaponOil;0;
BaitFreshOysterT3;;0;0;0;0;0;0;0;0;;;;1;;;;;;;;;;;WeaponOil;0;
BaitFreshFireflyT3;;0;0;0;0;0;0;0;0;;;;1;;;;;;;;;;;WeaponOil;0;
BaitSaltElectricEelT3;;0;0;0;0;0;0;0;0;;;;1;;;;;;;;;;;WeaponOil;0;
BaitSaltGlowwormT3;;0;0;0;0;0;0;0;0;;;;1;;;;;;;;;;;WeaponOil;0;
CritterCallT1;;1;30;0;0;1;0;5.25;1500;;;;1;;;;;;;;;;;Call;0;
Toy_FrenzyPotion;Toy_FrenzyPotion;1;0;0;0;1;0;0;0;;;;0;;;;;;;;;;;Potion;0;
Toy_Grenade;;1;300;0;0;1;0;0;0;;;;0;;;;;;;;;;;Call;0;
Toy_PotionOfHuntersVision;AllVision;1;0;0;0;1;0;0;1;;;;1;;;;;;;;;;;Potion;60;HuntersVision
FoodSTRT2;FoodSTRT2+FoodRecoveryT2;0;0;0;0;0;0;0;0;;Attributes+Recovery;;0;;;;;;;;;;;Eat;0;
FoodSTRT3;FoodSTRT3+FoodRecoveryT3;0;0;0;0;0;0;0;0;;Attributes+Recovery;;0;;;;;;;;;;;Eat;0;
FoodSTRT4;FoodSTRT4+FoodRecoveryT4;0;0;0;0;0;0;0;0;;Attributes+Recovery;;0;;;;;;;;;;;Eat;0;
FoodSTRT5;FoodSTRT5+FoodRecoveryT5;0;0;0;0;0;0;0;0;;Attributes+Recovery;;0;;;;;;;;;;;Eat;0;
FoodSTRDEXT2;FoodSTRDEXT2+FoodRecoveryT2;0;0;0;0;0;0;0;0;;Attributes+Recovery;;0;;;;;;;;;;;Eat;0;
FoodSTRDEXT3;FoodSTRDEXT3+FoodRecoveryT3;0;0;0;0;0;0;0;0;;Attributes+Recovery;;0;;;;;;;;;;;Eat;0;
FoodSTRDEXT4;FoodSTRDEXT4+FoodRecoveryT4;0;0;0;0;0;0;0;0;;Attributes+Recovery;;0;;;;;;;;;;;Eat;0;
FoodSTRDEXT5;FoodSTRDEXT5+FoodRecoveryT5;0;0;0;0;0;0;0;0;;Attributes+Recovery;;0;;;;;;;;;;;Eat;0;
FoodSTRINTT2;FoodSTRINTT2+FoodRecoveryT2;0;0;0;0;0;0;0;0;;Attributes+Recovery;;0;;;;;;;;;;;Eat;0;
FoodSTRINTT3;FoodSTRINTT3+FoodRecoveryT3;0;0;0;0;0;0;0;0;;Attributes+Recovery;;0;;;;;;;;;;;Eat;0;
FoodSTRINTT4;FoodSTRINTT4+FoodRecoveryT4;0;0;0;0;0;0;0;0;;Attributes+Recovery;;0;;;;;;;;;;;Eat;0;
FoodSTRINTT5;FoodSTRINTT5+FoodRecoveryT5;0;0;0;0;0;0;0;0;;Attributes+Recovery;;0;;;;;;;;;;;Eat;0;
FoodSTRCONT2;FoodSTRCONT2+FoodRecoveryT2;0;0;0;0;0;0;0;0;;Attributes+Recovery;;0;;;;;;;;;;;Eat;0;
FoodSTRCONT3;FoodSTRCONT3+FoodRecoveryT3;0;0;0;0;0;0;0;0;;Attributes+Recovery;;0;;;;;;;;;;;Eat;0;
FoodSTRCONT4;FoodSTRCONT4+FoodRecoveryT4;0;0;0;0;0;0;0;0;;Attributes+Recovery;;0;;;;;;;;;;;Eat;0;
FoodSTRCONT5;FoodSTRCONT5+FoodRecoveryT5;0;0;0;0;0;0;0;0;;Attributes+Recovery;;0;;;;;;;;;;;Eat;0;
FoodSTRFOCT2;FoodSTRFOCT2+FoodRecoveryT2;0;0;0;0;0;0;0;0;;Attributes+Recovery;;0;;;;;;;;;;;Eat;0;
FoodSTRFOCT3;FoodSTRFOCT3+FoodRecoveryT3;0;0;0;0;0;0;0;0;;Attributes+Recovery;;0;;;;;;;;;;;Eat;0;
FoodSTRFOCT4;FoodSTRFOCT4+FoodRecoveryT4;0;0;0;0;0;0;0;0;;Attributes+Recovery;;0;;;;;;;;;;;Eat;0;
FoodSTRFOCT5;FoodSTRFOCT5+FoodRecoveryT5;0;0;0;0;0;0;0;0;;Attributes+Recovery;;0;;;;;;;;;;;Eat;0;
FoodDEXSTRT2;FoodDEXSTRT2+FoodRecoveryT2;0;0;0;0;0;0;0;0;;Attributes+Recovery;;0;;;;;;;;;;;Eat;0;
FoodDEXSTRT3;FoodDEXSTRT3+FoodRecoveryT3;0;0;0;0;0;0;0;0;;Attributes+Recovery;;0;;;;;;;;;;;Eat;0;
FoodDEXSTRT4;FoodDEXSTRT4+FoodRecoveryT4;0;0;0;0;0;0;0;0;;Attributes+Recovery;;0;;;;;;;;;;;Eat;0;
FoodDEXSTRT5;FoodDEXSTRT5+FoodRecoveryT5;0;0;0;0;0;0;0;0;;Attributes+Recovery;;0;;;;;;;;;;;Eat;0;
FoodDEXT2;FoodDEXT2+FoodRecoveryT2;0;0;0;0;0;0;0;0;;Attributes+Recovery;;0;;;;;;;;;;;Eat;0;
FoodDEXT3;FoodDEXT3+FoodRecoveryT3;0;0;0;0;0;0;0;0;;Attributes+Recovery;;0;;;;;;;;;;;Eat;0;
FoodDEXT4;FoodDEXT4+FoodRecoveryT4;0;0;0;0;0;0;0;0;;Attributes+Recovery;;0;;;;;;;;;;;Eat;0;
FoodDEXT5;FoodDEXT5+FoodRecoveryT5;0;0;0;0;0;0;0;0;;Attributes+Recovery;;0;;;;;;;;;;;Eat;0;
FoodDEXINTT2;FoodDEXINTT2+FoodRecoveryT2;0;0;0;0;0;0;0;0;;Attributes+Recovery;;0;;;;;;;;;;;Eat;0;
FoodDEXINTT3;FoodDEXINTT3+FoodRecoveryT3;0;0;0;0;0;0;0;0;;Attributes+Recovery;;0;;;;;;;;;;;Eat;0;
FoodDEXINTT4;FoodDEXINTT4+FoodRecoveryT4;0;0;0;0;0;0;0;0;;Attributes+Recovery;;0;;;;;;;;;;;Eat;0;
FoodDEXINTT5;FoodDEXINTT5+FoodRecoveryT5;0;0;0;0;0;0;0;0;;Attributes+Recovery;;0;;;;;;;;;;;Eat;0;
FoodDEXCONT2;FoodDEXCONT2+FoodRecoveryT2;0;0;0;0;0;0;0;0;;Attributes+Recovery;;0;;;;;;;;;;;Eat;0;
FoodDEXCONT3;FoodDEXCONT3+FoodRecoveryT3;0;0;0;0;0;0;0;0;;Attributes+Recovery;;0;;;;;;;;;;;Eat;0;
FoodDEXCONT4;FoodDEXCONT4+FoodRecoveryT4;0;0;0;0;0;0;0;0;;Attributes+Recovery;;0;;;;;;;;;;;Eat;0;
FoodDEXCONT5;FoodDEXCONT5+FoodRecoveryT5;0;0;0;0;0;0;0;0;;Attributes+Recovery;;0;;;;;;;;;;;Eat;0;
FoodDEXFOCT2;FoodDEXFOCT2+FoodRecoveryT2;0;0;0;0;0;0;0;0;;Attributes+Recovery;;0;;;;;;;;;;;Eat;0;
FoodDEXFOCT3;FoodDEXFOCT3+FoodRecoveryT3;0;0;0;0;0;0;0;0;;Attributes+Recovery;;0;;;;;;;;;;;Eat;0;
FoodDEXFOCT4;FoodDEXFOCT4+FoodRecoveryT4;0;0;0;0;0;0;0;0;;Attributes+Recovery;;0;;;;;;;;;;;Eat;0;
FoodDEXFOCT5;FoodDEXFOCT5+FoodRecoveryT5;0;0;0;0;0;0;0;0;;Attributes+Recovery;;0;;;;;;;;;;;Eat;0;
FoodINTSTRT2;FoodINTSTRT2+FoodRecoveryT2;0;0;0;0;0;0;0;0;;Attributes+Recovery;;0;;;;;;;;;;;Eat;0;
FoodINTSTRT3;FoodINTSTRT3+FoodRecoveryT3;0;0;0;0;0;0;0;0;;Attributes+Recovery;;0;;;;;;;;;;;Eat;0;
FoodINTSTRT4;FoodINTSTRT4+FoodRecoveryT4;0;0;0;0;0;0;0;0;;Attributes+Recovery;;0;;;;;;;;;;;Eat;0;
FoodINTSTRT5;FoodINTSTRT5+FoodRecoveryT5;0;0;0;0;0;0;0;0;;Attributes+Recovery;;0;;;;;;;;;;;Eat;0;
FoodINTDEXT2;FoodINTDEXT2+FoodRecoveryT2;0;0;0;0;0;0;0;0;;Attributes+Recovery;;0;;;;;;;;;;;Eat;0;
FoodINTDEXT3;FoodINTDEXT3+FoodRecoveryT3;0;0;0;0;0;0;0;0;;Attributes+Recovery;;0;;;;;;;;;;;Eat;0;
FoodINTDEXT4;FoodINTDEXT4+FoodRecoveryT4;0;0;0;0;0;0;0;0;;Attributes+Recovery;;0;;;;;;;;;;;Eat;0;
FoodINTDEXT5;FoodINTDEXT5+FoodRecoveryT5;0;0;0;0;0;0;0;0;;Attributes+Recovery;;0;;;;;;;;;;;Eat;0;
FoodINTT2;FoodINTT2+FoodRecoveryT2;0;0;0;0;0;0;0;0;;Attributes+Recovery;;0;;;;;;;;;;;Eat;0;
FoodINTT3;FoodINTT3+FoodRecoveryT3;0;0;0;0;0;0;0;0;;Attributes+Recovery;;0;;;;;;;;;;;Eat;0;
FoodINTT4;FoodINTT4+FoodRecoveryT4;0;0;0;0;0;0;0;0;;Attributes+Recovery;;0;;;;;;;;;;;Eat;0;
FoodINTT5;FoodINTT5+FoodRecoveryT5;0;0;0;0;0;0;0;0;;Attributes+Recovery;;0;;;;;;;;;;;Eat;0;
FoodINTCONT2;FoodINTCONT2+FoodRecoveryT2;0;0;0;0;0;0;0;0;;Attributes+Recovery;;0;;;;;;;;;;;Eat;0;
FoodINTCONT3;FoodINTCONT3+FoodRecoveryT3;0;0;0;0;0;0;0;0;;Attributes+Recovery;;0;;;;;;;;;;;Eat;0;
FoodINTCONT4;FoodINTCONT4+FoodRecoveryT4;0;0;0;0;0;0;0;0;;Attributes+Recovery;;0;;;;;;;;;;;Eat;0;
FoodINTCONT5;FoodINTCONT5+FoodRecoveryT5;0;0;0;0;0;0;0;0;;Attributes+Recovery;;0;;;;;;;;;;;Eat;0;
FoodINTFOCT2;FoodINTFOCT2+FoodRecoveryT2;0;0;0;0;0;0;0;0;;Attributes+Recovery;;0;;;;;;;;;;;Eat;0;
FoodINTFOCT3;FoodINTFOCT3+FoodRecoveryT3;0;0;0;0;0;0;0;0;;Attributes+Recovery;;0;;;;;;;;;;;Eat;0;
FoodINTFOCT4;FoodINTFOCT4+FoodRecoveryT4;0;0;0;0;0;0;0;0;;Attributes+Recovery;;0;;;;;;;;;;;Eat;0;
FoodINTFOCT5;FoodINTFOCT5+FoodRecoveryT5;0;0;0;0;0;0;0;0;;Attributes+Recovery;;0;;;;;;;;;;;Eat;0;
FoodCONSTRT2;FoodCONSTRT2+FoodRecoveryT2;0;0;0;0;0;0;0;0;;Attributes+Recovery;;0;;;;;;;;;;;Eat;0;
FoodCONSTRT3;FoodCONSTRT3+FoodRecoveryT3;0;0;0;0;0;0;0;0;;Attributes+Recovery;;0;;;;;;;;;;;Eat;0;
FoodCONSTRT4;FoodCONSTRT4+FoodRecoveryT4;0;0;0;0;0;0;0;0;;Attributes+Recovery;;0;;;;;;;;;;;Eat;0;
FoodCONSTRT5;FoodCONSTRT5+FoodRecoveryT5;0;0;0;0;0;0;0;0;;Attributes+Recovery;;0;;;;;;;;;;;Eat;0;
FoodCONDEXT2;FoodCONDEXT2+FoodRecoveryT2;0;0;0;0;0;0;0;0;;Attributes+Recovery;;0;;;;;;;;;;;Eat;0;
FoodCONDEXT3;FoodCONDEXT3+FoodRecoveryT3;0;0;0;0;0;0;0;0;;Attributes+Recovery;;0;;;;;;;;;;;Eat;0;
FoodCONDEXT4;FoodCONDEXT4+FoodRecoveryT4;0;0;0;0;0;0;0;0;;Attributes+Recovery;;0;;;;;;;;;;;Eat;0;
FoodCONDEXT5;FoodCONDEXT5+FoodRecoveryT5;0;0;0;0;0;0;0;0;;Attributes+Recovery;;0;;;;;;;;;;;Eat;0;
FoodCONINTT2;FoodCONINTT2+FoodRecoveryT2;0;0;0;0;0;0;0;0;;Attributes+Recovery;;0;;;;;;;;;;;Eat;0;
FoodCONINTT3;FoodCONINTT3+FoodRecoveryT3;0;0;0;0;0;0;0;0;;Attributes+Recovery;;0;;;;;;;;;;;Eat;0;
FoodCONINTT4;FoodCONINTT4+FoodRecoveryT4;0;0;0;0;0;0;0;0;;Attributes+Recovery;;0;;;;;;;;;;;Eat;0;
FoodCONINTT5;FoodCONINTT5+FoodRecoveryT5;0;0;0;0;0;0;0;0;;Attributes+Recovery;;0;;;;;;;;;;;Eat;0;
FoodCONT2;FoodCONT2+FoodRecoveryT2;0;0;0;0;0;0;0;0;;Attributes+Recovery;;0;;;;;;;;;;;Eat;0;
FoodCONT3;FoodCONT3+FoodRecoveryT3;0;0;0;0;0;0;0;0;;Attributes+Recovery;;0;;;;;;;;;;;Eat;0;
FoodCONT4;FoodCONT4+FoodRecoveryT4;0;0;0;0;0;0;0;0;;Attributes+Recovery;;0;;;;;;;;;;;Eat;0;
FoodCONT5;FoodCONT5+FoodRecoveryT5;0;0;0;0;0;0;0;0;;Attributes+Recovery;;0;;;;;;;;;;;Eat;0;
FoodCONFOCT2;FoodCONFOCT2+FoodRecoveryT2;0;0;0;0;0;0;0;0;;Attributes+Recovery;;0;;;;;;;;;;;Eat;0;
FoodCONFOCT3;FoodCONFOCT3+FoodRecoveryT3;0;0;0;0;0;0;0;0;;Attributes+Recovery;;0;;;;;;;;;;;Eat;0;
FoodCONFOCT4;FoodCONFOCT4+FoodRecoveryT4;0;0;0;0;0;0;0;0;;Attributes+Recovery;;0;;;;;;;;;;;Eat;0;
FoodCONFOCT5;FoodCONFOCT5+FoodRecoveryT5;0;0;0;0;0;0;0;0;;Attributes+Recovery;;0;;;;;;;;;;;Eat;0;
FoodFOCSTRT2;FoodFOCSTRT2+FoodRecoveryT2;0;0;0;0;0;0;0;0;;Attributes+Recovery;;0;;;;;;;;;;;Eat;0;
FoodFOCSTRT3;FoodFOCSTRT3+FoodRecoveryT3;0;0;0;0;0;0;0;0;;Attributes+Recovery;;0;;;;;;;;;;;Eat;0;
