UniqueTagID;IsEnabled;DisplayName;Description;PortraitImage;LandscapeImage;SquareImage;ThumbnailImage
dragons_coil;1;@dragons_coil_name;@dragons_coil_description;LyShineUI/Images/mtx/mtx_product_images/shield_Portrait_DragonCoil.png;LyShineUI/Images/mtx/mtx_product_images/shield_Rectangle_DragonCoil.png;LyShineUI/Images/mtx/mtx_product_images/shield_Square_DragonCoil.png;LyShineUI/Images/mtx/mtx_product_images/shield_Thumbnail_DragonCoil.png
EntitlementSkin_AnglesDemon_Spear;1;@EntitlementSkin_AnglesDemon_Spear_name;@EntitlementSkin_AnglesDemon_Spear_description;LyShineUI/Images/mtx/mtx_product_images/weapon_Portrait_DivineVengeance.png;LyShineUI/Images/mtx/mtx_product_images/weapon_Rectangle_DivineVengeance.png;LyShineUI/Images/mtx/mtx_product_images/weapon_Square_DivineVengeance.png;LyShineUI/Images/mtx/mtx_product_images/weapon_Thumbnail_DivineVengeance.png
EntitlementSkin_AnglesDemon_FireStaff;1;@EntitlementSkin_AnglesDemon_FireStaff_name;@EntitlementSkin_AnglesDemon_FireStaff_description;LyShineUI/Images/mtx/mtx_product_images/weapon_Portrait_FireBrimstone.png;LyShineUI/Images/mtx/mtx_product_images/weapon_Rectangle_FireBrimstone.png;LyShineUI/Images/mtx/mtx_product_images/weapon_Square_FireBrimstone.png;LyShineUI/Images/mtx/mtx_product_images/weapon_Thumbnail_FireBrimstone.png
twitch_pirate_weapon_sword;0;@twitch_pirate_weapon_sword_name;@twitch_pirate_weapon_sword_description;LyShineUI/Images/mtx/mtx_product_images/weapon_Portrait_Gravestakes.png;LyShineUI/Images/mtx/mtx_product_images/weapon_Rectangle_Gravestakes.png;LyShineUI/Images/mtx/mtx_product_images/weapon_Square_Gravestakes.png;LyShineUI/Images/mtx/mtx_product_images/weapon_Thumbnail_Gravestakes.png
EntitlementSkin_AnglesDemon_LifeStaff;1;@EntitlementSkin_AnglesDemon_LifeStaff_name;@EntitlementSkin_AnglesDemon_LifeStaff_description;LyShineUI/Images/mtx/mtx_product_images/weapon_Portrait_HarmonicRestoration.png;LyShineUI/Images/mtx/mtx_product_images/weapon_Rectangle_HarmonicRestoration.png;LyShineUI/Images/mtx/mtx_product_images/weapon_Square_HarmonicRestoration.png;LyShineUI/Images/mtx/mtx_product_images/weapon_Thumbnail_HarmonicRestoration.png
howl_at_dawn;1;@howl_at_dawn_name;@howl_at_dawn_description;LyShineUI/Images/mtx/mtx_product_images/weapon_Portrait_HowlAtDawn.png;LyShineUI/Images/mtx/mtx_product_images/weapon_Rectangle_HowlAtDawn.png;LyShineUI/Images/mtx/mtx_product_images/weapon_Square_HowlAtDawn.png;LyShineUI/Images/mtx/mtx_product_images/weapon_Thumbnail_HowlAtDawn.png
twin_wolves;1;@twin_wolves_name;@twin_wolves_description;LyShineUI/Images/mtx/mtx_product_images/weapon_Portrait_TwinWolves.png;LyShineUI/Images/mtx/mtx_product_images/weapon_Rectangle_TwinWolves.png;LyShineUI/Images/mtx/mtx_product_images/weapon_Square_TwinWolves.png;LyShineUI/Images/mtx/mtx_product_images/weapon_Thumbnail_TwinWolves.png
silver_dye;1;@silver_dye_name;@silver_dye_description;LyShineUI/Images/mtx/mtx_product_images/dye58_Portrait_Silver.png;LyShineUI/Images/mtx/mtx_product_images/dye58_Rectangle_Silver.png;LyShineUI/Images/mtx/mtx_product_images/dye58_Square_Silver.png;LyShineUI/Images/mtx/mtx_product_images/dye58_Thumbnail_Silver.png
Bundle_Starter;0;@Bundle_Starter_name;@Bundle_Starter_description;;;;
Bundle_Weapon_Runic;0;@Bundle_Weapon_Runic_name;@Bundle_Weapon_Runic_description;;;;
Bundle_Armor_Runic;0;@Bundle_Armor_Runic_name;@Bundle_Armor_Runic_description;;;;
Bundle_Weapon_Good_Evil;0;@Bundle_Weapon_Good_Evil_name;@Bundle_Weapon_Good_Evil_description;;;;
Bundle_Armor_Good_Evil;0;@Bundle_Armor_Good_Evil_name;@Bundle_Armor_Good_Evil_description;;;;
Bundle_Decor_Pirate;1;@Bundle_Decor_Pirate_name;@Bundle_Decor_Pirate_description;LyShineUI/Images/mtx/mtx_product_images/decorSet_Portrait_Pirate.png;LyShineUI/Images/mtx/mtx_product_images/decorSet_Rectangle_Pirate.png;LyShineUI/Images/mtx/mtx_product_images/decorSet_Square_Pirate.png;LyShineUI/Images/mtx/mtx_product_images/decorSet_Thumbnail_Pirate.png
Bundle_Emote_Launch;0;@Bundle_Emote_Launch_name;@Bundle_Emote_Launch_description;;;;
marks_of_fortune_5000;1;@Marks_Of_Fortune_5000_name;@Marks_Of_Fortune_5000_description;LyShineUI/Images/mtx/mtx_product_images/marksOfFortune_portrait_tier1.png;lyshineui/images/mtx/placeholder_mtx_images/placeholder_image02_rectangle.png;lyshineui/images/mtx/placeholder_mtx_images/placeholder_image02_square.png;LyShineUI/Images/mtx/mtx_product_images/marksOfFortune_thumbnail_tier1.png
marks_of_fortune_11000;1;@Marks_Of_Fortune_11000_name;@Marks_Of_Fortune_11000_description;LyShineUI/Images/mtx/mtx_product_images/marksOfFortune_portrait_tier2.png;lyshineui/images/mtx/placeholder_mtx_images/placeholder_image10_rectangle.png;lyshineui/images/mtx/placeholder_mtx_images/placeholder_image10_square.png;LyShineUI/Images/mtx/mtx_product_images/marksOfFortune_thumbnail_tier2.png
marks_of_fortune_23000;1;@Marks_Of_Fortune_23000_name;@Marks_Of_Fortune_23000_description;LyShineUI/Images/mtx/mtx_product_images/marksOfFortune_portrait_tier3.png;lyshineui/images/mtx/placeholder_mtx_images/placeholder_image11_rectangle.png;lyshineui/images/mtx/placeholder_mtx_images/placeholder_image11_square.png;LyShineUI/Images/mtx/mtx_product_images/marksOfFortune_thumbnail_tier3.png
marks_of_fortune_40250;1;@Marks_Of_Fortune_40250_name;@Marks_Of_Fortune_40250_description;LyShineUI/Images/mtx/mtx_product_images/marksOfFortune_portrait_tier4.png;lyshineui/images/mtx/placeholder_mtx_images/placeholder_image12_rectangle.png;lyshineui/images/mtx/placeholder_mtx_images/placeholder_image12_square.png;LyShineUI/Images/mtx/mtx_product_images/marksOfFortune_thumbnail_tier4.png
marks_of_fortune_60000;1;@Marks_Of_Fortune_60000_name;@Marks_Of_Fortune_60000_description;LyShineUI/Images/mtx/mtx_product_images/marksOfFortune_portrait_tier5.png;lyshineui/images/mtx/placeholder_mtx_images/placeholder_image12_rectangle.png;lyshineui/images/mtx/placeholder_mtx_images/placeholder_image12_square.png;LyShineUI/Images/mtx/mtx_product_images/marksOfFortune_thumbnail_tier5.png
