ObjectiveID;Type;Difficulty;DifficultyLevel;MaxInfluenceLevel;FlagPvp;CanBeShared;CanFastTravel;Task;NpcDestinationId;ExclusiveTerritory;AchievementId;RequiredAchievementId;RequiredFaction;RequiredLevel;SuccessGameEventId;FailureGameEventId;ProgressionReward;ExperienceReward;ObjectiveReward;ItemRewardName;ItemRewardQty;ShouldResetOnFactionChange;Repeatable;CanBeAbandoned;Title;Description;PlayerPrompt;ObjectiveProposalResponse;InProgressResponse;DestinationCompletionAvailablePrompt;DestinationCompletionAvailableResponse;ObjectiveCompletionResponse;ObjectiveAcceptanceResponse;HideIncompleteTurninMarker;ReleaseEventTags;ReleaseActiveOverride;SkipReqAchievmentWhenInvalid;EntitlementId;QuestArcTag
9809_C_0001_RankUp;Journey;;20;;false;false;false;9809_C_0001_d_00_Container_RankUp;;0;FactionRank_C_0001_RankUp;;Covenant;0;98_C_0001_RankUp_success;;CovenantTokens 1;;;;;true;0;false;@98_C_0001_RankUp_title;@98_C_0001_RankUp_description;;;;@complete_available_prompt_DEFAULT;;;;;;;;;
9812_C_0001_RankUp;Journey;;20;;false;false;false;9812_C_0001_d_00_Container_RankUp;;0;FactionRank_C_0001_RankUp;;Covenant;0;98_C_0001_RankUp_success;;CovenantTokens 1;;;;;true;0;false;@98_C_0001_RankUp_title;@98_C_0001_RankUp_description;;;;@complete_available_prompt_DEFAULT;;;;;;;;;
98_C_01_theapostate;Journey;;25;;false;false;false;98_C_01_d_00_Container_theapostate;0209_Adjudicator;0;covenant_faction_quest_01;S_factionhandoff;Covenant;0;98_C_01_theapostate_success;;Covenant 1;;98_C_0102_RankUp;;;true;0;true;@98_C_01_theapostate_title;@98_C_01_theapostate_description;@98_C_01_theapostate_start_prompt;@98_C_01_theapostate_proposal;@98_C_01_theapostate_incomplete;@complete_available_prompt_DEFAULT;@98_C_01_theapostate_complete;;;;;;;;
98_C_0102_RankUp;Journey;;35;;false;false;false;98_C_0102_d_00_Container_RankUp;;0;FactionRank_C_0102_RankUp;S_factionhandoff;Covenant;0;98_C_0102_RankUp_success;;CovenantTokens 2;;;;;true;0;false;@98_C_0102_RankUp_title;@98_C_0102_RankUp_description;;;;@complete_available_prompt_DEFAULT;;;;;;;;;
98_C_01b_fenredemption;Journey;;40;;false;false;false;98_C_01b_d_00_Container_fenredemption;1309_Adjudicator;0;covenant_faction_quest_01b;covenant_faction_quest_01;Covenant;0;98_C_01b_fenredemption_success;;Covenant 2;;98_C_0203_RankUp;;;true;0;true;@98_C_01b_fenredemption_title;@98_C_01b_fenredemption_description;@98_C_01b_fenredemption_start_prompt;@98_C_01b_fenredemption_proposal;@98_C_01b_fenredemption_incomplete;@complete_available_prompt_DEFAULT;@98_C_01b_fenredemption_complete;;;;;;;;
98_C_0203_RankUp;Journey;;45;;false;false;false;98_C_0203_d_00_Container_RankUp;;0;FactionRank_C_0203_RankUp;;Covenant;0;98_C_0203_RankUp_success;;CovenantTokens 3;;;;;true;0;false;@98_C_0203_RankUp_title;@98_C_0203_RankUp_description;;;;@complete_available_prompt_DEFAULT;;;;;;;;;
98_C_02_soulsalvation;Journey;;50;;false;false;false;98_C_02_d_00_Container_soulsalvation;0309_Adjudicator;0;covenant_faction_quest_02;covenant_faction_quest_01b;Covenant;0;98_C_02_soulsalvation_success;;Covenant 3;;98_C_0304_RankUp;;;true;0;true;@98_C_02_soulsalvation_title;@98_C_02_soulsalvation_description;@98_C_02_soulsalvation_start_prompt;@98_C_02_soulsalvation_proposal;@98_C_02_soulsalvation_incomplete;@complete_available_prompt_DEFAULT;@98_C_02_soulsalvation_complete;;;;;;;;
98_C_0304_RankUp;Journey;;55;;false;false;false;98_C_0304_d_00_Container_RankUp;;0;FactionRank_C_0304_RankUp;;Covenant;0;98_C_0304_RankUp_success;;CovenantTokens 4;;;;;true;0;false;@98_C_0304_RankUp_title;@98_C_0304_RankUp_description;;;;@complete_available_prompt_DEFAULT;;;;;;;;;
98_C_03_thepathtodarkness;Journey;;60;;false;false;false;98_C_03_d_00_Container_thepathtodarkness;0709_Adjudicator;0;covenant_faction_quest_03;covenant_faction_quest_02;Covenant;0;98_C_03_thepathtodarkness_success;;Covenant 4;;;;;true;0;true;@98_C_03_thepathtodarkness_title;@98_C_03_thepathtodarkness_description;@98_C_03_thepathtodarkness_start_prompt;@98_C_03_thepathtodarkness_proposal;@98_C_03_thepathtodarkness_incomplete;@complete_available_prompt_DEFAULT;@98_C_03_thepathtodarkness_complete;;;;;;;;
0204_0104_Executioner_lvl40_Weapon;Journey;;0;;false;false;false;0204_0104_d_00_Container_Executioner_lvl40_Weapon;0204_Overseer;0;WeaponQuest_Executioner_00;02_Quest_10;;40;0204_0104_Executioner_lvl40_Weapon_Success;;;;;;;false;0;false;@0204_0104_Executioner_title;@0204_0104_Executioner_description;@0204_0104_Executioner_start_prompt;@0204_0104_Executioner_proposal;@0204_0104_Executioner_incomplete;@complete_available_prompt_DEFAULT;@0204_0104_Executioner_complete;;;;;;;;
0204_0104_BucaneersPlank_Quest;Journey;;0;;false;false;false;0204_0104_BucaneersPlank_Quest_container;;0;WeaponQuest_Executioner_01;;;0;0204_0104_BucaneersPlank_Quest_Success;;;;;;;false;0;false;@0204_0104_BucaneersPlank_Quest_objective_title;@0204_0104_BucaneersPlank_Quest_description;;;;;;;;;;;;;
0204_0104_HangmansBinding_Quest;Journey;;0;;false;false;false;0204_0104_HangmansBinding_Quest_container;;0;WeaponQuest_Executioner_02;;;0;0204_0104_HangmansBinding_Quest_Success;;;;;;;false;0;false;@0204_0104_HangmansBinding_Quest_objective_title;@0204_0104_HangmansBinding_Quest_description;;;;;;;;;;;;;
0204_0104_BladeBrute_Quest;Journey;;0;;false;false;false;0204_0104_BladeBrute_Quest_container;;0;WeaponQuest_Executioner_03;;;0;0204_0104_BladeBrute_Quest_Success;;;;;;;false;0;false;@0204_0104_BladeBrute_Quest_objective_title;@0204_0104_BladeBrute_Quest_description;;;;;;;;;;;;;
0204_0104_InfernalCoagulant_Quest;Journey;;0;;false;false;false;0204_0104_InfernalCoagulant_Quest_container;;0;WeaponQuest_Executioner_04;;;0;0204_0104_InfernalCoagulant_Quest_Success;;;;;;;false;0;false;@0204_0104_InfernalCoagulant_Quest_objective_title;@0204_0104_InfernalCoagulant_Quest_description;;;;;;;;;;;;;
0203_0103_Hope_Manifest_lvl40_Weapon;Journey;;0;;false;false;false;0203_0103_d_00_Container_Hope_Manifest_lvl40_Weapon;0203_Survivalist;0;WeaponQuest_HopeManifest_00;02_Quest_10;;40;0203_0103_Hope_Manifest_lvl40_Weapon_Success;;;;;;;false;0;false;@0203_0103_Hope_Manifest_title;@0203_0103_Hope_Manifest_description;@0203_0103_Hope_Manifest_start_prompt;@0203_0103_Hope_Manifest_proposal;@0203_0103_Hope_Manifest_incomplete;@complete_available_prompt_DEFAULT;@0203_0103_Hope_Manifest_complete;;;;;;;;
0203_0103_MendersCloth_Quest;Journey;;0;;false;false;false;0203_0103_MendersCloth_Quest_container;;0;WeaponQuest_HopeManifest_01;;;0;0203_0103_MendersCloth_Quest_Success;;;;;;;false;0;false;@0203_0103_MendersCloth_Quest_objective_title;@0203_0103_MendersCloth_Quest_description;;;;;;;;;;;;;
0203_0103_SoothsayerSalve_Quest;Journey;;0;;false;false;false;0203_0103_SoothsayerSalve_Quest_container;;0;WeaponQuest_HopeManifest_02;;;0;0203_0103_SoothsayerSalve_Quest_Success;;;;;;;false;0;false;@0203_0103_SoothsayerSalve_Quest_objective_title;@0203_0103_SoothsayerSalve_Quest_description;;;;;;;;;;;;;
0203_0103_MercysBreath_Quest;Journey;;0;;false;false;false;0203_0103_MercysBreath_Quest_container;;0;WeaponQuest_HopeManifest_03;;;0;0203_0103_MercysBreath_Quest_Success;;;;;;;false;0;false;@0203_0103_MercysBreath_Quest_objective_title;@0203_0103_MercysBreath_Quest_description;;;;;;;;;;;;;
0203_0103_HopeCatalyst_Quest;Journey;;0;;false;false;false;0203_0103_HopeCatalyst_Quest_container;;0;WeaponQuest_HopeManifest_04;;;0;0203_0103_HopeCatalyst_Quest_Success;;;;;;;false;0;false;@0203_0103_HopeCatalyst_Quest_objective_title;@0203_0103_HopeCatalyst_Quest_description;;;;;;;;;;;;;
FM_02_PVP_Spy_Marauder_objective;Mission;;0;;true;true;false;FM_02_PVP_Spy_Marauder_container;;2;;;;0;;;;;;;;false;1;true;;;;;;;;;;;;;;;
FM_02_PVP_Poach_Marauder_objective;Mission;;0;;true;true;false;FM_02_PVP_Poach_Marauder_container;;2;;;;0;;;;;;;;false;1;true;;;;;;;;;;;;;;;
FM_02_PVP_Control_Marauder_objective;Mission;;0;;true;true;false;FM_02_PVP_Control_Marauder_container;;2;;;;0;;;;;;;;false;1;true;;;;;;;;;;;;;;;
FM_02_PVP_Spy_Syndicate_objective;Mission;;0;;true;true;false;FM_02_PVP_Spy_Syndicate_container;;2;;;;0;;;;;;;;false;1;true;;;;;;;;;;;;;;;
FM_02_PVP_Poach_Syndicate_objective;Mission;;0;;true;true;false;FM_02_PVP_Poach_Syndicate_container;;2;;;;0;;;;;;;;false;1;true;;;;;;;;;;;;;;;
FM_02_PVP_Control_Syndicate_objective;Mission;;0;;true;true;false;FM_02_PVP_Control_Syndicate_container;;2;;;;0;;;;;;;;false;1;true;;;;;;;;;;;;;;;
FM_02_PVP_Spy_Covenant_objective;Mission;;0;;true;true;false;FM_02_PVP_Spy_Covenant_container;;2;;;;0;;;;;;;;false;1;true;;;;;;;;;;;;;;;
FM_02_PVP_Poach_Covenant_objective;Mission;;0;;true;true;false;FM_02_PVP_Poach_Covenant_container;;2;;;;0;;;;;;;;false;1;true;;;;;;;;;;;;;;;
FM_02_PVP_Control_Covenant_objective;Mission;;0;;true;true;false;FM_02_PVP_Control_Covenant_container;;2;;;;0;;;;;;;;false;1;true;;;;;;;;;;;;;;;
FM_0201_objective;Mission;;0;;false;true;true;FM_0201_container;;2;;;;0;;;;;;;;false;0;true;;;;;;;;;;;;;;;
FM_0202_objective;Mission;;0;;false;true;true;FM_0202_container;;2;;;;0;;;;;;;;false;0;true;;;;;;;;;;;;;;;
FM_0203_objective;Mission;;0;;false;true;true;FM_0203_container;;2;;;;0;;;;;;;;false;0;true;;;;;;;;;;;;;;;
FM_0204_objective;Mission;;0;;false;true;true;FM_0204_container;;2;;;;0;;;;;;;;false;0;true;;;;;;;;;;;;;;;
FM_0205_objective;Mission;;0;;false;true;true;FM_0205_container;;2;;;;0;;;;;;;;false;0;true;;;;;;;;;;;;;;;
FM_0206_objective;Mission;;0;;false;true;true;FM_0206_container;;2;;;;0;;;;;;;;false;0;true;;;;;;;;;;;;;;;
FM_0207_objective;Mission;;0;;false;true;true;FM_0207_container;;2;;;;0;;;;;;;;false;0;true;;;;;;;;;;;;;;;
FM_0208_objective;Mission;;0;;false;true;true;FM_0208_container;;2;;;;0;;;;;;;;false;0;true;;;;;;;;;;;;;;;
FM_0209_objective;Mission;;0;;false;true;true;FM_0209_container;;2;;;;0;;;;;;;;false;0;true;;;;;;;;;;;;;;;
FM_0210_objective;Mission;;0;;false;true;true;FM_0210_container;;2;;;;0;;;;;;;;false;0;true;;;;;;;;;;;;;;;
FM_S_0201_objective;Mission;;0;;false;true;true;FM_S_0201_container;;2;;;;0;;;;;;;;false;0;true;;;;;;;;;;;;;;;
FM_S_0202_objective;Mission;;0;;false;true;true;FM_S_0202_container;;2;;;;0;;;;;;;;false;0;true;;;;;;;;;;;;;;;
FM_S_0203_objective;Mission;;0;;false;true;true;FM_S_0203_container;;2;;;;0;;;;;;;;false;0;true;;;;;;;;;;;;;;;
FM_S_0204_objective;Mission;;0;;false;true;true;FM_S_0204_container;;2;;;;0;;;;;;;;false;0;true;;;;;;;;;;;;;;;
FM_S_0205_objective;Mission;;0;;false;true;true;FM_S_0205_container;;2;;;;0;;;;;;;;false;0;true;;;;;;;;;;;;;;;
FM_S_0206_objective;Mission;;0;;false;true;true;FM_S_0206_container;;2;;;;0;;;;;;;;false;0;true;;;;;;;;;;;;;;;
FM_S_0207_objective;Mission;;0;;false;true;true;FM_S_0207_container;;2;;;;0;;;;;;;;false;0;true;;;;;;;;;;;;;;;
FM_S_0208_objective;Mission;;0;;false;true;true;FM_S_0208_container;;2;;;;0;;;;;;;;false;0;true;;;;;;;;;;;;;;;
FM_S_0209_objective;Mission;;0;;false;true;true;FM_S_0209_container;;2;;;;0;;;;;;;;false;0;true;;;;;;;;;;;;;;;
FM_S_0210_objective;Mission;;0;;false;true;true;FM_S_0210_container;;2;;;;0;;;;;;;;false;0;true;;;;;;;;;;;;;;;
FM_C_0201_objective;Mission;;0;;false;true;true;FM_C_0201_container;;2;;;;0;;;;;;;;false;0;true;;;;;;;;;;;;;;;
FM_C_0202_objective;Mission;;0;;false;true;true;FM_C_0202_container;;2;;;;0;;;;;;;;false;0;true;;;;;;;;;;;;;;;
FM_C_0203_objective;Mission;;0;;false;true;true;FM_C_0203_container;;2;;;;0;;;;;;;;false;0;true;;;;;;;;;;;;;;;
FM_C_0204_objective;Mission;;0;;false;true;true;FM_C_0204_container;;2;;;;0;;;;;;;;false;0;true;;;;;;;;;;;;;;;
FM_C_0205_objective;Mission;;0;;false;true;true;FM_C_0205_container;;2;;;;0;;;;;;;;false;0;true;;;;;;;;;;;;;;;
FM_C_0206_objective;Mission;;0;;false;true;true;FM_C_0206_container;;2;;;;0;;;;;;;;false;0;true;;;;;;;;;;;;;;;
FM_C_0207_objective;Mission;;0;;false;true;true;FM_C_0207_container;;2;;;;0;;;;;;;;false;0;true;;;;;;;;;;;;;;;
FM_C_0208_objective;Mission;;0;;false;true;true;FM_C_0208_container;;2;;;;0;;;;;;;;false;0;true;;;;;;;;;;;;;;;
FM_C_0209_objective;Mission;;0;;false;true;true;FM_C_0209_container;;2;;;;0;;;;;;;;false;0;true;;;;;;;;;;;;;;;
FM_C_0210_objective;Mission;;0;;false;true;true;FM_C_0210_container;;2;;;;0;;;;;;;;false;0;true;;;;;;;;;;;;;;;
FM_0261_objective;Mission;;0;;false;true;true;FM_0261_container;;2;;;;0;;;;;;;;false;0;true;;;;;;;;;;;;;;;
FM_0262_objective;Mission;;0;;false;true;true;FM_0262_container;;2;;;;0;;;;;;;;false;0;true;;;;;;;;;;;;;;;
FM_0263_objective;Mission;;0;;false;true;true;FM_0263_container;;2;;;;0;;;;;;;;false;0;true;;;;;;;;;;;;;;;
FM_0264_objective;Mission;;0;;false;true;true;FM_0264_container;;2;;;;0;;;;;;;;false;0;true;;;;;;;;;;;;;;;
FM_0265_objective;Mission;;0;;false;true;true;FM_0265_container;;2;;;;0;;;;;;;;false;0;true;;;;;;;;;;;;;;;
FM_0266_objective;Mission;;0;;false;true;true;FM_0266_container;;2;;;;0;;;;;;;;false;0;true;;;;;;;;;;;;;;;
FM_0267_objective;Mission;;0;;false;true;true;FM_0267_container;;2;;;;0;;;;;;;;false;0;true;;;;;;;;;;;;;;;
FM_0268_objective;Mission;;0;;false;true;true;FM_0268_container;;2;;;;0;;;;;;;;false;0;true;;;;;;;;;;;;;;;
FM_0269_objective;Mission;;0;;false;true;true;FM_0269_container;;2;;;;0;;;;;;;;false;0;true;;;;;;;;;;;;;;;
FM_0270_objective;Mission;;0;;false;true;true;FM_0270_container;;2;;;;0;;;;;;;;false;0;true;;;;;;;;;;;;;;;
FM_S_0261_objective;Mission;;0;;false;true;true;FM_S_0261_container;;2;;;;0;;;;;;;;false;0;true;;;;;;;;;;;;;;;
FM_S_0262_objective;Mission;;0;;false;true;true;FM_S_0262_container;;2;;;;0;;;;;;;;false;0;true;;;;;;;;;;;;;;;
FM_S_0263_objective;Mission;;0;;false;true;true;FM_S_0263_container;;2;;;;0;;;;;;;;false;0;true;;;;;;;;;;;;;;;
FM_S_0264_objective;Mission;;0;;false;true;true;FM_S_0264_container;;2;;;;0;;;;;;;;false;0;true;;;;;;;;;;;;;;;
FM_S_0265_objective;Mission;;0;;false;true;true;FM_S_0265_container;;2;;;;0;;;;;;;;false;0;true;;;;;;;;;;;;;;;
FM_S_0266_objective;Mission;;0;;false;true;true;FM_S_0266_container;;2;;;;0;;;;;;;;false;0;true;;;;;;;;;;;;;;;
FM_S_0267_objective;Mission;;0;;false;true;true;FM_S_0267_container;;2;;;;0;;;;;;;;false;0;true;;;;;;;;;;;;;;;
FM_S_0268_objective;Mission;;0;;false;true;true;FM_S_0268_container;;2;;;;0;;;;;;;;false;0;true;;;;;;;;;;;;;;;
FM_S_0269_objective;Mission;;0;;false;true;true;FM_S_0269_container;;2;;;;0;;;;;;;;false;0;true;;;;;;;;;;;;;;;
FM_S_0270_objective;Mission;;0;;false;true;true;FM_S_0270_container;;2;;;;0;;;;;;;;false;0;true;;;;;;;;;;;;;;;
FM_C_0261_objective;Mission;;0;;false;true;true;FM_C_0261_container;;2;;;;0;;;;;;;;false;0;true;;;;;;;;;;;;;;;
FM_C_0262_objective;Mission;;0;;false;true;true;FM_C_0262_container;;2;;;;0;;;;;;;;false;0;true;;;;;;;;;;;;;;;
FM_C_0263_objective;Mission;;0;;false;true;true;FM_C_0263_container;;2;;;;0;;;;;;;;false;0;true;;;;;;;;;;;;;;;
FM_C_0264_objective;Mission;;0;;false;true;true;FM_C_0264_container;;2;;;;0;;;;;;;;false;0;true;;;;;;;;;;;;;;;
FM_C_0265_objective;Mission;;0;;false;true;true;FM_C_0265_container;;2;;;;0;;;;;;;;false;0;true;;;;;;;;;;;;;;;
FM_C_0266_objective;Mission;;0;;false;true;true;FM_C_0266_container;;2;;;;0;;;;;;;;false;0;true;;;;;;;;;;;;;;;
FM_C_0267_objective;Mission;;0;;false;true;true;FM_C_0267_container;;2;;;;0;;;;;;;;false;0;true;;;;;;;;;;;;;;;
FM_C_0268_objective;Mission;;0;;false;true;true;FM_C_0268_container;;2;;;;0;;;;;;;;false;0;true;;;;;;;;;;;;;;;
FM_C_0269_objective;Mission;;0;;false;true;true;FM_C_0269_container;;2;;;;0;;;;;;;;false;0;true;;;;;;;;;;;;;;;
FM_C_0270_objective;Mission;;0;;false;true;true;FM_C_0270_container;;2;;;;0;;;;;;;;false;0;true;;;;;;;;;;;;;;;
FM_02_H_01_objective;Mission;;0;;false;true;true;FM_02_H_01_container;;2;;;;0;;;;;;;;false;0;true;;;;;;;;;;;;;;;
FM_02_H_02_objective;Mission;;0;;false;true;true;FM_02_H_02_container;;2;;;;0;;;;;;;;false;0;true;;;;;;;;;;;;;;;
FM_02_H_03_objective;Mission;;0;;false;true;true;FM_02_H_03_container;;2;;;;0;;;;;;;;false;0;true;;;;;;;;;;;;;;;
