TaskID;Type;FailOnCondition;StayActive;TargetQty;ItemName;ItemDropVC;ItemDropProbability;ChestDropProbability;EnforceLocationRequirement;TerritoryID;POITag;LootTag;PauseAndClearLootOnTaskComplete;AwardOnlyOnce;ShouldCheckPoints;GuranteedDropAttempts;TargetThreshold;CraftingRecipeId;CraftAnyRecipe;InteractTag;UIScreenTag;TriggerAreaType;KillEnemyType;KillEnemyWeaponID;Duration;TaskBuySellType;IsPurchaseOrEarn;IsExactMatch;UseTypeAffix;TypeAffix;UseMatAffix;MatAffix;UseMagicAffix;MagicAffix;MapMarkerMapIcon;MapMarkerTitleLocTag;MapMarkerDescriptionLocTag;MapMarkerWorldPositionX;MapMarkerWorldPositionY;MapMarkerWorldDistanceThreshold;UseLargeItemDisplay;TP_TargetTag;TP_DescriptionTag;TargetDescriptionTaskId;OverrideLocation;TP_StayComplete;IsHidden;CompletedNotificationId;GridLayout;CommunityGoalTag;HideChildren;TriggerAnalyticsEvent;SubTask1;SubTask2;SubTask3;SubTask4;SubTask5
0231_0201_d_02_place_easel;TaskGameEvent;;1;1;;;0;0;false;;;;false;false;false;;;;;IO_0231_WolcottsEaselB;;;0231_WolcottsEaselB_interact;;;;;;;;;;;;;;;;;;0;;@0231_0201_placeEasel2;;10243.14 5640.72 172.98;;;;;;;;;;;;
0231_0201_d_03_place_easel;TaskGameEvent;;1;1;;;0;0;false;;;;false;false;false;;;;;IO_0231_WolcottsEaselC;;;0231_WolcottsEaselC_interact;;;;;;;;;;;;;;;;;;0;;@0231_0201_placeEasel3;;9623.76 5697.60 166.81;;;;;;;;;;;;
0231_0202_d_00_Container_eyeforreflection;SimpleTaskContainer;;0;0;;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;0231_0202_d_01_place_easel;0231_0202_d_02_place_easel;0231_0202_d_03_place_easel;;
0231_0202_d_01_place_easel;TaskGameEvent;;1;1;;;0;0;false;;;;false;false;false;;;;;IO_0231_WolcottsEaselG;;;0231_WolcottsEaselG_interact;;;;;;;;;;;;;;;;;;0;;@0231_0202_placeEasel1;;10161.66 5860.79 211.60;;;;;;;;;;;;
0231_0202_d_02_place_easel;TaskGameEvent;;1;1;;;0;0;false;;;;false;false;false;;;;;IO_0231_WolcottsEaselH;;;0231_WolcottsEaselH_interact;;;;;;;;;;;;;;;;;;0;;@0231_0202_placeEasel2;;10146.81 6207.30 233.56;;;;;;;;;;;;
0231_0202_d_03_place_easel;TaskGameEvent;;1;1;;;0;0;false;;;;false;false;false;;;;;IO_0231_WolcottsEaselI;;;0231_WolcottsEaselI_interact;;;;;;;;;;;;;;;;;;0;;@0231_0202_placeEasel3;;9954.68 6084.87 215.12;;;;;;;;;;;;
0231_0203_d_00_Container_wolcottsmasterpiece;SimpleTaskContainer;;0;0;;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;0231_0203_d_01_place_easel;0231_0203_d_02_place_easel;0231_0203_d_03_place_easel;;
0231_0203_d_01_place_easel;TaskGameEvent;;1;1;;;0;0;false;;;;false;false;false;;;;;IO_0231_WolcottsEaselD;;;0231_WolcottsEaselD_interact;;;;;;;;;;;;;;;;;;0;;@0231_0203_placeEasel1;;10293.82 6334.70 269.47;;;;;;;;;;;;
0231_0203_d_02_place_easel;TaskGameEvent;;1;1;;;0;0;false;;;;false;false;false;;;;;IO_0231_WolcottsEaselE;;;0231_WolcottsEaselE_interact;;;;;;;;;;;;;;;;;;0;;@0231_0203_placeEasel2;;10258.0 6561.0 293.94;;;;;;;;;;;;
0231_0203_d_03_place_easel;TaskGameEvent;;1;1;;;0;0;false;;;;false;false;false;;;;;IO_0231_WolcottsEaselF;;;0231_WolcottsEaselF_interact;;;;;;;;;;;;;;;;;;0;;@0231_0203_placeEasel3;;10456.87 6389.31 295.45;;;;;;;;;;;;
0232_0201_d_00_Container_asimpletea;SimpleTaskContainer;;0;0;;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;0232_0201_d_01_GoToPOI;0232_0201_d_02_Task_GatherItem;;;
0232_0201_d_01_GoToPOI;TaskGoToPOITag;;1;0;;;0;0;false;;green_defile_40268;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@0232_0201_goto;;;;;;;;;;;;;;
0232_0201_d_02_Task_GatherItem;TaskHaveAndReturnItems;;1;8;0232_0201_PostrehkinLeaves;Bronzeroot;75;0;true;;green_defile_40268;;true;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@0232_0201_d_02_Task_Gather_postrekhin_leaves;;;;;;;;;;;;;;
0232_0201_d_01a_Container_asimpletea;PartialTaskContainer;;0;0;;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;1;;;;;;0232_0201_d_02_Task_GatherItem;0232_0201_d_03_Task_GatherItem;0232_0201_d_04_Task_GatherItem;;
0232_0201_d_03_Task_GatherItem;TaskGatherItems;;1;7;0232_0201_PostrehkinLeaves;BushMedium;100;0;true;;green_defile_40268;;true;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;1;;;;;;;;;;
0232_0201_d_04_Task_GatherItem;TaskGatherItems;;1;7;0232_0201_PostrehkinLeaves;BushLarge;100;0;true;;green_defile_40268;;true;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;1;;;;;;;;;;
0232_0202_d_00_Container_hiddensecrets;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;0232_0202_d_01_GoToPOI;0232_0202_d_02_loot_sweettreesap;;;
0232_0202_d_01_GoToPOI;TaskGoToPOITag;;1;0;;;0;0;false;;cave_40248;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@0232_0202_goto;;;;;;;;;;;;;;
0232_0202_d_02_loot_sweettreesap;TaskGatherItems;;1;6;0232_0202_SweetTreesap;FallTreeSmall;75;0;true;;cave_40248;;true;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@0232_0202_loot_treesap;;;;;;;;;;;;;;
0232_0203_d_00_Container_verdantadelphia;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;0232_0203_d_01_GoToPOI;0232_0203_d_02_loot_adelphiantubers;;;
0232_0203_d_01_GoToPOI;TaskGoToPOITag;;1;0;;;0;0;false;;cave_40229;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@0232_0203_goto;;;;;;;;;;;;;;
0232_0203_d_02_loot_adelphiantubers;TaskHaveAndReturnItems;;1;2;0232_0203_AdelphianTuber;Dryad_Shaman_02BW04;100;0;true;;cave_40229;;true;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@0232_0203_loot_tubers;;;;;;;;;;;;;;
0232_0204_d_00_Container_azothtreeachene;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;0232_0204_d_01_GoToPOI;0230_0204_d_02_ceranousachene;0230_0204_d_03_SliceSwap_DryadYargui_On;;
0232_0204_d_01_GoToPOI;TaskGoToPOITag;;1;0;;;0;0;false;;azure_tree_40222;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@0232_0204_goto;;;;;;;;;;;;;;
0230_0204_d_02_ceranousachene;TaskHaveAndReturnItems;;1;1;0232_0204_CeranousAchene;Dryad_Archer_Named_02;100;0;true;;azure_tree_40222;;true;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@0232_0204_loot_achene_from_ceran;;;;;;;;;;;;;;
0230_0204_d_03_SliceSwap_DryadYargui_On;TaskUnlockAchievement;;1;1;SwapActive_DryadYargui_On;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;1;;;;;;;;;;
0233_0201_d_00_Container_bearcohabitation;SimpleTaskContainer;;0;0;;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;0233_0201_d_01_kill_bears;;;;
0233_0201_d_01_kill_bears;TaskKillContribution;;1;4;;;0;0;true;;brightwood8;;false;false;false;;;;;;;;Bear_Black_02BW08;;;;;;;;;;;;;;;;;;0;;@0233_0201_kill_bears;;;;;;;;;;;;;;
0233_0202_d_00_Container_papabear;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;0233_0202_d_01_GoToPOI;0233_0202_d_02_getringfromgren;;;
0233_0202_d_01_GoToPOI;TaskGoToPOITag;;1;0;;;0;0;false;;bear_den_50391;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@0233_0202_goto;;;;;;;;;;;;;;
0233_0202_d_02_getringfromgren;TaskHaveAndReturnItems;;1;1;0233_0202_HoltsRing;Bear_Grizzly_Named_00;100;0;true;;bear_den_50391;;true;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@0233_0202_loot_ring_from_gren;;;;;;;;;;;;;;
0234_0201_d_00_Container_memoriesofanotherlife;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;0234_0201_d_01_GoToPOI;0234_0201_d_02_loot_megara_mementos;;;
0234_0201_d_01_GoToPOI;TaskGoToPOITag;;1;0;;;0;0;false;;abandoned_village_40257;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@0234_0201_goto;;;;;;;;;;;;;;
0234_0201_d_02_loot_megara_mementos;TaskHaveAndReturnItems;;1;6;0234_0201_MegaraMomentos;;0;100;true;;abandoned_village_40257;;true;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@0234_0201_loot_mementos;;;;;;;;;;;;;;
0234_0202_d_00_Container_homenomore;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;0234_0202_d_01_GoToPOI;0234_0202_d_02_loot_journal_despair;;;
0234_0202_d_01_GoToPOI;TaskGoToPOITag;;1;0;;;0;0;false;;abandoned_village_40256;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@0234_0202_goto;;;;;;;;;;;;;;
0234_0202_d_02_loot_journal_despair;TaskHaveAndReturnItems;;1;1;0234_0202_JournalDespair;;0;40;true;;abandoned_village_40256;;true;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@0234_0202_loot_journal;;;;;;;;;;;;;;
0234_0203_d_00_Container_tildeathdouspart;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;0234_0203_d_01_GoToPOI;0234_0203_d_02_loot_megara_goodbye;;;
0234_0203_d_01_GoToPOI;TaskTriggerArea;;1;1;;;0;0;false;;abandoned_village_40257;;false;false;false;;;;;;;Enter;;;;;;;;;;;;;;;;;;;0;02BW09_WalshCongregation;@0234_0203_goto;;9046.982 5290.975 156.6521;;;;;;;;;;;;
0234_0203_d_02_loot_megara_goodbye;TaskHaveAndReturnItems;;1;1;0234_0203_MegaraGoodbye;Withered_Brute_Named_06;100;0;true;;abandoned_village_40257;;true;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@0234_0203_loot_goodbye;;9046.982 5290.975 156.6521;;;;;;;;;;;;
0205_0102_d_00_Container_Battles_Embrace_Gear;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;0205_0102_Battles_Embrace_Gear_sub_01;;;;
0205_0102_Battles_Embrace_Gear_sub_01;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;1;;;;;;0205_0102_01_container_Battles_Embrace_questComplete_1;0205_0102_02_container_Battles_Embrace_questComplete_2;0205_0102_03_container_Battles_Embrace_questComplete_3;0205_0102_04_container_Battles_Embrace_questComplete_4;0205_0102_05_container_Battles_Embrace_questComplete_5
0205_0102_01_container_Battles_Embrace_questComplete_1;TaskObjective;;1;0;0205_0102_01_Boots;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@0205_0102_01_container_Battles_Embrace_questComplete_1;;;;;;;;;;;;;;
0205_0102_02_container_Battles_Embrace_questComplete_2;TaskObjective;;1;0;0205_0102_02_Breastplate;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@0205_0102_02_container_Battles_Embrace_questComplete_2;;;;;;;;;;;;;;
0205_0102_03_container_Battles_Embrace_questComplete_3;TaskObjective;;1;0;0205_0102_03_Greaves;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@0205_0102_03_container_Battles_Embrace_questComplete_3;;;;;;;;;;;;;;
0205_0102_04_container_Battles_Embrace_questComplete_4;TaskObjective;;1;0;0205_0102_04_Gauntlets;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@0205_0102_04_container_Battles_Embrace_questComplete_4;;;;;;;;;;;;;;
0205_0102_05_container_Battles_Embrace_questComplete_5;TaskObjective;;1;0;0205_0102_05_Helm;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@0205_0102_05_container_Battles_Embrace_questComplete_5;;;;;;;;;;;;;;
0205_0102_d_00_Container_01_Boots;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;0205_0102_01_Boots_task_01;0205_0102_Container_01_Boots_01;0205_0102_Container_01_Boots_02;0205_0102_Container_01_Boots_03;0205_0102_Container_01_Boots_04
0205_0102_01_Boots_task_01;TaskGiveItem;;1;1;WorkOrder_0205_0102_Boots_BattlesEmbrace;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@0205_0102_01_Boots_task_01;;;;1;;;;;;;;;;
0205_0102_Container_01_Boots_01;SimpleTaskContainer;;0;0;;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;1;;;;;;0205_0102_01_Boots_task_02;0205_0102_01_Boots_task_03;;;
0205_0102_01_Boots_task_02;TaskGoToPOITag;;1;0;;;0;0;true;;haunted_town_50216;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@0205_0102_01_Boots_task_02;;;;;;;;;;;;;;
0205_0102_01_Boots_task_03;TaskHaveItems;;1;12;0205_0102_StoutHides;Undead;100;0;true;;haunted_town_50216;;true;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@0205_0102_01_Boots_task_03;;;1;;;;;;;;;;;
0205_0102_Container_01_Boots_02;SimpleTaskContainer;;0;0;;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;1;;;;;;0205_0102_01_Boots_task_04;0205_0102_01_Boots_task_05;;;
0205_0102_01_Boots_task_04;TaskGoToPOITag;;1;0;;;0;0;true;windswardshores9;windswardshores9;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@0205_0102_01_Boots_task_04;;;;;;;;;;;;;;
0205_0102_01_Boots_task_05;TaskHaveItems;;1;13;0205_0102_TreatedHobnails;Undead;100;0;true;windswardshores9;windswardshores9;;true;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@0205_0102_01_Boots_task_05;;;1;;;;;;;;;;;
0205_0102_Container_01_Boots_03;SimpleTaskContainer;;0;0;;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;1;;;;;;0205_0102_01_Boots_task_06;0205_0102_01_Boots_task_07;;;
0205_0102_01_Boots_task_06;TaskGoToPOITag;;1;0;;;0;0;true;;festeringflotsam;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@0205_0102_01_Boots_task_06;;;;;;;;;;;;;;
0205_0102_01_Boots_task_07;TaskHaveItems;;1;10;0205_0102_MetalBanding;Undead;100;0;true;;festeringflotsam;;true;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@0205_0102_01_Boots_task_07;;;1;;;;;;;;;;;
0205_0102_Container_01_Boots_04;SimpleTaskContainer;;0;0;;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;1;;;;;;0205_0102_01_Boots_task_08;0205_0102_01_Boots_task_09;;;
0205_0102_01_Boots_task_08;TaskInteract;;0;1;;;0;0;false;;;;false;false;false;;;;;SettlementBlacksmith;;;;;;;;;;;;;;;;;;;;;0;;@0205_0102_01_Boots_task_08;;;;;;;;;;;;;;
0205_0102_01_Boots_task_09;TaskHaveItems;;1;1;HeavyFeet_BattlesEmbraceBootsT4;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@0205_0102_01_Boots_task_09;;;1;;;;;;;;;;;
0205_0102_d_00_Container_02_Breastplate;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;0205_0102_02_Breastplate_task_01;0205_0102_Container_02_Breastplate_01;0205_0102_Container_02_Breastplate_02;0205_0102_Container_02_Breastplate_03;0205_0102_Container_02_Breastplate_04
0205_0102_02_Breastplate_task_01;TaskGiveItem;;1;1;WorkOrder_0205_0102_Breastplate_BattlesEmbrace;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@0205_0102_02_Breastplate_task_01;;;;1;;;;;;;;;;
0205_0102_Container_02_Breastplate_01;SimpleTaskContainer;;0;0;;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;1;;;;;;0205_0102_02_Breastplate_task_02;0205_0102_02_Breastplate_task_03;;;
0205_0102_02_Breastplate_task_02;TaskGoToPOITag;;1;0;;;0;0;true;;bombasticwreckage;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@0205_0102_02_Breastplate_task_02;;;;;;;;;;;;;;
0205_0102_02_Breastplate_task_03;TaskHaveItems;;1;15;0205_0102_StalwartRivets;Undead;100;0;true;;bombasticwreckage;;true;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@0205_0102_02_Breastplate_task_03;;;1;;;;;;;;;;;
0205_0102_Container_02_Breastplate_02;SimpleTaskContainer;;0;0;;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;1;;;;;;0205_0102_02_Breastplate_task_04;0205_0102_02_Breastplate_task_05;;;
0205_0102_02_Breastplate_task_04;TaskGoToPOITag;;1;0;;;0;0;true;;mine_40305;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@0205_0102_02_Breastplate_task_04;;;;;;;;;;;;;;
0205_0102_02_Breastplate_task_05;TaskHaveItems;;1;14;0205_0102_HammeredMetal;Corrupted;100;0;true;;mine_40305;;true;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@0205_0102_02_Breastplate_task_05;;;1;;;;;;;;;;;
0205_0102_Container_02_Breastplate_03;SimpleTaskContainer;;0;0;;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;1;;;;;;0205_0102_02_Breastplate_task_06;0205_0102_02_Breastplate_task_07;;;
0205_0102_02_Breastplate_task_06;TaskGoToPOITag;;1;0;;;0;0;true;;ancient_shrine_40313;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@0205_0102_02_Breastplate_task_06;;;;;;;;;;;;;;
0205_0102_02_Breastplate_task_07;TaskHaveItems;;1;12;0205_0102_EvershinePolish;Ancient;100;0;true;;ancient_shrine_40313;;true;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@0205_0102_02_Breastplate_task_07;;;1;;;;;;;;;;;
0205_0102_Container_02_Breastplate_04;SimpleTaskContainer;;0;0;;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;1;;;;;;0205_0102_02_Breastplate_task_08;0205_0102_02_Breastplate_task_09;;;
0205_0102_02_Breastplate_task_08;TaskInteract;;0;1;;;0;0;false;;;;false;false;false;;;;;SettlementBlacksmith;;;;;;;;;;;;;;;;;;;;;0;;@0205_0102_02_Breastplate_task_08;;;;;;;;;;;;;;
0205_0102_02_Breastplate_task_09;TaskHaveItems;;1;1;HeavyChest_BattlesEmbraceBreastplateT4;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@0205_0102_02_Breastplate_task_09;;;1;;;;;;;;;;;
0205_0102_d_00_Container_03_Greaves;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;0205_0102_03_Greaves_task_01;0205_0102_Container_03_Greaves_01;0205_0102_Container_03_Greaves_02;0205_0102_Container_03_Greaves_03;0205_0102_Container_03_Greaves_04
0205_0102_03_Greaves_task_01;TaskGiveItem;;1;1;WorkOrder_0205_0102_Greaves_BattlesEmbrace;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@0205_0102_03_Greaves_task_01;;;;1;;;;;;;;;;
0205_0102_Container_03_Greaves_01;SimpleTaskContainer;;0;0;;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;1;;;;;;0205_0102_03_Greaves_task_02;0205_0102_03_Greaves_task_03;;;
0205_0102_03_Greaves_task_02;TaskGoToPOITag;;1;0;;;0;0;true;;fortdamnation;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@0205_0102_03_Greaves_task_02;;;;;;;;;;;;;;
0205_0102_03_Greaves_task_03;TaskHaveItems;;1;12;0205_0102_BaneseedOil;Undead;100;0;true;;fortdamnation;;true;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@0205_0102_03_Greaves_task_03;;;1;;;;;;;;;;;
0205_0102_Container_03_Greaves_02;SimpleTaskContainer;;0;0;;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;1;;;;;;0205_0102_03_Greaves_task_04;0205_0102_03_Greaves_task_05;;;
0205_0102_03_Greaves_task_04;TaskGoToPOITag;;1;0;;;0;0;true;;ancient_ruins_forest_60310;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@0205_0102_03_Greaves_task_04;;;;;;;;;;;;;;
0205_0102_03_Greaves_task_05;TaskHaveItems;;1;13;0205_0102_AttunedStarmetal;Ancient;100;0;true;;ancient_ruins_forest_60310;;true;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@0205_0102_03_Greaves_task_05;;;1;;;;;;;;;;;
0205_0102_Container_03_Greaves_03;SimpleTaskContainer;;0;0;;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;1;;;;;;0205_0102_03_Greaves_task_06;0205_0102_03_Greaves_task_07;;;
0205_0102_03_Greaves_task_06;TaskGoToPOITag;;1;0;;;0;0;true;;crater_corruptedsettlement_60338;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@0205_0102_03_Greaves_task_06;;;;;;;;;;;;;;
0205_0102_03_Greaves_task_07;TaskHaveItems;;1;14;0205_0102_ReforgedPlating;Corrupted;100;0;true;;crater_corruptedsettlement_60338;;true;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@0205_0102_03_Greaves_task_07;;;1;;;;;;;;;;;
0205_0102_Container_03_Greaves_04;SimpleTaskContainer;;0;0;;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;1;;;;;;0205_0102_03_Greaves_task_08;0205_0102_03_Greaves_task_09;;;
0205_0102_03_Greaves_task_08;TaskInteract;;0;1;;;0;0;false;;;;false;false;false;;;;;SettlementBlacksmith;;;;;;;;;;;;;;;;;;;;;0;;@0205_0102_03_Greaves_task_08;;;;;;;;;;;;;;
0205_0102_03_Greaves_task_09;TaskHaveItems;;1;1;HeavyLegs_BattlesEmbraceGreavesT5;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@0205_0102_03_Greaves_task_09;;;1;;;;;;;;;;;
0205_0102_d_00_Container_04_Gauntlets;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;0205_0102_04_Gauntlets_task_01;0205_0102_Container_04_Gauntlets_01;0205_0102_Container_04_Gauntlets_02;0205_0102_Container_04_Gauntlets_03;0205_0102_Container_04_Gauntlets_04
0205_0102_04_Gauntlets_task_01;TaskGiveItem;;1;1;WorkOrder_0205_0102_Gauntlets_BattlesEmbrace;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@0205_0102_04_Gauntlets_task_01;;;;1;;;;;;;;;;
0205_0102_Container_04_Gauntlets_01;SimpleTaskContainer;;0;0;;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;1;;;;;;0205_0102_04_Gauntlets_task_02;0205_0102_04_Gauntlets_task_03;;;
0205_0102_04_Gauntlets_task_02;TaskGoToPOITag;;1;0;;;0;0;true;;military_camp_40405;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@0205_0102_04_Gauntlets_task_02;;;;;;;;;;;;;;
0205_0102_04_Gauntlets_task_03;TaskHaveItems;;1;13;0205_0102_RefinedBalefire;Corrupted;100;0;true;;military_camp_40405;;true;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@0205_0102_04_Gauntlets_task_03;;;1;;;;;;;;;;;
0205_0102_Container_04_Gauntlets_02;SimpleTaskContainer;;0;0;;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;1;;;;;;0205_0102_04_Gauntlets_task_04;0205_0102_04_Gauntlets_task_05;;;
0205_0102_04_Gauntlets_task_04;TaskGoToPOITag;;1;0;;;0;0;true;;crater_feralcolony_50324;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@0205_0102_04_Gauntlets_task_04;;;;;;;;;;;;;;
0205_0102_04_Gauntlets_task_05;TaskHaveItems;;1;11;0205_0102_EssencePower;AngryEarth;100;0;true;;crater_feralcolony_50324;;true;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@0205_0102_04_Gauntlets_task_05;;;1;;;;;;;;;;;
0205_0102_Container_04_Gauntlets_03;SimpleTaskContainer;;0;0;;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;1;;;;;;0205_0102_04_Gauntlets_task_06;0205_0102_04_Gauntlets_task_07;;;
0205_0102_04_Gauntlets_task_06;TaskGoToPOITag;;1;0;;;0;0;true;;ancient_watchtower_highbluff_60318;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@0205_0102_04_Gauntlets_task_06;;;;;;;;;;;;;;
0205_0102_04_Gauntlets_task_07;TaskHaveItems;;1;12;0205_0102_FlexibleMesh;Ancient;100;0;true;;ancient_watchtower_highbluff_60318;;true;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@0205_0102_04_Gauntlets_task_07;;;1;;;;;;;;;;;
