TaskID;Type;FailOnCondition;StayActive;TargetQty;ItemName;ItemDropVC;ItemDropProbability;ChestDropProbability;UseGlobalStorage;EnforceLocationRequirement;TerritoryID;POITag;GameModeID;LootTag;PauseAndClearLootOnTaskComplete;AwardOnlyOnce;ShouldCheckPoints;GuranteedDropAttempts;TargetThreshold;CraftingRecipeId;CraftAnyRecipe;InteractTag;UIScreenTag;TriggerAreaType;KillEnemyType;KillEnemyWeaponID;Duration;TaskBuySellType;IsPurchaseOrEarn;IsExactMatch;UseTypeAffix;TypeAffix;UseMatAffix;MatAffix;UseMagicAffix;MagicAffix;MapMarkerMapIcon;MapMarkerTitleLocTag;MapMarkerDescriptionLocTag;MapMarkerWorldPositionX;MapMarkerWorldPositionY;MapMarkerWorldDistanceThreshold;UseLargeItemDisplay;TP_TargetTag;TP_DescriptionTag;TargetDescriptionTaskId;OverrideLocation;IsHidden;CompletedNotificationId;GridLayout;CommunityGoalTag;HideChildren;TriggerAnalyticsEvent;SubTask1;SubTask2;SubTask3;SubTask4;SubTask5
0504_0401_d_02_01_02_Kill_SQLieutenants_Melpomene;TaskKillContribution;;1;3;;;0;0;false;true;;Lost_Elite_Fort_50131;;;false;false;;;;;;;;;SirenLieutenant;;0;;;;;;;;;;;;;;;;;;@0504_0401_thequeenisdead_eliminate_lieutenants;;;0;;;;;;;;;;
0504_0401_d_02_02_container_setup_ancientmachine;ConsecutiveTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;1;;;;;;0504_0401_d_02_02_01_Have_2_GunpowderCask;0504_0401_d_02_02_02_Interact_AncientMachine;;;
0504_0401_d_02_02_01_Have_2_GunpowderCask;TaskHaveItems;;0;3;0504_0401_GunpowderCask;;0;100;false;true;;Lost_Elite_City_50130;;;true;false;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;@0504_0401_thequeenisdead_collect_item_from_container;;;0;;;;;;;;;;
0504_0401_d_02_02_02_Interact_AncientMachine;TaskGameEvent;;0;1;;;0;0;false;false;;;;;false;false;;;;;;IO_0518_SirenMachine;;;0518_SirenMachine_interact;;0;;;;;;;;;;;;;;;;;;@0504_0401_thequeenisdead_interact_with_IO;;;0;;;;;;;;;;
0504_0401_d_02_03_container_setup_arenakey;ConsecutiveTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;1;;;;;;0504_0401_d_02_03_01_Have_SirenQueenBossKey;0504_0401_d_02_03_02_Kill_SirenQueen;;;
0504_0401_d_02_03_01_Have_SirenQueenBossKey;TaskHaveItems;;0;1;Reekwater05WC11BossKey;SirenLieutenant;100;0;true;false;;;;;true;true;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;@0504_0401_thequeenisdead_collect_arena_key;;11451.249 2555.007 227.510;0;;;;;;;;;;
0504_0401_d_02_03_02_Kill_SirenQueen;TaskKillContribution;;1;1;;;0;0;false;false;;;;;false;false;;;;;;;;;Lost_Siren_Named_ELITE_05WC11;;0;;;;;;;;;;;;;;;;;;@0504_0401_thequeenisdead_defeat_boss;;11360.592 2583.273 204.532;0;;;;;;;;;;
0510_0101_d_00_container_longlivethequeen;ConsecutiveTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;0510_0101_d_01_container_partial;0510_0101_d_04_TaskGoToPOITag_ForecastleDrift;0510_0101_d_06_Kill_SirenQueen;;
0510_0101_d_01_container_partial;PartialTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;1;;;;;;0510_0101_d_02_Have_SirenQueenBossKey;0510_0101_d_03_TaskGoToPOITag_ForecastleDrift;;;
0510_0101_d_02_Have_SirenQueenBossKey;TaskHaveItems;;0;1;Reekwater05WC11BossKey;;0;0;true;false;;;;;false;false;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;@0510_0101_longlivethequeen_collect_arena_key;;;0;;;;;;;;;;
0510_0101_d_03_TaskGoToPOITag_ForecastleDrift;TaskGoToPOITag;;1;0;;;0;0;false;true;;Lost_Elite_City_50130;;;false;false;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;@0510_0101_longlivethequeen_goto_POI;;;0;;;;;;;;;;
0510_0101_d_04_TaskGoToPOITag_ForecastleDrift;TaskGoToPOITag;;1;0;;;0;0;false;true;;Lost_Elite_City_50130;;;false;false;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;@0510_0101_longlivethequeen_goto_POI;;;0;;;;;;;;;;
0510_0101_d_06_Kill_SirenQueen;TaskKillContribution;;1;1;;;0;0;false;false;;;;;false;false;;;;;;;;;Lost_Siren_Named_ELITE_05WC11;;0;;;;;;;;;;;;;;;;;;@0510_0101_longlivethequeen_defeat_boss;;11360.592 2583.273 204.532;0;;;;;;;;;;
0503_0101_d_00_container_onfloralfauna;ConsecutiveTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;0503_0101_d_01_TaskGoToPOITag_Glimmerfen;0503_0101_d_02_container_onfloralfauna_lorepages;;;
0503_0101_d_01_TaskGoToPOITag_Glimmerfen;TaskGoToPOITag;;1;0;;;0;0;false;true;;Glowing_Swamp_50124;;;false;false;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;@0503_0101_onfloralfauna_goto_POI;;;0;;;;;;;;;;
0503_0101_d_02_container_onfloralfauna_lorepages;SimpleTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;1;;;;;;0503_0101_d_02_01_TaskAchievement_GetQuestLorePage_UnderestimatedIntelligence;0503_0101_d_02_02_TaskAchievement_GetQuestLorePage_ThePromenade;0503_0101_d_02_03_TaskAchievement_GetQuestLorePage_VindictaAeternum;;
0503_0101_d_02_01_TaskAchievement_GetQuestLorePage_UnderestimatedIntelligence;TaskAchievement;;1;0;Lore_unlock_05_Reekwater_Title_08_01;;0;0;false;false;;;;;false;false;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;@0503_0101_onfloralfauna_lore_page_1;;11208.713 3470.151 54.648;0;;;;;;;;;;
0503_0101_d_02_02_TaskAchievement_GetQuestLorePage_ThePromenade;TaskAchievement;;1;0;Lore_unlock_05_Reekwater_Title_08_02;;0;0;false;false;;;;;false;false;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;@0503_0101_onfloralfauna_lore_page_2;;11269.709 3479.619 54.682;0;;;;;;;;;;
0503_0101_d_02_03_TaskAchievement_GetQuestLorePage_VindictaAeternum;TaskAchievement;;1;0;Lore_unlock_05_Reekwater_Title_08_03;;0;0;false;false;;;;;false;false;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;@0503_0101_onfloralfauna_lore_page_3;;11286.700 3553.647 54.470;0;;;;;;;;;;
0505_0101_d_00_container_pruningandirrigation;ConsecutiveTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;0505_0101_d_01_TaskGoToPOITag_Glimmerfen;0505_0101_d_02_container_pruningandirrigation_collect;;;
0505_0101_d_01_TaskGoToPOITag_Glimmerfen;TaskGoToPOITag;;1;0;;;0;0;false;true;;Glowing_Swamp_50124;;;false;false;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;@0505_0101_pruningandirrigation_goto_POI;;;0;;;;;;;;;;
0505_0101_d_02_container_pruningandirrigation_collect;SimpleTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;1;;;;;;0505_0101_d_02_01_HaveAndReturn_3_FreshDryadSamples;0505_0101_d_02_02_HaveAndReturn_3_EternalWater;;;
0505_0101_d_02_01_HaveAndReturn_3_FreshDryadSamples;TaskHaveAndReturnItems;;1;3;0505_0101_FreshDryadSample;Swamp_Dryad_Shaman_05WC01b;100;0;false;false;;Glowing_Swamp_50124;;;true;false;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;@0505_0101_pruningandirrigation_get_token_from_target;;;0;;;;;;;;;;
0505_0101_d_02_02_HaveAndReturn_3_EternalWater;TaskHaveAndReturnItems;;1;3;AzothWaterT1;;0;0;false;false;;;;;false;false;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;@0505_0101_pruningandirrigation_get_gather_item;;;0;;;;;;;;;;
0505_0102_d_00_container_downstreameffects;ConsecutiveTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;0505_0102_d_01_TaskGoToPOITag_ViridGrotto;0505_0102_d_02_TaskGatherAndReturnItems_5_StrangeBlueCrystal;;;
0505_0102_d_01_TaskGoToPOITag_ViridGrotto;TaskGoToPOITag;;1;0;;;0;0;false;true;;AE_Cave_50120;;;false;false;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;@0505_0102_downstreameffects_goto_POI;;;0;;;;;;;;;;
0505_0102_d_02_TaskGatherAndReturnItems_5_StrangeBlueCrystal;TaskGatherAndReturnItems;;1;5;0505_0102_StrangeBlueCrystal;0502_CrystalCluster;100;0;false;true;;AE_Cave_50120;;;false;false;;;;;;IO_0502_CrystalCluster;;;;;0;;;;;;;;;;;;;;;;;;@0505_0102_downstreameffects_gather_item_from_IO;;;0;;;;;;;;;;
0503_0201_d_00_container_excisingtheblightedroot;ConsecutiveTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;0503_0201_d_01_TaskGoToPOITag_LambentMuskeg;0503_0201_d_02_container_excisingtheblightedroot_LambentMuskeg;0503_0201_d_03_container_excisingtheblightedroot_FishersGlory;;
0503_0201_d_01_TaskGoToPOITag_LambentMuskeg;TaskGoToPOITag;;1;0;;;0;0;false;true;;Glowing_Swamp_50132;;;false;false;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;@0503_0201_excisingtheblightedroot_goto_POI;;;0;;;;;;;;;;
0503_0201_d_02_container_excisingtheblightedroot_LambentMuskeg;SimpleTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;10903.471 2683.070 76.958;1;;;;;;0503_0201_d_02_01_kill_1_TheBlightBringer;0503_0201_d_02_02_Interact_2_BlightNodules;;;
0503_0201_d_02_01_kill_1_TheBlightBringer;TaskKillContribution;;1;1;;;0;0;false;true;;Glowing_Swamp_50132;;;false;false;;;;;;;;;Blight_Fiend_Named_05WC06b;;0;;;;;;;;;;;;;;;;;;@0503_0201_excisingtheblightedroot_kill_target_at_POI;;;0;;;;;;;;;;
0503_0201_d_02_02_Interact_2_BlightNodules;TaskGameEvent;;1;2;;;0;0;false;true;;Glowing_Swamp_50132;;;false;false;;;;;;IO_0501_BlightNodule;;;0501_BlightNodule_interact;;0;;;;;;;;;;;;;;;;;;@0503_0201_excisingtheblightedroot_destroy_IO;;;0;;;;;;;;;;
0503_0201_d_03_container_excisingtheblightedroot_FishersGlory;ConsecutiveTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;1;;;;;;0503_0201_d_03_01_TaskGoToPOITag_FishersGlory;0503_0201_d_03_02_kill_12_Dryads;;;
0503_0201_d_03_01_TaskGoToPOITag_FishersGlory;TaskGoToPOITag;;1;0;;;0;0;false;true;;Overgrown_Village_50133;;;false;false;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;@0503_0201_excisingtheblightedroot_goto_POI;;;0;;;;;;;;;;
0503_0201_d_03_02_kill_12_Dryads;TaskKillContribution;;1;12;;;0;0;false;true;;Overgrown_Village_50133;;;false;false;;;;;;;;;Earthward;;0;;;;;;;;;;;;;;;;;;@0503_0201_excisingtheblightedroot_kill_targets_at_POI;;;0;;;;;;;;;;
0503_0202_d_00_container_burdenofatonement;ConsecutiveTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;0503_0202_d_01_GiveAndTake_1_DryadOffering;0503_0202_d_02_TaskGoToPOITag_FishersGlory;0503_0202_d_03_TriggerArea_AncientAltar;0503_0202_d_04_container_burdenofatonement_ancientrubble;0503_0202_d_05_GameEvent_0507_AncientRubble_wavecomplete
0503_0202_d_01_GiveAndTake_1_DryadOffering;TaskGiveAndTakeItems;;1;1;0503_0202_DryadOffering;;100;0;false;false;;;;;false;false;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;
0503_0202_d_02_TaskGoToPOITag_FishersGlory;TaskGoToPOITag;;1;0;;;0;0;false;true;;Overgrown_Village_50133;;;false;false;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;@0503_0202_burdenofatonement_return_POI;;;0;;;;;;;;;;
0503_0202_d_03_TriggerArea_AncientAltar;TaskTriggerArea;;1;1;;;0;0;false;true;;Overgrown_Village_50133;;;false;false;;;;;;;;Enter;;;0;;;;;;;;;;;;;;;;;TriggerVol_05_AncientAltar;@0503_0202_burdenofatonement_triggervol;;10638.246 2823.345 77.041;0;;;;;;;;;;
0503_0202_d_04_container_burdenofatonement_ancientrubble;PartialTaskContainer;;0;1;;;0;0;false;false;;;;;false;false;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;1;;;;;;0503_0202_d_04_01_GameEvent_0503_DryadAltar_interact;0503_0202_d_04_02_GameEvent_0503_DryadAltar_wavecomplete;;;
0503_0202_d_04_01_GameEvent_0503_DryadAltar_interact;TaskGameEvent;;1;1;;;0;0;false;false;;;;;false;false;;;;;;;;;0503_DryadAltar_interact;;0;;;;;;;;;;;;;;;;;;@0503_0202_burdenofatonement_interact_IO;;10638.246 2823.345 77.041;0;;;;;;;;;;
0503_0202_d_04_02_GameEvent_0503_DryadAltar_wavecomplete;TaskGameEvent;;0;1;;;0;0;false;false;;;;;false;false;;;;;;IO_0503_DryadAltar;;;0503_DryadAltar_WaveComplete;;0;;;;;;;;;;;;;;;;;;@0503_0202_burdenofatonement_defend_wave_event;;10638.246 2823.345 77.041;0;;;;;;;;;;
0503_0202_d_05_GameEvent_0507_AncientRubble_wavecomplete;TaskGameEvent;;1;1;;;0;0;false;false;;;;;false;false;;;;;;;;;0503_DryadAltar_WaveComplete;;0;;;;;;;;;;;;;;;;;;@0503_0202_burdenofatonement_defend_wave_event;;;0;;;;;;;;;;
0503_0203_d_00_container_wardensofthegreen;ConsecutiveTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;0503_0203_d_01_TaskGoToPOITag_ShaMakogai;0503_0203_d_02_TaskTriggerArea_AncientBookcase;0503_0203_d_03_TaskGatherAndReturnItems_1_TabletDryadAnatomy;0503_0203_d_04_container_wardensofthegreen_hingatirn;
0503_0203_d_01_TaskGoToPOITag_ShaMakogai;TaskGoToPOITag;;1;0;;;0;0;false;true;;Flooded_Ruins_50127;;;false;false;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;@0503_0203_wardensofthegreen_goto_POI;;;0;;;;;;;;;;
0503_0203_d_02_TaskTriggerArea_AncientBookcase;TaskTriggerArea;;1;1;;;0;0;false;true;;Flooded_Ruins_50127;;;false;false;;;;;;;;Enter;;;0;;;;;;;;;;;;;;;;;TriggerVol_05_AncientBookcase;@0503_0203_wardensofthegreen_trigvol_enter_a;;11824.415 3151.8628 71.26;0;;;;;;;;;;
0503_0203_d_03_TaskGatherAndReturnItems_1_TabletDryadAnatomy;TaskGatherAndReturnItems;;1;1;0503_0203_DryadAnatomyTablet;0504_AncientBookcase;100;0;false;false;;Flooded_Ruins_50127;;;false;false;;;;;;IO_0504_AncientBookcase;;;;;0;;;;;;;;;;;;;;;;;;@0503_0203_wardensofthegreen_get_item_from_IO;;11827.282 3145.266 71.320;0;;;;;;;;;;
0503_0203_d_04_container_wardensofthegreen_hingatirn;ConsecutiveTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;1;;;;;;0503_0203_d_04_01_TaskGoToPOITag_Hingatirn;0503_0203_d_04_02_TaskTriggerArea_Hingatirn;0503_0203_d_04_03_TaskTriggerArea_Hingatirn2;0503_0203_d_04_04_TaskTriggerArea_Mural;0503_0203_d_04_05_Interact_TowerMural
0503_0203_d_04_01_TaskGoToPOITag_Hingatirn;TaskGoToPOITag;;1;0;;;0;0;false;true;;Lighthouse_Ruins_50128;;;false;false;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;@0503_0203_wardensofthegreen_goto_POI;;;0;;;;;;;;;;
0503_0203_d_04_02_TaskTriggerArea_Hingatirn;TaskTriggerArea;;1;1;;;0;0;false;true;;Lighthouse_Ruins_50128;;;false;false;;;;;;;;Enter;;;0;;;;;;;;;;;;;;;;;TriggerVol_05_Hingatirn;@0503_0203_wardensofthegreen_trigvol_enter_b;;12001.4033 2867.2866 86.7578;0;;;;;;;;;;
0503_0203_d_04_03_TaskTriggerArea_Hingatirn2;TaskTriggerArea;;1;1;;;0;0;false;true;;Lighthouse_Ruins_50128;;;false;false;;;;;;;;Enter;;;0;;;;;;;;;;;;;;;;;TriggerVol_05_Hingatirn2;@0503_0203_wardensofthegreen_trigvol_enter_b;;12010.4336 3014.3389 69.964;0;;;;;;;;;;
0503_0203_d_04_04_TaskTriggerArea_Mural;TaskTriggerArea;;1;1;;;0;0;false;true;;Lighthouse_Ruins_50128;;;false;false;;;;;;;;Enter;;;0;;;;;;;;;;;;;;;;;TriggerVol_05_Mural;@0503_0203_wardensofthegreen_trigvol_enter_b;;12025.329 3059.469 69.964;0;;;;;;;;;;
0503_0203_d_04_05_Interact_TowerMural;TaskGameEvent;;1;1;;;0;0;false;false;;Lighthouse_Ruins_50128;;;false;false;;;;;;IO_0505_TowerMural;;;0505_TowerMural_interact;;0;;;;;;;;;;;;;;;;;;@0503_0203_wardensofthegreen_interact_IO;;12034.643 3068.809 69.866;0;;;;;;;;;;
0503_0301_d_00_container_theeternalpool;ConsecutiveTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;0503_0301_d_01_TaskGoToPOITag_EternalPool;0503_0301_d_02_container_theeternalpool_collect;0503_0301_d_03_kill_SwampDryadArenaBoss;;
0503_0301_d_01_TaskGoToPOITag_EternalPool;TaskGoToPOITag;;1;0;;;0;0;false;true;;AE_Elite_50119;;;false;false;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;@0503_0301_theeternalpool_goto_POI;;;0;;;;;;;;;;
0503_0301_d_02_container_theeternalpool_collect;SimpleTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;1;;;;;;0503_0301_d_02_01_container_theeternalpool_veils;0503_0301_d_02_02_HaveAndReturn_8_AncientAzothReservoir;0503_0301_d_02_03_Have_EternalPoolBossKey;;
0503_0301_d_02_01_container_theeternalpool_veils;SimpleTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;@0503_0301_theeternalpool_breach_veils;;;0;;;;;;0503_0301_d_02_01_01_Kill_DryadVeil_A;0503_0301_d_02_01_02_Kill_DryadVeil_B;0503_0301_d_02_01_03_Kill_DryadVeil_C;;
0503_0301_d_02_01_01_Kill_DryadVeil_A;TaskKillContribution;;1;1;;;0;0;false;true;;AE_Elite_50119;;;false;false;;;;;;;;;Destructible_Door_01_ELITE_05WC10;;0;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;
0503_0301_d_02_01_02_Kill_DryadVeil_B;TaskKillContribution;;1;1;;;0;0;false;true;;AE_Elite_50119;;;false;false;;;;;;;;;Destructible_Door_02_ELITE_05WC10;;0;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;
0503_0301_d_02_01_03_Kill_DryadVeil_C;TaskKillContribution;;1;1;;;0;0;false;true;;AE_Elite_50119;;;false;false;;;;;;;;;Destructible_Door_03_ELITE_05WC10;;0;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;
0503_0301_d_02_02_HaveAndReturn_8_AncientAzothReservoir;TaskHaveAndReturnItems;;1;8;0503_0301_AncientAzothReservoir;;0;100;false;true;;AE_Elite_50119;;;true;false;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;@0503_0301_theeternalpool_get_item_from_containers;;;0;;;;;;;;;;
0503_0301_d_02_03_Have_EternalPoolBossKey;TaskHaveItems;;0;1;Reekwater05WC10BossKey;BearElemental_Named_ELITE_05WC10;100;0;true;true;;AE_Elite_50119;;;true;true;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;@0503_0301_theeternalpool_get_key_from_boss;;;0;;;;;;;;;;
0503_0301_d_03_kill_SwampDryadArenaBoss;TaskKillContribution;;1;1;;;0;0;false;true;;AE_Elite_50119;;;false;false;;;;;;;;;Swamp_Dryad_Beast_Named_ELITE_05WC10;;0;;;;;;;;;;;;;;;;;;@0503_0301_theeternalpool_defeat_boss;;;0;;;;;;;;;;
0505_0103_d_00_container_thedryadpromenade;ConsecutiveTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;0505_0103_d_01_container_partial;0505_0103_d_02_TaskGoToPOITag_EternalPool;0505_0103_d_03_kill_SwampDryadArenaBoss;;
0505_0103_d_01_container_partial;PartialTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;1;;;;;;0505_0103_d_01_01_TaskGoToPOITag_EternalPool;0505_0103_d_01_02_Have_EternalPoolBossKey;;;
0505_0103_d_01_01_TaskGoToPOITag_EternalPool;TaskGoToPOITag;;1;0;;;0;0;false;true;;AE_Elite_50119;;;false;false;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;@0505_0103_thedryadpromenade_goto_POI;;;0;;;;;;;;;;
0505_0103_d_01_02_Have_EternalPoolBossKey;TaskHaveItems;;0;1;Reekwater05WC10BossKey;;0;0;true;true;;AE_Elite_50119;;;false;false;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;@0505_0103_thedryadpromenade_get_key_from_boss;;;0;;;;;;;;;;
0505_0103_d_02_TaskGoToPOITag_EternalPool;TaskGoToPOITag;;1;0;;;0;0;false;true;;AE_Elite_50119;;;false;false;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;@0505_0103_thedryadpromenade_goto_POI;;;0;;;;;;;;;;
0505_0103_d_03_kill_SwampDryadArenaBoss;TaskKillContribution;;1;1;;;0;0;false;true;;AE_Elite_50119;;;false;false;;;;;;;;;Swamp_Dryad_Beast_Named_ELITE_05WC10;;0;;;;;;;;;;;;;;;;;;@0505_0103_thedryadpromenade_defeat_boss;;;0;;;;;;;;;;
0502_0106_d_00_container_primevalcyclops;ConsecutiveTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;0502_0106_d_00a_givekey;0502_0106_d_01_gotoPOI;0502_0106_d_02_getitem;;
0502_0106_d_00a_givekey;TaskGiveItem;;1;1;KeyLazarus;;0;0;false;false;;;;;false;true;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;
0502_0106_d_01_gotoPOI;TaskGameMode;;1;1;;;0;0;false;true;;dungeon_reekwater_50146;DungeonReekwater00;;false;false;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;@0502_0106_d_01_transport_npc_note;;;0;;;;;;;;;;
0502_0106_d_02_getitem;TaskHaveAndReturnItems;;1;1;0511_0102_CyclopsEye;Torso_Boss;100;0;false;false;;dungeon_reekwater_50146;DungeonReekwater00;;true;false;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;@0502_0106_d_02_have_npc_note;;;0;;;;;;;;;;
0511_0201_d_00_container_UmbrasReach;ConsecutiveTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;0511_0201_d_01_container_UmbrasReach_sub_1;0511_0201_d_02_container_UmbrasReach_sub_2;0511_0201_d_03_container_UmbrasReach_sub_3;0511_0201_d_04_container_UmbrasReach_sub_4;
0511_0201_d_01_container_UmbrasReach_sub_1;ConsecutiveTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;1;;;;;;0511_0201_d_01_01_UmbrasReach_questTrack_inbrightestlight;0511_0201_d_01_01a_Give_FullAzothEnergySource;0511_0201_d_01_02_Have_FullAzothEnergySource;0511_0201_d_01_03_UmbrasReach_questTrack_stygianchannel;0511_0201_d_01_04_Have_StygianChannelSegment
0511_0201_d_01_01_UmbrasReach_questTrack_inbrightestlight;TaskObjective;;1;0;0511_0202_UmbrasReach_inbrightestlight;;0;0;false;false;;;;;false;false;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;@0511_0201_UmbrasReach_questTrack_inbrightestlight;;;0;;;;;;;;;;
0511_0201_d_01_01a_Give_FullAzothEnergySource;TaskGiveItem;;1;1;0511_0202_FullAzothEnergySource;;0;0;false;false;;;;;true;true;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;
0511_0201_d_01_02_Have_FullAzothEnergySource;TaskHaveAndReturnItems;;1;1;0511_0202_FullAzothEnergySource;;0;0;false;false;;;;;false;false;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;
0511_0201_d_01_03_UmbrasReach_questTrack_stygianchannel;TaskObjective;;1;0;0511_0203_UmbrasReach_stygianchannel;;0;0;false;false;;;;;false;false;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;@0511_0201_UmbrasReach_questTrack_stygianchannel;;;0;;;;;;;;;;
0511_0201_d_01_04_Have_StygianChannelSegment;TaskHaveAndReturnItems;;1;4;0511_0203_StygianChannelSegment;;0;0;false;false;;;;;false;false;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;
0511_0201_d_02_container_UmbrasReach_sub_2;ConsecutiveTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;1;;;;;;0511_0201_d_02_01_UmbrasReach_questTrack_graspingtwilight;0511_0201_d_02_02_Have_ReinforcedLeatherGlove;0511_0201_d_02_03_UmbrasReach_questTrack_astitchofshade;0511_0201_d_02_04_Have_WyrdwoodSeedFiber;
0511_0201_d_02_01_UmbrasReach_questTrack_graspingtwilight;TaskObjective;;1;0;0511_0204_UmbrasReach_graspingtwilight;;0;0;false;false;;;;;false;false;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;@0511_0201_UmbrasReach_questTrack_graspingtwilight;;;0;;;;;;;;;;
0511_0201_d_02_02_Have_ReinforcedLeatherGlove;TaskHaveAndReturnItems;;1;1;0511_0204_ReinforcedLeatherGlove;;0;0;false;false;;;;;false;false;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;
0511_0201_d_02_03_UmbrasReach_questTrack_astitchofshade;TaskObjective;;1;0;0511_0205_UmbrasReach_astitchofshade;;0;0;false;false;;;;;false;false;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;@0511_0201_UmbrasReach_questTrack_astitchofshade;;;0;;;;;;;;;;
