AbilityID;DisplayName;Description;UICategory;Icon;StatusEffectIcon;Sound;TelegraphStatusEffect;TelegraphCountOffset;OnEquipStatusEffect;WeaponTag;RequiredAbilityId;TreeId;TreeRowPosition;TreeColumnPosition;IsActiveAbility;IsGlobalAbility;IsStackableAbility;IsNonCombatAbility;ScalingStrength;ScalingDexterity;ScalingIntelligence;ScalingSpirit;ScalingConstitution;OnKill;OnExecuted;OnHit;OnHitBehind;OnBlockedHit;OnCrit;OnCritTaken;OnHeadShot;OnLegShot;OnHitTaken;OnDeath;OnDeathsDoor;OnBlockBreak;OnTargetBlockBreak;OnTargetSet;OnContributedKill;OnHealed;OnGatheringComplete;GatheringTradeskill;NumConsecutiveHits;MaxConsecutiveHits;TrackHitCount;ResetConsecutiveOnSuccess;DamageIsRanged;DamageIsMelee;ForceShowNameTag;TargetHasGritActive;DamageTableRow;RemoteDamageTableRow;RangedAttackName;AttackType;DamageTypes;DamageCategory;StatusEffect;StatusEffectCategories;DontHaveStatusEffect;TargetStatusEffect;TargetStatusEffectCategory;TargetStatusEffectStackSize;TargetStatusEffectComparison;TargetCollisionFilters;TargetMarker;MyHealthPercent;MyComparisonType;MyStaminaPercent;MyStaminaComparisonType;TargetHealthPercent;TargetComparisonType;DistFromDefender;DistComparisonType;NumAroundMe;NumAroundComparisonType;AbilityList;AbilityTrigger;InAction;InActionTime;AfterAction;BaseDamage;BaseDamageReduction;BlockDamage;BlockDamageReduction;CritDamage;CritChance;HeadshotDamage;StaggerDamage;StaggerDamageReduction;HitRateDmg;HitRateDmgReduction;HealthDamageMitigation;ThreatDamage;ArmorPenetration;PhysicalArmor;PhysicalArmorMaxHealthMod;ElementalArmor;Knockback;WeaponAccuracy;Health;DmgPctToHealth;HealScalingValueMultiplier;MaxHealth;ConsumableHealMod;Mana;ManaRate;MaxMana;DamageTableRowOverride;RangedAttackNameOverride;EnableCrit;PerStatusEffectOnTarget;ForceTakeStaminaDamage;StaminaCostList;StaminaCostFlatMod;CastSpell;SelfApplyStatusEffect;OtherApplyStatusEffect;SetPotencyAsCount;MultiplyRemovedByPotency;OnlyChangeOwnedStatusEffects;RemoveStatusEffects;StatusEffectsList;StatusEffectCategoriesList;RemoveTargetStatusEffectsList;ConsumeTargetStatusEffectMult;StatusEffectDurationReduction;TargetStatusEffectDurationList;TargetStatusEffectDurationCats;TargetStatusEffectDurationMod;TargetStatusEffectDurationMult;Duration;CooldownId;CDRImmediatelyOptions;ResetCooldownTimers;CooldownTimer;NumFreeCooldownsPerUse;MaxHitCountMultiplier;SetMannequinTag;SetMannequinTagStatus;RepairDustYieldMod;ToolDurabilityLossMod;FastTravelInnCooldownMod;FastTravelAzothCostMod;GiveAzothPercentChance;Azoth;RefundAmmoPercentChance
Foc_Bonus_250_2;Foc_Bonus_250_2;;;;;;;;ATB_Foc_Bonus_250_2_Effect;;;;;;;;;true;;;;;;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;;;;;;false;;;;;;;;;;;;;;;;;;0;;;;0;;;;;;;;;;;0;0;0;;0;0;;0;;;;;;;0;0;;;;;;0;;0;0;0;0;;;;;;;0;;;;;;;;;;;;;;;;0;0;;;;;;;;;0;0;0;0;0;0;0
Foc_Bonus_300_1;@Foc_Bonus_300_active;@Foc_Bonus_300_inactive;;bowAbility5_mod2;;;;;;;;;;;;;;false;;;;;;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;;;;;;false;;;;;;;;;;;;;;;;;;0;;;;0;;;;;;;;;;;0;0;0;;0;0;;0;;;;;;;0;0;;;;;;0;;0;0;0;0;;;;;;;0;;;;;;;;;;;;;;;;0;0;;;;;;;;;0;0;0;0;0;0;0
Foc_Bonus_300_2;Foc_Bonus_300_2;;;;;;;;;;;;;;;;;true;;;;;;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;;;;;;false;;;;;;;;;;;;;;;;;;0;;;;0;;;;;;;;;;;0;0;0;;0;0;;0;;;;;;;0;0;;;;;;0;;0;0;0;0;;;;;;;0;;;;;;;;;;;;;;;;0;0;;;;;;;;;0;0;-0.10000000149011612;0;0;0;0
Str_Bonus_50_1;@Str_Bonus_50_active;@Str_Bonus_50_inactive;;bowAbility5_mod2;;;;;;;;;;;;;;false;;;;;;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;;;;;;true;;;;;;Light;;;;;;;;;;;;0;;;;0;;;;;;;;;;;0.05000000074505806;0;0;;0;0;;0;;;;;;;0;0;;;;;;0;;0;0;0;0;;;;;;;0;;;;;;;;;;;;;;;;0;0;;;;;;;;;0;0;0;0;0;0;0
Str_Bonus_50_2;Str_Bonus_50_2;;;;;;;;ATB_Str_Bonus_50_2_Effect;;;;;;;;;true;;;;;;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;;;;;;false;;;;;;;;;;;;;;;;;;0;;;;0;;;;;;;;;;;0;0;0;;0;0;;0;;;;;;;0;0;;;;;;0;;0;0;0;0;;;;;;;0;;;;;;;;;;;;;;;;0;0;;;;;;;;;0;0;0;0;0;0;0
Str_Bonus_100_1;@Str_Bonus_100_active;@Str_Bonus_100_inactive;;bowAbility5_mod2;;;;;;;;;;;;;;false;;;;;;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;;;;;;true;;;;;;Heavy;;;;;;;;;;;;0;;;;0;;;;;;;;;;;0.10000000149011612;0;0;;0;0;;0;;;;;;;0;0;;;;;;0;;0;0;0;0;;;;;;;0;;;;;;;;;;;;;;;;0;0;;;;;;;;;0;0;0;0;0;0;0
Str_Bonus_100_2;Str_Bonus_100_2;;;;;;;;ATB_Str_Bonus_100_2_Effect;;;;;;;;;true;;;;;;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;;;;;;false;;;;;;;;;;;;;;;;;;0;;;;0;;;;;;;;;;;0;0;0;;0;0;;0;;;;;;;0;0;;;;;;0;;0;0;0;0;;;;;;;0;;;;;;;;;;;;;;;;0;0;;;;;;;;;0;0;0;0;0;0;0
Str_Bonus_150_1;@Str_Bonus_150_active;@Str_Bonus_150_inactive;;bowAbility5_mod2;;;;;;;;;;;;;;false;;;;;;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;;;;;;true;;;;;;Light,Heavy;;;;;;;;;;;;0;;;;0;;;;;;;;;;;0;0;0.5;;0;0;;0.5;;;;;;;0;0;;;;;;0;;0;0;0;0;;;;;;;0;;;;;;;;;;;;;;;;0;0;;;;;;;;;0;0;0;0;0;0;0
Str_Bonus_150_2;Str_Bonus_150_2;;;;;;;;ATB_Str_Bonus_150_2_Effect;;;;;;;;;true;;;;;;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;;;;;;false;;;;;;;;;;;;;;;;;;0;;;;0;;;;;;;;;;;0;0;0;;0;0;;0;;;;;;;0;0;;;;;;0;;0;0;0;0;;;;;;;0;;;;;;;;;;;;;;;;0;0;;;;;;;;;0;0;0;0;0;0;0
Str_Bonus_200_1;@Str_Bonus_200_active;@Str_Bonus_200_inactive;;bowAbility5_mod2;;;;;;;;;;;;;;false;;;;;;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;;;;;;false;;;;;;;;;;;;;CC;;;;;0;;;;0;;;;;;;;;;;0.10000000149011612;0;0;;0;0;;0;;;;;;;0;0;;;;;;0;;0;0;0;0;;;;;;;0;;;;;;;;;;;;;;;;0;0;;;;;;;;;0;0;0;0;0;0;0
Str_Bonus_200_2;Str_Bonus_200_2;;;;;;;;ATB_Str_Bonus_200_2_Effect;;;;;;;;;true;;;;;;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;;;;;;false;;;;;;;;;;;;;;;;;;0;;;;0;;;;;;;;;;;0;0;0;;0;0;;0;;;;;;;0;0;;;;;;0;;0;0;0;0;;;;;;;0;;;;;;;;;;;;;;;;0;0;;;;;;;;;0;0;0;0;0;0;0
Str_Bonus_250_1;@Str_Bonus_250_active;@Str_Bonus_250_inactive;;bowAbility5_mod2;;;;;;;;;;;;;;false;;;;;;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;;;;;;false;;;;;;;;;;;;;;;;;;0;;;;0;;;;;;;;;;;0;0;0;;0;0;;0;;;;;;;0;0;;;;;;0;;0;0;0;0;;;;;;;0;;;;;;;;;;;;;;;;0;0;;;;;;;;;0;0;0;0;0;0;0
Str_Bonus_250_2;Str_Bonus_250_2;;;;;;;;ATB_Str_Bonus_250_2_Effect;;;;;;;;;true;;;;;;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;;;;;;false;;;;;;;;;;;;;;;;;;0;;;;0;;;;;;;;;;;0;0;0;;0;0;;0;;;;;;;0;0;;;;;;0;;0;0;0;0;;;;;;;0;;;;;;;;;;;;;;;;0;0;;;;;;;;;0;0;0;0;0;0;0
Str_Bonus_300_1;@Str_Bonus_300_active;@Str_Bonus_300_inactive;;bowAbility5_mod2;;;;;;;;;;;;;;false;;;;;;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;;;;;;false;;;;;;;;;;;;;;;;;;0;;;;0;;;;;;;;;;;0;0;0;;0;0;;0;;;;;;;0;0;;;;;;0;;0;0;0;0;;;;;;;0;;;;;;;;;;;;;;;;0;0;;;;;;;;;0;0;0;0;0;0;0
Str_Bonus_300_2;Str_Bonus_300_2;;;;;;;;ATB_Str_Bonus_300_2_Effect;;;;;;;;;true;;;;;;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;;;;;;false;;;;;;;;;;;;;;;;;;0;;;;0;;;;;;;;;;;0;0;0;;0;0;;0;;;;;;;0;0;;;;;;0;;0;0;0;0;;;;;;;0;;;;;;;;;;;;;;;;0;0;;;;;;;;;0;0;0;0;0;0;0
