AbilityID;DisplayName;Description;UICategory;Icon;StatusEffectIcon;Sound;TelegraphStatusEffect;TelegraphCountOffset;OnEquipStatusEffect;WeaponTag;RequiredAbilityId;TreeId;TreeRowPosition;TreeColumnPosition;IsActiveAbility;IsGlobalAbility;IsStackableAbility;CanBeUnapplied;ScalingStrength;ScalingDexterity;ScalingIntelligence;ScalingSpirit;ScalingConstitution;OnEventPassiveConditionsPass;OnKill;OnExecuted;OnHit;OnBlockedHit;OnHitBehind;OnCrit;OnCritTaken;OnHeadShot;OnLegShot;OnHitTaken;OnBlockedHitTaken;OnBlockBreak;OnTargetBlockBreak;OnDeath;OnDeathsDoor;OnAttachedSpellTargetDied;OnHealed;OnSelfDamage;OnProjPassedThrough;OnContributedKill;OnUsedConsumable;OnGatheringComplete;GatheringTradeskill;RequireReaction;NumSuccessfulHits;NumConsecutiveHits;MaxConsecutiveHits;ResetConsecutiveOnSuccess;DisableConsecutivePotency;TrackHitCount;MaxTrackedHitCounts;NumberOfTrackedHits;NumberOfHitsComparisonType;DamageIsRanged;DamageIsMelee;ForceShowNameTag;TargetHasGritActive;DamageTableRow;RemoteDamageTableRow;RangedAttackName;AttackType;DamageTypes;CheckOwnedStatusEffects;StatusEffect;StatusEffectStackSize;StatusEffectComparisonType;StatusEffectCategories;DontHaveStatusEffect;CheckStatusEffectsOnTargetOwned;TargetStatusEffect;TargetStatusEffectCategory;TargetStatusEffectStackSize;TargetStatusEffectComparison;TargetCollisionFilters;TargetMarker;MyHealthPercent;MyComparisonType;MyStaminaPercent;MyStaminaComparisonType;MyManaPercent;MyManaComparisonType;TargetHealthPercent;TargetComparisonType;DistFromDefender;DistComparisonType;NumAroundMe;NumAroundComparisonType;AbilityOnCooldownOptions;AbilitiesOnCooldown;AbilityCooldownComparisonType;AttachedTargetSpellIds;AbilityList;AbilityTrigger;InAction;InActionTime;AfterAction;BaseDamage;SetHealthOnFatalDamageTaken;BaseDamageReduction;CritDamageReduction;BlockDamage;BlockDamageReduction;CritDamage;CritChance;HeadshotDamage;StaggerDamage;StaggerDamageReduction;HitRateDmg;HitRateDmgReduction;HealthDamageMitigation;ThreatDamage;ArmorPenetration;PhysicalArmor;PhysicalArmorMaxHealthMod;ElementalArmor;LinearlyScaleToDistance;RefundAmmoPercentChance;RefundConsumablePercentChance;GiveAzothPercentChance;Azoth;Knockback;WeaponAccuracy;Health;DmgPctToHealth;HealScalingValueMultiplier;MaxHealth;Mana;ManaRate;MaxMana;ManaCostList;ManaCostMult;DamageTableRowOverride;StatusEffectDamageTableRowOverride;ForceStatusEffectDamageTableRow;RangedAttackNameOverride;DamageTableStatusEffectOverride;EnableCrit;EnableTaunt;PerStatusEffectOnTarget;PerStatusEffectOnTargetMax;DisableApplyPerStatusEffectStack;ForceTakeStaminaDamage;StaminaCostList;StaminaCostFlatMod;CastSpell;SelfApplyStatusEffect;OtherApplyStatusEffect;SelfApplyStatusEffectDurations;OtherApplyStatusEffectDurations;DoNotUnequipSelfAppliedSE;NumStatusEffectsToTransfer;StatusEffectCategoryToTransfer;SetPotencyAsCount;MultiplyRemovedByPotency;OnlyChangeOwnedStatusEffects;NumStatusEffectsToRemove;RemoveStatusEffects;StatusEffectsList;StatusEffectCategoriesList;RemoveTargetStatusEffectsList;RemoveTargetStatusEffectCats;ConsumeTargetStatusEffectMult;StatusEffectDurationReduction;StatusEffectDurationCats;StatusEffectDurationMod;StatusEffectDurationMult;TargetStatusEffectDurationList;TargetStatusEffectDurationCats;TargetStatusEffectDurationMod;TargetStatusEffectDurationMult;Duration;CooldownId;CDRImmediatelyOptions;ResetCooldownTimers;CooldownTimer;NumFreeCooldownsPerUse;MaxHitCountMultiplier;SetMannequinTag;SetMannequinTagStatus;RepairDustYieldMod;ToolDurabilityLossMod;FastTravelInnCooldownMod;FastTravelAzothCostMod
RuinousPerk2;;;;;;;;;;;;;;;false;false;false;false;;;;;;false;false;false;true;true;false;false;false;false;false;false;false;false;false;false;false;false;false;;false;false;false;false;;false;0;0;0;;false;false;0;0;;;;;;;;;;;;;;;;;;;;0;;Structure;;0;;0;;;;0;;;;0;;;;;;;;;0;;0.20000000298023224;;;0;0;0;0;0;0;;;;;;0;0;;;;;0;0;0;0;0;0;;0;0;0;0;;0;;;;;false;;;;false;;;;;;;;;;;;false;0;;false;;;0;;;;;;;0;;;0;;;;0;0;;;;0;;;;;;;;
RuinousPerk3;;;;;;;;;;;;;;;false;false;false;false;;;;;;false;false;false;true;true;false;false;false;false;false;false;false;false;false;false;false;false;false;;false;false;false;false;;false;0;0;0;;false;false;0;0;;;;;;;;;;;;;;;;;;;;0;;Structure;;0;;0;;;;0;;;;0;;;;;;;;;0;;0.4000000059604645;;;0;0;0;0;0;0;;;;;;0;0;;;;;0;0;0;0;0;0;;0;0;0;0;;0;;;;;false;;;;false;;;;;;;;;;;;false;0;;false;;;0;;;;;;;0;;;0;;;;0;0;;;;0;;;;;;;;
SpreadShotRootPerk1;;;;;;;;;;;;;;;false;false;false;false;;;;;;false;false;false;true;true;false;false;false;false;false;false;false;false;false;false;false;false;false;;false;false;false;false;;false;0;0;0;;false;false;0;0;;;;;;Bow_Spread_Shot;;;;;;;;;;;;;;0;;;;0;;0;;;;0;;;;0;;;;;;;;;0;;0;;;0;0;0;0;0;0;;;;;;0;0;;;;;0;0;0;0;0;0;;0;0;0;0;;0;;;;;false;;;;false;;;;;;;;;SpreadShotRootPerk1;;;false;0;;false;;;0;;;;SpreadShotRootPerk2,SpreadShotRootPerk3;;;0;;;0;;;;0;0;;;;0;;;;;;;;
SpreadShotRootPerk2;;;;;;;;;;;;;;;false;false;false;false;;;;;;false;false;false;true;true;false;false;false;false;false;false;false;false;false;false;false;false;false;;false;false;false;false;;false;0;0;0;;false;false;0;0;;;;;;Bow_Spread_Shot;;;;;;;;;;;;;;0;;;;0;;0;;;;0;;;;0;;;;;;;;;0;;0;;;0;0;0;0;0;0;;;;;;0;0;;;;;0;0;0;0;0;0;;0;0;0;0;;0;;;;;false;;;;false;;;;;;;;;SpreadShotRootPerk2;;;false;0;;false;;;0;;;;SpreadShotRootPerk1,SpreadShotRootPerk3;;;0;;;0;;;;0;0;;;;0;;;;;;;;
SpreadShotRootPerk3;;;;;;;;;;;;;;;false;false;false;false;;;;;;false;false;false;true;true;false;false;false;false;false;false;false;false;false;false;false;false;false;;false;false;false;false;;false;0;0;0;;false;false;0;0;;;;;;Bow_Spread_Shot;;;;;;;;;;;;;;0;;;;0;;0;;;;0;;;;0;;;;;;;;;0;;0;;;0;0;0;0;0;0;;;;;;0;0;;;;;0;0;0;0;0;0;;0;0;0;0;;0;;;;;false;;;;false;;;;;;;;;SpreadShotRootPerk3;;;false;0;;false;;;0;;;;SpreadShotRootPerk1,SpreadShotRootPerk2;;;0;;;0;;;;0;0;;;;0;;;;;;;;
MeteorManaPerk1;;;;;;;;;;;;;;;false;false;false;false;;;;;;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;false;false;false;false;;false;0;0;0;;false;false;0;0;;;;;;;;;;;;;;;;;;;;0;;;;0;;0;;;;0;;;;0;;;;;;;;;0;Ability_Fire_Staff_Storm_Outro_Success;0;;;0;0;0;0;0;0;;;;;;0;0;;;;;0;0;0;0;0;0;;0;0;0;0;;0;;;;;false;;;;false;;;;;;;;;;;;false;0;;false;;;0;;;;;;;0;;;0;;;;0;1;;;;0;;;;;;;;
MeteorManaPerk2;;;;;;;;;;;;;;;false;false;false;false;;;;;;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;false;false;false;false;;false;0;0;0;;false;false;0;0;;;;;;;;;;;;;;;;;;;;0;;;;0;;0;;;;0;;;;0;;;;;;;;;0;Ability_Fire_Staff_Storm_Outro_Success;0;;;0;0;0;0;0;0;;;;;;0;0;;;;;0;0;0;0;0;0;;0;0;0;0;;0;;;;;false;;;;false;;;;;;;;;;;;false;0;;false;;;0;;;;;;;0;;;0;;;;0;1;;;;0;;;;;;;;
MeteorManaPerk3;;;;;;;;;;;;;;;false;false;false;false;;;;;;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;false;false;false;false;;false;0;0;0;;false;false;0;0;;;;;;;;;;;;;;;;;;;;0;;;;0;;0;;;;0;;;;0;;;;;;;;;0;Ability_Fire_Staff_Storm_Outro_Success;0;;;0;0;0;0;0;0;;;;;;0;0;;;;;0;0;0;0;0;0;;0;0;0;0;;0;;;;;false;;;;false;;;;;;;;;;;;false;0;;false;;;0;;;;;;;0;;;0;;;;0;1;;;;0;;;;;;;;
FlamethrowerManaPerk1;;;;;;;;;;;;;;;false;false;false;false;;;;;;false;false;false;true;true;false;false;false;false;false;false;false;false;false;false;false;false;false;;false;false;false;false;;false;0;0;0;;false;false;0;0;;;;;;FireStaff_FlameThrower,FireStaff_FlameThrower_DMG_Upgrade;;;;;;;;;;;;FireStaff_Pyro_DOT;;3;GreaterThanOrEqual;;;0;;0;;;;0;;;;0;;;;;;;;;0;;0;;;0;0;0;0;0;0;;;;;;0;0;;;;;0;0;0;0;0;0;;0;0;0;0;;0;;;;;false;;;;false;;;;;;;;;;;;false;0;;false;;;0;;;;;;;0;;;0;;;;0;0;;;;0;;;;;;;;
FlamethrowerManaPerk2;;;;;;;;;;;;;;;false;false;false;false;;;;;;false;false;false;true;true;false;false;false;false;false;false;false;false;false;false;false;false;false;;false;false;false;false;;false;0;0;0;;false;false;0;0;;;;;;FireStaff_FlameThrower,FireStaff_FlameThrower_DMG_Upgrade;;;;;;;;;;;;FireStaff_Pyro_DOT;;3;GreaterThanOrEqual;;;0;;0;;;;0;;;;0;;;;;;;;;0;;0;;;0;0;0;0;0;0;;;;;;0;0;;;;;0;0;0;0;0;0;;0;0;0;0;;0;;;;;false;;;;false;;;;;;;;;;;;false;0;;false;;;0;;;;;;;0;;;0;;;;0;0;;;;0;;;;;;;;
FlamethrowerManaPerk3;;;;;;;;;;;;;;;false;false;false;false;;;;;;false;false;false;true;true;false;false;false;false;false;false;false;false;false;false;false;false;false;;false;false;false;false;;false;0;0;0;;false;false;0;0;;;;;;FireStaff_FlameThrower,FireStaff_FlameThrower_DMG_Upgrade;;;;;;;;;;;;FireStaff_Pyro_DOT;;3;GreaterThanOrEqual;;;0;;0;;;;0;;;;0;;;;;;;;;0;;0;;;0;0;0;0;0;0;;;;;;0;0;;;;;0;0;0;0;0;0;;0;0;0;0;;0;;;;;false;;;;false;;;;;;;;;;;;false;0;;false;;;0;;;;;;;0;;;0;;;;0;0;;;;0;;;;;;;;
TrapSpeedPerk1;;;;;;;;;;;;;;;false;false;false;false;;;;;;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;false;false;false;false;;false;0;0;0;;false;false;0;0;;;;;;;;;;;;;;;;;;;;0;;;;0;;0;;;;0;;;;0;;;;;;Traps,TrapDouble,TrapTriple;AfterPerform;;0;;0;;;0;0;0;0;0;0;;;;;;0;0;;;;;0;0;0;0;0;0;;0;0;0;0;;0;;;;;false;;;;false;;;;;;;;TrapSpeedPerk1;;;;false;0;;false;;;0;;;;;;;0;;;0;;;;0;0;;;;0;;;;;;;;
TrapSpeedPerk2;;;;;;;;;;;;;;;false;false;false;false;;;;;;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;false;false;false;false;;false;0;0;0;;false;false;0;0;;;;;;;;;;;;;;;;;;;;0;;;;0;;0;;;;0;;;;0;;;;;;Traps,TrapDouble,TrapTriple;AfterPerform;;0;;0;;;0;0;0;0;0;0;;;;;;0;0;;;;;0;0;0;0;0;0;;0;0;0;0;;0;;;;;false;;;;false;;;;;;;;TrapSpeedPerk2;;;;false;0;;false;;;0;;;;;;;0;;;0;;;;0;0;;;;0;;;;;;;;
TrapSpeedPerk3;;;;;;;;;;;;;;;false;false;false;false;;;;;;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;false;false;false;false;;false;0;0;0;;false;false;0;0;;;;;;;;;;;;;;;;;;;;0;;;;0;;0;;;;0;;;;0;;;;;;Traps,TrapDouble,TrapTriple;AfterPerform;;0;;0;;;0;0;0;0;0;0;;;;;;0;0;;;;;0;0;0;0;0;0;;0;0;0;0;;0;;;;;false;;;;false;;;;;;;;TrapSpeedPerk3;;;;false;0;;false;;;0;;;;;;;0;;;0;;;;0;0;;;;0;;;;;;;;
PowerShotRendPerk1;;;;;;;;;;;;;;;false;false;false;false;;;;;;false;false;false;true;true;false;false;false;false;false;false;false;false;false;false;false;false;false;;false;false;false;false;;false;0;0;0;;false;false;0;0;;;;;;MusketAttack_ChargedShot;;;;;;;;;;;;;;0;;;;0;;0;;;;0;;;;0;;;;;;;;;0;;0;;;0;0;0;0;0;0;;;;;;0;0;;;;;0;0;0;0;0;0;;0;0;0;0;;0;;;;;false;;;;false;;;;;;;;;PowerShotRendPerk1;;;false;0;;false;;;0;;;;PowerShotRendPerk2,PowerShotRendPerk3;;;0;;;0;;;;0;0;;;;0;;;;;;;;
PowerShotRendPerk2;;;;;;;;;;;;;;;false;false;false;false;;;;;;false;false;false;true;true;false;false;false;false;false;false;false;false;false;false;false;false;false;;false;false;false;false;;false;0;0;0;;false;false;0;0;;;;;;MusketAttack_ChargedShot;;;;;;;;;;;;;;0;;;;0;;0;;;;0;;;;0;;;;;;;;;0;;0;;;0;0;0;0;0;0;;;;;;0;0;;;;;0;0;0;0;0;0;;0;0;0;0;;0;;;;;false;;;;false;;;;;;;;;PowerShotRendPerk2;;;false;0;;false;;;0;;;;PowerShotRendPerk1,PowerShotRendPerk3;;;0;;;0;;;;0;0;;;;0;;;;;;;;
PowerShotRendPerk3;;;;;;;;;;;;;;;false;false;false;false;;;;;;false;false;false;true;true;false;false;false;false;false;false;false;false;false;false;false;false;false;;false;false;false;false;;false;0;0;0;;false;false;0;0;;;;;;MusketAttack_ChargedShot;;;;;;;;;;;;;;0;;;;0;;0;;;;0;;;;0;;;;;;;;;0;;0;;;0;0;0;0;0;0;;;;;;0;0;;;;;0;0;0;0;0;0;;0;0;0;0;;0;;;;;false;;;;false;;;;;;;;;PowerShotRendPerk3;;;false;0;;false;;;0;;;;PowerShotRendPerk1,PowerShotRendPerk2;;;0;;;0;;;;0;0;;;;0;;;;;;;;
SmiteHealPerk1;;;;;;;;;;;;;;;false;false;false;false;;;;;;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;false;false;false;false;;false;0;0;0;;false;false;0;0;;;;;;LifeStaff_Smite,LifeStaff_Smite_15prcntDamage_Upgrade,LifeStaff_Smite_30prcntDamage_Upgrade;;;;;;;;;;;;;;0;;;;0;;0;;;;0;;;;0;;;;;;;;;0;;0;;;0;0;0;0;0;0;;;;;;0;0;;;;;0;0;0;0;0;0;;0;0;0;0;;0;;;;;false;;;;false;;;;;;;LifeStaff_SmiteHealPerk1;;;;;false;0;;false;;;0;;;;;;;0;;;0;;;;0;0;;;;0;;;;;;;;
SmiteHealPerk2;;;;;;;;;;;;;;;false;false;false;false;;;;;;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;false;false;false;false;;false;0;0;0;;false;false;0;0;;;;;;LifeStaff_Smite,LifeStaff_Smite_15prcntDamage_Upgrade,LifeStaff_Smite_30prcntDamage_Upgrade;;;;;;;;;;;;;;0;;;;0;;0;;;;0;;;;0;;;;;;;;;0;;0;;;0;0;0;0;0;0;;;;;;0;0;;;;;0;0;0;0;0;0;;0;0;0;0;;0;;;;;false;;;;false;;;;;;;LifeStaff_SmiteHealPerk2;;;;;false;0;;false;;;0;;;;;;;0;;;0;;;;0;0;;;;0;;;;;;;;
SmiteHealPerk3;;;;;;;;;;;;;;;false;false;false;false;;;;;;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;false;false;false;false;;false;0;0;0;;false;false;0;0;;;;;;LifeStaff_Smite,LifeStaff_Smite_15prcntDamage_Upgrade,LifeStaff_Smite_30prcntDamage_Upgrade;;;;;;;;;;;;;;0;;;;0;;0;;;;0;;;;0;;;;;;;;;0;;0;;;0;0;0;0;0;0;;;;;;0;0;;;;;0;0;0;0;0;0;;0;0;0;0;;0;;;;;false;;;;false;;;;;;;LifeStaff_SmiteHealPerk3;;;;;false;0;;false;;;0;;;;;;;0;;;0;;;;0;0;;;;0;;;;;;;;
ReviveAbsorbPerk1;;;;;;;;;;;;;;;false;false;false;false;;;;;;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;false;false;false;false;;false;0;0;0;;false;false;0;0;;;;;;;;;;;;;;;;;;;;0;;;;0;;0;;;;0;;;;0;;;;;;;;;0;Delayed_Interact_MR_Outro;0;;;0;0;0;0;0;0;;;;;;0;0;;;;;0;0;0;0;0;0;;0;0;0;0;;0;;;;;false;;;;false;;;;;;;LifeStaff_ReviveAbsorbPerk1;;;;;false;0;;false;;;0;;;;;;;0;;;0;;;;0;1;;;;0;;;;;;;;
ReviveAbsorbPerk2;;;;;;;;;;;;;;;false;false;false;false;;;;;;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;false;false;false;false;;false;0;0;0;;false;false;0;0;;;;;;;;;;;;;;;;;;;;0;;;;0;;0;;;;0;;;;0;;;;;;;;;0;Delayed_Interact_MR_Outro;0;;;0;0;0;0;0;0;;;;;;0;0;;;;;0;0;0;0;0;0;;0;0;0;0;;0;;;;;false;;;;false;;;;;;;LifeStaff_ReviveAbsorbPerk2;;;;;false;0;;false;;;0;;;;;;;0;;;0;;;;0;1;;;;0;;;;;;;;
ReviveAbsorbPerk3;;;;;;;;;;;;;;;false;false;false;false;;;;;;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;false;false;false;false;;false;0;0;0;;false;false;0;0;;;;;;;;;;;;;;;;;;;;0;;;;0;;0;;;;0;;;;0;;;;;;;;;0;Delayed_Interact_MR_Outro;0;;;0;0;0;0;0;0;;;;;;0;0;;;;;0;0;0;0;0;0;;0;0;0;0;;0;;;;;false;;;;false;;;;;;;LifeStaff_ReviveAbsorbPerk3;;;;;false;0;;false;;;0;;;;;;;0;;;0;;;;0;1;;;;0;;;;;;;;
GravityWellLeechPerk1;;;;;;;;;;;;;;;false;false;false;false;;;;;;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;false;false;false;false;;false;0;0;0;;false;false;0;0;;;;;;;GreatAxe_GravityWell_Burst;;;;;;;;;;;;;0;;;;0;;0;;;;0;;;;0;;;;;;;;;0;;0;;;0;0;0;0;0;0;;;;;;0;0;;;;;0;0;0;0;0;0;;0.07999999821186066;0;0;0;;0;;;;;false;;;;false;;;;;;;InsatiableGravityWell;GravityWellLeechSecondaryHeal1;;;;false;0;;false;;;0;;;;;;;0;;;0;;;;0;0;;;;0;;;;;;;;
GravityWellLeechPerk2;;;;;;;;;;;;;;;false;false;false;false;;;;;;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;false;false;false;false;;false;0;0;0;;false;false;0;0;;;;;;;GreatAxe_GravityWell_Burst;;;;;;;;;;;;;0;;;;0;;0;;;;0;;;;0;;;;;;;;;0;;0;;;0;0;0;0;0;0;;;;;;0;0;;;;;0;0;0;0;0;0;;0.10999999940395355;0;0;0;;0;;;;;false;;;;false;;;;;;;InsatiableGravityWell;GravityWellLeechSecondaryHeal2;;;;false;0;;false;;;0;;;;;;;0;;;0;;;;0;0;;;;0;;;;;;;;
GravityWellLeechPerk3;;;;;;;;;;;;;;;false;false;false;false;;;;;;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;false;false;false;false;;false;0;0;0;;false;false;0;0;;;;;;;GreatAxe_GravityWell_Burst;;;;;;;;;;;;;0;;;;0;;0;;;;0;;;;0;;;;;;;;;0;;0;;;0;0;0;0;0;0;;;;;;0;0;;;;;0;0;0;0;0;0;;0.15000000596046448;0;0;0;;0;;;;;false;;;;false;;;;;;;InsatiableGravityWell;GravityWellLeechSecondaryHeal3;;;;false;0;;false;;;0;;;;;;;0;;;0;;;;0;0;;;;0;;;;;;;;
GravityWellLeechSecondaryHeal1;;;;;;;;;;;;;;;false;false;false;false;;;;;;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;false;false;false;false;;false;0;0;0;;false;false;0;0;;;;;;;InsatiableGravityWell;;;;;;;;;;;;;0;;;;0;;0;;;;0;;;;0;;;;;;;;;0;;0;;;0;0;0;0;0;0;;;;;;0;0;;;;;0;0;0;0;0;0;;0.07999999821186066;0;0;0;;0;;;;;false;;;;false;;;;;;;;;;;;false;0;;false;;;0;;;;;;;0;;;0;;;;0;0;;;;0;;;;;;;;
GravityWellLeechSecondaryHeal2;;;;;;;;;;;;;;;false;false;false;false;;;;;;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;false;false;false;false;;false;0;0;0;;false;false;0;0;;;;;;;InsatiableGravityWell;;;;;;;;;;;;;0;;;;0;;0;;;;0;;;;0;;;;;;;;;0;;0;;;0;0;0;0;0;0;;;;;;0;0;;;;;0;0;0;0;0;0;;0.10999999940395355;0;0;0;;0;;;;;false;;;;false;;;;;;;;;;;;false;0;;false;;;0;;;;;;;0;;;0;;;;0;0;;;;0;;;;;;;;
GravityWellLeechSecondaryHeal3;;;;;;;;;;;;;;;false;false;false;false;;;;;;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;false;false;false;false;;false;0;0;0;;false;false;0;0;;;;;;;InsatiableGravityWell;;;;;;;;;;;;;0;;;;0;;0;;;;0;;;;0;;;;;;;;;0;;0;;;0;0;0;0;0;0;;;;;;0;0;;;;;0;0;0;0;0;0;;0.15000000596046448;0;0;0;;0;;;;;false;;;;false;;;;;;;;;;;;false;0;;false;;;0;;;;;;;0;;;0;;;;0;0;;;;0;;;;;;;;
WhirlwindArmorPerk1;;;;;;;;;;;;;;;false;false;false;false;;;;;;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;false;false;false;false;;false;0;0;0;;false;false;0;0;;;;;;GreatAxe_Whirlwind;;;;;;;;;;;;;;0;;;;0;;0;;;;0;;;;0;;;;;;;;;0;;0;;;0;0;0;0;0;0;;;;;;0;0;;;;;0;0;0;0;0;0;;0;0;0;0;;0;;;;;false;;;;false;;;;;;;;WhirlwindArmorPerk1;;;;false;0;;false;;;0;;;;WhirlwindArmorPerk2,WhirlwindArmorPerk3;;;0;;;0;;;;0;0;;;;0;;;;;;;;
WhirlwindArmorPerk2;;;;;;;;;;;;;;;false;false;false;false;;;;;;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;false;false;false;false;;false;0;0;0;;false;false;0;0;;;;;;GreatAxe_Whirlwind;;;;;;;;;;;;;;0;;;;0;;0;;;;0;;;;0;;;;;;;;;0;;0;;;0;0;0;0;0;0;;;;;;0;0;;;;;0;0;0;0;0;0;;0;0;0;0;;0;;;;;false;;;;false;;;;;;;;WhirlwindArmorPerk2;;;;false;0;;false;;;0;;;;WhirlwindArmorPerk1,WhirlwindArmorPerk3;;;0;;;0;;;;0;0;;;;0;;;;;;;;
WhirlwindArmorPerk3;;;;;;;;;;;;;;;false;false;false;false;;;;;;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;false;false;false;false;;false;0;0;0;;false;false;0;0;;;;;;GreatAxe_Whirlwind;;;;;;;;;;;;;;0;;;;0;;0;;;;0;;;;0;;;;;;;;;0;;0;;;0;0;0;0;0;0;;;;;;0;0;;;;;0;0;0;0;0;0;;0;0;0;0;;0;;;;;false;;;;false;;;;;;;;WhirlwindArmorPerk3;;;;false;0;;false;;;0;;;;WhirlwindArmorPerk1,WhirlwindArmorPerk2;;;0;;;0;;;;0;0;;;;0;;;;;;;;
RiposteRendPerk1;;;;;;;;;;;;;;;false;false;false;false;;;;;;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;false;false;false;false;;false;0;0;0;;false;false;0;0;;;;;;1H_Rapier_Riposte_Stun;;;;;;;;;;;;;;0;;;;0;;0;;;;0;;;;0;;;;;;;;;0;;0;;;0;0;0;0;0;0;;;;;;0;0;;;;;0;0;0;0;0;0;;0;0;0;0;;0;;;;;false;;;;false;;;;;;;;;RiposteRendPerk1;;;false;0;;false;;;0;;;;;;;0;;;0;;;;0;0;;;;0;;;;;;;;
RiposteRendPerk2;;;;;;;;;;;;;;;false;false;false;false;;;;;;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;false;false;false;false;;false;0;0;0;;false;false;0;0;;;;;;1H_Rapier_Riposte_Stun;;;;;;;;;;;;;;0;;;;0;;0;;;;0;;;;0;;;;;;;;;0;;0;;;0;0;0;0;0;0;;;;;;0;0;;;;;0;0;0;0;0;0;;0;0;0;0;;0;;;;;false;;;;false;;;;;;;;;RiposteRendPerk2;;;false;0;;false;;;0;;;;;;;0;;;0;;;;0;0;;;;0;;;;;;;;
RiposteRendPerk3;;;;;;;;;;;;;;;false;false;false;false;;;;;;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;false;false;false;false;;false;0;0;0;;false;false;0;0;;;;;;1H_Rapier_Riposte_Stun;;;;;;;;;;;;;;0;;;;0;;0;;;;0;;;;0;;;;;;;;;0;;0;;;0;0;0;0;0;0;;;;;;0;0;;;;;0;0;0;0;0;0;;0;0;0;0;;0;;;;;false;;;;false;;;;;;;;;RiposteRendPerk3;;;false;0;;false;;;0;;;;;;;0;;;0;;;;0;0;;;;0;;;;;;;;
FlurryLifeStealPerk1;;;;;;;;;;;;;;;false;false;false;false;;;;;;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;false;false;false;false;;false;0;0;0;;false;false;0;0;;;;;;1H_Rapier_Flurry_Strike_1,1H_Rapier_Flurry_Strike_2,1H_Rapier_Flurry_Strike_3,1H_Rapier_Flurry_Strike_4,1H_Rapier_Flurry_Strike_5;;;;;;;;;;;;;Bleed;0;;;;0;;0;;;;0;;;;0;;;;;;;;;0;;0;;;0;0;0;0;0;0;;;;;;0;0;;;;;0;0;0;0;0;0;;0.1599999964237213;0;0;0;;0;;;;;false;;;;false;;;;;;;;;;;;false;0;;false;;;0;;;;;;;0;;;0;;;;0;0;;;;0;;;;;;;;
FlurryLifeStealPerk2;;;;;;;;;;;;;;;false;false;false;false;;;;;;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;false;false;false;false;;false;0;0;0;;false;false;0;0;;;;;;1H_Rapier_Flurry_Strike_1,1H_Rapier_Flurry_Strike_2,1H_Rapier_Flurry_Strike_3,1H_Rapier_Flurry_Strike_4,1H_Rapier_Flurry_Strike_5;;;;;;;;;;;;;Bleed;0;;;;0;;0;;;;0;;;;0;;;;;;;;;0;;0;;;0;0;0;0;0;0;;;;;;0;0;;;;;0;0;0;0;0;0;;0.2199999988079071;0;0;0;;0;;;;;false;;;;false;;;;;;;;;;;;false;0;;false;;;0;;;;;;;0;;;0;;;;0;0;;;;0;;;;;;;;
FlurryLifeStealPerk3;;;;;;;;;;;;;;;false;false;false;false;;;;;;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;false;false;false;false;;false;0;0;0;;false;false;0;0;;;;;;1H_Rapier_Flurry_Strike_1,1H_Rapier_Flurry_Strike_2,1H_Rapier_Flurry_Strike_3,1H_Rapier_Flurry_Strike_4,1H_Rapier_Flurry_Strike_5;;;;;;;;;;;;;Bleed;0;;;;0;;0;;;;0;;;;0;;;;;;;;;0;;0;;;0;0;0;0;0;0;;;;;;0;0;;;;;0;0;0;0;0;0;;0.2800000011920929;0;0;0;;0;;;;;false;;;;false;;;;;;;;;;;;false;0;;false;;;0;;;;;;;0;;;0;;;;0;0;;;;0;;;;;;;;
