AbilityID;DisplayName;Description;UICategory;UISpellForManaCheck;Icon;StatusEffectIcon;Sound;TelegraphStatusEffect;TelegraphCountOffset;OnEquipStatusEffect;EquipWhenUnsheathed;WeaponTag;RequiredAbilityId;TreeId;TreeRowPosition;TreeColumnPosition;IsActiveAbility;IsGlobalAbility;ScalingStrength;ScalingDexterity;ScalingIntelligence;ScalingSpirit;ScalingConstitution;OnKill;OnExecuted;OnHit;OnBlockedHit;OnCrit;OnHeadShot;OnLegShot;OnHitTaken;OnBlockBreak;OnTargetBlockBreak;OnDeath;OnDeathsDoor;OnAttachedSpellTargetDied;OnSelfDamage;RequireReaction;NumSuccessfulHits;NumConsecutiveHits;MaxConsecutiveHits;TrackHitCount;MaxTrackedHitCounts;ResetConsecutiveOnSuccess;DamageIsRanged;DamageIsMelee;ForceShowNameTag;TargetHasGritActive;DamageTableRow;RemoteDamageTableRow;RangedAttackName;AttackType;StatusEffect;StatusEffectStackSize;StatusEffectComparison;StatusEffectCategories;DontHaveStatusEffect;CheckStatusEffectsOnTargetOwned;TargetStatusEffect;TargetStatusEffectCategory;TargetStatusEffectStackSize;TargetStatusEffectComparison;TargetCollisionFilters;TargetMarker;MyHealthPercent;MyComparisonType;MyStaminaPercent;MyStaminaComparisonType;MyManaPercent;MyManaComparisonType;TargetHealthPercent;TargetComparisonType;DistFromDefender;DistComparisonType;NumAroundMe;NumAroundComparisonType;AbilityOnCooldownOptions;AbilitiesOnCooldown;AbilityCooldownComparisonType;AttachedTargetSpellIds;AbilityList;AbilityTrigger;InAction;InActionTime;AfterAction;BaseDamage;BaseDamageReduction;BlockDamage;BlockDamageReduction;CritDamage;CritChance;HeadshotDamage;stagger damage;StaggerDamageReduction;HitRateDmg;HitRateDmgReduction;HealthDamageMitigation;ThreatDamage;ArmorPenetration;PhysicalArmor;ElementalArmor;Knockback;WeaponAccuracy;Health;DmgPctToHealth;MaxHealth;Mana;MaxMana;ManaCostList;ManaCostMult;DamageTableRowOverride;RangedAttackNameOverride;DamageTableStatusEffectOverride;StatusEffectDamageTableRowOverride;ForceStatusEffectDamageTableRow;PowerLevelOverride;EnableCrit;PerStatusEffectOnTarget;PerStatusEffectOnTargetMax;DisableApplyPerStatusEffectStack;ForceTakeStaminaDamage;CastSpell;SelfApplyStatusEffect;OtherApplyStatusEffect;DoNotUnequipSelfAppliedSE;SetPotencyAsCount;MultiplyRemovedByPotency;OnlyChangeOwnedStatusEffects;RemoveStatusEffects;StatusEffectsList;StatusEffectCategoriesList;RemoveTargetStatusEffectsList;ConsumeTargetStatusEffectMult;StatusEffectDurationReduction;TargetStatusEffectDurationCats;TargetStatusEffectDurationList;TargetStatusEffectDurationMod;TargetStatusEffectDurationMult;Duration;CooldownId;CDRImmediatelyOptions;ResetCooldownTimers;CooldownTimer;NumFreeCooldownsPerUse;MaxHitCountMultiplier;SetMannequinTag;SetMannequinTagStatus
Upgrade_VoidGauntlet_EssenceRupture_HealAoEOnEnd;@VoidGauntlet_Upgrade_EssenceRupture_HealAoEOnEnd;@VoidGauntlet_Upgrade_EssenceRupture_HealAoEOnEnd_description;Debuff;;lyshineui/images/icons/abilities/lifestaffPassive5.png;;;;;;false;VoidGauntlet;Upgrade_VoidGauntlet_EssenceRupture_StaminaOnHit;1;4;4;false;false;;;;;;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;0;0;0;false;0;;;;;;;;;;;0;;;;false;;;0;;;;0;;;;0;;0;;0;;0;;;;;;;;;0;;0;;;;0;0;;;;;;;;;;;;;;0;;0;;;0;;;;Common_DamageOverTime_Override;true;;;;;false;;;;;false;;;false;;;;;;;;;0;0;0;;;;0;;;;
Passive_VoidGauntlet_BonusHvyDmgVsRange;@VoidGauntlet_Passive_BonusHvyDmgVsRange;@VoidGauntlet_Passive_BonusHvyDmgVsRange_description;Passive;;lyshineui/images/icons/abilities/firestaffAbility3_mod3.png;;;;;;false;VoidGauntlet;;1;0;0;false;false;;;;;;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;0;0;0;false;0;;;;;;VoidGauntlet_Heavy;;;;;0;;;;false;;;0;;;;0;;;;0;;0;;8;GreaterThan;0;;;;;;;;;0;;0.10000000149011612;;;;0;0;;;;;;;;;;;;;;0;;0;;;0;;;;Common_DamageOverTime_Override;true;;;;;false;;;;;false;;;false;;;;;;;;;0;0;0;;;;0;;;;
Passive_VoidGauntlet_ManaPerLightVsDebuff;@VoidGauntlet_Passive_ManaPerLightVsDebuff;@VoidGauntlet_Passive_ManaPerLightVsDebuff_description;Passive;;lyshineui/images/icons/abilities/iceMagic_Passive2.png;;;;;;false;VoidGauntlet;;1;0;4;false;false;;;;;;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;0;0;0;false;0;;;;;;VoidGauntlet_Primary;;;;;0;;;;true;;VoidGauntlet;0;;;;0;;;;0;;0;;0;;0;;;;;;;;;0;;0;;;;0;0;;;;;;;;;;;;;;0;;0.05000000074505806;;;0;;;;;false;;;;;false;;;;;false;;;false;;;;;;;;;0;0;0;;;;0;;;;
Passive_VoidGauntlet_ReducedManaCostHighMana;@VoidGauntlet_Passive_ReducedManaCostHighMana;@VoidGauntlet_Passive_ReducedManaCostHighMana_description;Passive;;lyshineui/images/icons/abilities/firestaffAbility3_mod1.png;;;;;;false;VoidGauntlet;;1;1;1;false;false;;;;;;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;0;0;0;false;0;;;;;;;;;;;0;;;;false;;;0;;;;0;;;;50;GreaterThan;0;;0;;0;;;;;;;;;0;;0;;;;0;0;;;;;;;;;;;;;;0;;0;;VoidGauntlet_Primary,VoidGauntlet_Heavy,VoidGauntlet_VoidBlade,VoidGauntlet_NullChamber,VoidGauntlet_Scream,VoidGauntlet_DecayingOrb,VoidGauntlet_DrainingTether,VoidGauntlet_EssenceRupture;-0.25;;;;;false;;;;;false;;;;;false;;;false;;;;;;;;;0;0;0;;;;0;;;;
Passive_VoidGauntlet_CDRWhileHarvest;@VoidGauntlet_Passive_CDRWhileHarvest;@VoidGauntlet_Passive_CDRWhileHarvest_description;Passive;;lyshineui/images/icons/abilities/swordAbility1_mod1.png;;;;;;false;VoidGauntlet;;1;1;3;false;false;;;;;;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;0;0;0;false;0;;;;;;;;;;;0;;HarvestHP;;false;;Harvest;0;;;;0;;;;0;;0;;0;;0;;;;;;;;VoidGauntlet_Harvest;0.10000000149011612;;0;;;;0;0;;;;;;;;;;;;;;0;;0;;;0;;;;;false;;;;;false;;;;;false;;;false;;;;;;;;;0;0;0;;ActiveWeapon;;-0.05000000074505806;;;;
Passive_VoidGauntlet_BonusHvyHealVsLowHP;@VoidGauntlet_Passive_BonusHvyHealVsLowHP;@VoidGauntlet_Passive_BonusHvyHealVsLowHP_description;Passive;;lyshineui/images/icons/abilities/firestaffPassive8.png;;;;;;false;VoidGauntlet;;1;2;1;false;false;;;;;;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;0;0;0;false;0;;;;;;VoidGauntlet_Heavy;;;;;0;;;;false;;;0;;;;0;;;;0;;50;LessThan;0;;0;;;;;;;;;0;;0;;;;0;0;;;;;;;;;;;;;;0.30000001192092896;;0;;;0;;;;;false;;;;;false;;;;;false;;;false;;;;;;;;;0;0;0;;;;0;;;;
Passive_VoidGauntlet_BonusDebuffDurOnHvy;@VoidGauntlet_Passive_BonusDebuffDurOnHvy;@VoidGauntlet_Passive_BonusDebuffDurOnHvy_description;Passive;;lyshineui/images/icons/abilities/Spear_CDROnBleedKill.png;;;;;;false;VoidGauntlet;;1;3;3;false;false;;;;;;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;0;0;0;false;0;;;;;;VoidGauntlet_Heavy;;;;;0;;;;false;;;0;;;;0;;;;0;;0;;0;;0;;;;;;;;;0;;0;;;;0;0;;;;;;;;;;;;;;0;;0;;;0;;;;;false;;;;;false;;;;;false;;;true;;;;;;;Dot,Debilitate;;0;0.10000000149011612;0;;;;0;;;;
Passive_VoidGauntlet_HealOnDodgeMaxMana;@VoidGauntlet_Passive_HealOnDodgeMaxMana;@VoidGauntlet_Passive_HealOnDodgeMaxMana_description;Passive;;lyshineui/images/icons/abilities/swordPassive10.png;;;;;;false;VoidGauntlet;;1;4;1;false;false;;;;;;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;0;0;0;false;0;;;;;;;;;;;0;;;VoidGauntlet_HealOnDodgeMaxMana_Timer;false;;;0;;;;100;LessThan;;;100;Equal;0;;0;;0;;;;;;;;;0;Dodge;0;;;;0;0;;;;;;;;;;;;;;0;;0;;;0;;;;;false;;;;;true;;;VoidGauntlet_HealOnDodgeMaxMana;;false;;;false;;;;;;;;;0;0;20;;;ActiveWeaponLowest;0;;;;
Ultimate_VoidGauntlet_CDROnStackConsume;@VoidGauntlet_Ultimate_CDROnStackConsume;@VoidGauntlet_Ultimate_CDROnStackConsume_description;Passive;;lyshineui/images/icons/abilities/musketAbility5.png;;Play_UI_WeaponSkills_VoidGauntlet_Ultimate_2;;;VoidGauntlet_SiphonConversion_Check;false;VoidGauntlet;;1;5;2;false;false;;;;;;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;0;0;0;false;0;;;;;;VoidGauntlet_Heavy;;;;VoidGauntlet_EssenceStack;4;GreaterThanOrEqual;;VoidGauntlet_SiphonConversion_Timer;false;;;0;;;;0;;;;0;;0;;0;;0;;;;;;;;;0;;0;;;;0;0;;;;;;;;;;;;;;0;;0;;;0;;;;;false;;;;;true;;;VoidGauntlet_SiphonConversion_Timer;;true;;;false;AbilitySpecific;VoidGauntlet_EssenceStack;;;;;;;0;0;0;;;ActiveWeapon;0;;;;
Passive_VoidGauntlet_HealOnHeavy;;;;;;;;;;;true;VoidGauntlet;;0;0;0;false;false;;;;;;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;0;0;0;false;0;;;;;;VoidGauntlet_Heavy;;;;;0;;;;false;;;0;;;;0;;;;0;;0;;0;;0;;;;;;;;;0;;0;;;;0;0;;;;;;;;;;;;;;0.20000000298023224;;0;;;0;;;;;false;;;;;false;;;Generic_Heal_FX_Only;;false;;;false;;;;;;;;;0;0;0;;;;0;;;;
Passive_VoidGauntlet_ApplySiphonAuraStacks;;;;;;;;;;;true;VoidGauntlet;;0;0;0;false;false;;;;;;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;0;0;0;false;0;;;;;;VoidGauntlet_Blade_Light,VoidGauntlet_Blade_Heavy,VoidGauntlet_Scream,VoidGauntlet_DecayingOrb,VoidGauntlet_DecayingOrb_Detonate_Damage,VoidGauntlet_DrainingTether,VoidGauntlet_EssenceRupture,VoidGauntlet_EssenceRupture_Stamina,VoidGauntlet_EssenceRupture_AoE_OnEnd;;;;VoidGauntlet_SiphonAura_Check;0;;;VoidGauntlet_SiphonAura_Timer;false;;;0;;;;0;;;;0;;0;;0;;0;;;;;;;;;0;;0;;;;0;0;;;;;;;;;;;;;;0;;0;;;0;;;;Common_DamageOverTime_Override;true;;;;;true;;;VoidGauntlet_EssenceStack;;false;;;false;;;;;;;;;0;0;0;;;;0;;;;
Passive_VoidGauntlet_ApplyConversionStacks;;;;;;;;;;;true;VoidGauntlet;;0;0;0;false;false;;;;;;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;0;0;0;false;0;;;;;;VoidGauntlet_Blade_Light,VoidGauntlet_Blade_Heavy,VoidGauntlet_Scream,VoidGauntlet_DecayingOrb,VoidGauntlet_DecayingOrb_Detonate_Damage,VoidGauntlet_DrainingTether,VoidGauntlet_EssenceRupture,VoidGauntlet_EssenceRupture_Stamina,VoidGauntlet_EssenceRupture_AoE_OnEnd;;;;VoidGauntlet_SiphonConversion_Check;0;;;VoidGauntlet_SiphonConversion_Timer;false;;;0;;;;0;;;;0;;0;;0;;0;;;;;;;;;0;;0;;;;0;0;;;;;;;;;;;;;;0;;0;;;0;;;;Common_DamageOverTime_Override;true;;;;;true;;;VoidGauntlet_EssenceStack;;false;;;false;;;;;;;;;0;0;0;;;;0;;;;
